V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
9.0,,16.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
6.0,,19.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
14.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
6.0,,18.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,38.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,26.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
138.0,,4.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Professional occupations,,All
290.0,,2.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Professional occupations,,All
123.0,,4.3,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Professional occupations,,All
148.0,,3.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Professional occupations,,All
172.0,,3.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Professional occupations,,All
210.0,,3.2,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Professional occupations,,All
176.0,,3.5,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Professional occupations,,All
939.0,,1.3,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Professional occupations,,All
36.0,,7.7,Year,2016,K02000001,,,Zero,,Employee,,Male,,Professional occupations,,Defined benefit
20.0,,11.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Professional occupations,,Defined benefit
10.0,,15.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Professional occupations,,Defined benefit
17.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Professional occupations,,Defined benefit
33.0,,8.4,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Professional occupations,,Defined benefit
99.0,,4.7,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Professional occupations,,Defined benefit
120.0,,4.2,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Professional occupations,,Defined benefit
788.0,,1.4,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Professional occupations,,Defined benefit
31.0,,8.8,Year,2016,K02000001,,,Zero,,Employee,,Male,,Professional occupations,,Defined contribution
105.0,,4.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Professional occupations,,Defined contribution
38.0,,7.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Professional occupations,,Defined contribution
55.0,,6.4,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Professional occupations,,Defined contribution
59.0,,6.1,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Professional occupations,,Defined contribution
44.0,,7.2,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Professional occupations,,Defined contribution
25.0,,9.6,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Professional occupations,,Defined contribution
56.0,,6.4,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Professional occupations,,Defined contribution
51.0,,6.8,Year,2016,K02000001,,,Zero,,Employee,,Male,,Professional occupations,,Group personal pension
122.0,,4.3,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Professional occupations,,Group personal pension
57.0,,6.4,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Professional occupations,,Group personal pension
59.0,,6.3,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Professional occupations,,Group personal pension
60.0,,6.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Professional occupations,,Group personal pension
50.0,,6.8,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Professional occupations,,Group personal pension
23.0,,10.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Professional occupations,,Group personal pension
68.0,,5.8,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Professional occupations,,Group personal pension
11.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Professional occupations,,Group stakeholder pension
29.0,,9.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Professional occupations,,Group stakeholder pension
14.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Professional occupations,,Group stakeholder pension
12.0,,14.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Professional occupations,,Group stakeholder pension
15.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Professional occupations,,Group stakeholder pension
12.0,,14.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Professional occupations,,Group stakeholder pension
7.0,,19.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Professional occupations,,Group stakeholder pension
15.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Professional occupations,,Group stakeholder pension
6.0,,20.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,27.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,60.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Professional occupations,,Group self-invested personal pension
97.0,,4.4,Year,2016,K02000001,,,Zero,,Employee,,Male,,Associate professional and technical occupations,,All
352.0,,2.2,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Associate professional and technical occupations,,All
127.0,,3.9,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Associate professional and technical occupations,,All
122.0,,3.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Associate professional and technical occupations,,All
132.0,,3.7,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Associate professional and technical occupations,,All
219.0,,2.8,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Associate professional and technical occupations,,All
153.0,,3.4,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Associate professional and technical occupations,,All
377.0,,2.1,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Associate professional and technical occupations,,All
22.0,,9.1,Year,2016,K02000001,,,Zero,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
25.0,,8.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
9.0,,15.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
10.0,,14.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
29.0,,8.1,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
134.0,,3.6,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
111.0,,4.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
292.0,,2.4,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Associate professional and technical occupations,,Defined benefit
28.0,,8.5,Year,2016,K02000001,,,Zero,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
147.0,,3.6,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
41.0,,7.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
42.0,,6.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
42.0,,6.8,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
33.0,,7.6,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
18.0,,11.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
32.0,,7.7,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Associate professional and technical occupations,,Defined contribution
31.0,,8.1,Year,2016,K02000001,,,Zero,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
126.0,,3.9,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
54.0,,6.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
51.0,,6.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
45.0,,6.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
40.0,,6.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
17.0,,11.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
40.0,,6.9,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Associate professional and technical occupations,,Group personal pension
10.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
35.0,,7.6,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
20.0,,10.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
15.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
13.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
9.0,,15.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
8.0,,16.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Associate professional and technical occupations,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
6.0,,19.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
,x,28.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Associate professional and technical occupations,,Group self-invested personal pension
37.0,,5.8,Year,2016,K02000001,,,Zero,,Employee,,Male,,Administrative and secretarial occupations,,All
133.0,,2.8,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Administrative and secretarial occupations,,All
36.0,,5.9,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Administrative and secretarial occupations,,All
40.0,,5.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Administrative and secretarial occupations,,All
60.0,,4.5,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Administrative and secretarial occupations,,All
108.0,,3.2,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Administrative and secretarial occupations,,All
42.0,,5.5,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Administrative and secretarial occupations,,All
46.0,,5.2,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Administrative and secretarial occupations,,All
9.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
16.0,,9.1,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
,x,23.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
5.0,,16.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
36.0,,5.9,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
79.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
35.0,,6.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
29.0,,6.6,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Administrative and secretarial occupations,,Defined benefit
13.0,,9.8,Year,2016,K02000001,,,Zero,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
61.0,,4.5,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
13.0,,9.8,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
16.0,,8.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
9.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
9.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
4.0,,19.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
5.0,,16.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Administrative and secretarial occupations,,Defined contribution
10.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
40.0,,5.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
15.0,,9.5,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
13.0,,9.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
12.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
17.0,,8.6,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
8.0,,13.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Administrative and secretarial occupations,,Group personal pension
,x,21.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
11.0,,11.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
4.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
5.0,,17.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
,x,23.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Administrative and secretarial occupations,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,61.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,52.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
,x,61.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Administrative and secretarial occupations,,Group self-invested personal pension
44.0,,6.9,Year,2016,K02000001,,,Zero,,Employee,,Male,,Skilled trades occupations,,All
439.0,,1.9,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Skilled trades occupations,,All
91.0,,4.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Skilled trades occupations,,All
84.0,,4.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Skilled trades occupations,,All
75.0,,5.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Skilled trades occupations,,All
105.0,,4.2,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Skilled trades occupations,,All
80.0,,4.9,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Skilled trades occupations,,All
83.0,,4.8,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Skilled trades occupations,,All
8.0,,17.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Skilled trades occupations,,Defined benefit
26.0,,9.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Skilled trades occupations,,Defined benefit
6.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Skilled trades occupations,,Defined benefit
10.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Skilled trades occupations,,Defined benefit
17.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Skilled trades occupations,,Defined benefit
63.0,,5.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Skilled trades occupations,,Defined benefit
57.0,,5.8,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Skilled trades occupations,,Defined benefit
45.0,,6.6,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Skilled trades occupations,,Defined benefit
13.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Skilled trades occupations,,Defined contribution
217.0,,2.9,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Skilled trades occupations,,Defined contribution
25.0,,9.2,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Skilled trades occupations,,Defined contribution
32.0,,8.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Skilled trades occupations,,Defined contribution
28.0,,8.5,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Skilled trades occupations,,Defined contribution
22.0,,9.7,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Skilled trades occupations,,Defined contribution
11.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Skilled trades occupations,,Defined contribution
14.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Skilled trades occupations,,Defined contribution
15.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Skilled trades occupations,,Group personal pension
134.0,,3.9,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Skilled trades occupations,,Group personal pension
45.0,,6.8,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Skilled trades occupations,,Group personal pension
31.0,,8.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Skilled trades occupations,,Group personal pension
21.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Skilled trades occupations,,Group personal pension
13.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Skilled trades occupations,,Group personal pension
8.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Skilled trades occupations,,Group personal pension
15.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Skilled trades occupations,,Group personal pension
8.0,,17.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
41.0,,7.2,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
13.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
9.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
8.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
7.0,,17.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
7.0,,18.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Skilled trades occupations,,Group stakeholder pension
,x,40.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,53.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,52.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Skilled trades occupations,,Group self-invested personal pension
8.0,,14.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,"Caring, leisure and other service occupations",,All
97.0,,3.4,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,"Caring, leisure and other service occupations",,All
10.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,"Caring, leisure and other service occupations",,All
11.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,"Caring, leisure and other service occupations",,All
17.0,,9.3,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,"Caring, leisure and other service occupations",,All
81.0,,3.8,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Caring, leisure and other service occupations",,All
21.0,,8.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Caring, leisure and other service occupations",,All
31.0,,6.6,Year,2016,K02000001,,,7% and over,,Employee,,Male,,"Caring, leisure and other service occupations",,All
,x,37.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
6.0,,15.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
,x,31.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
3.0,,20.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
11.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
77.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
18.0,,8.6,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
28.0,,7.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined benefit
,x,29.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
59.0,,4.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,23.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,23.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,27.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,30.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,38.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,32.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,21.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
22.0,,8.1,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
4.0,,19.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
4.0,,20.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,22.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,29.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,40.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,37.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,37.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
6.0,,17.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,43.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,53.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
