V4_0,Time_codelist,Time,Geography_codelist,Geography,Industry_codelist,Industry,Region_codelist,Region
124,Quarter,2006 Q4,K03000001,,M,,EM,
118,Quarter,2007 Q1,K03000001,,M,,EM,
123,Quarter,2007 Q2,K03000001,,M,,EM,
121,Quarter,2007 Q3,K03000001,,M,,EM,
119,Quarter,2007 Q4,K03000001,,M,,EM,
120,Quarter,2008 Q1,K03000001,,M,,EM,
120,Quarter,2008 Q2,K03000001,,M,,EM,
125,Quarter,2008 Q3,K03000001,,M,,EM,
125,Quarter,2008 Q4,K03000001,,M,,EM,
130,Quarter,2009 Q1,K03000001,,M,,EM,
132,Quarter,2009 Q2,K03000001,,M,,EM,
143,Quarter,2009 Q3,K03000001,,M,,EM,
145,Quarter,2009 Q4,K03000001,,M,,EM,
138,Quarter,2010 Q1,K03000001,,M,,EM,
129,Quarter,2010 Q2,K03000001,,M,,EM,
134,Quarter,2010 Q3,K03000001,,M,,EM,
126,Quarter,2010 Q4,K03000001,,M,,EM,
119,Quarter,2011 Q1,K03000001,,M,,EM,
123,Quarter,2011 Q2,K03000001,,M,,EM,
124,Quarter,2011 Q3,K03000001,,M,,EM,
124,Quarter,2011 Q4,K03000001,,M,,EM,
123,Quarter,2012 Q1,K03000001,,M,,EM,
123,Quarter,2012 Q2,K03000001,,M,,EM,
136,Quarter,2012 Q3,K03000001,,M,,EM,
140,Quarter,2012 Q4,K03000001,,M,,EM,
146,Quarter,2013 Q1,K03000001,,M,,EM,
141,Quarter,2013 Q2,K03000001,,M,,EM,
141,Quarter,2013 Q3,K03000001,,M,,EM,
150,Quarter,2013 Q4,K03000001,,M,,EM,
157,Quarter,2014 Q1,K03000001,,M,,EM,
167,Quarter,2014 Q2,K03000001,,M,,EM,
162,Quarter,2014 Q3,K03000001,,M,,EM,
165,Quarter,2014 Q4,K03000001,,M,,EM,
163,Quarter,2015 Q1,K03000001,,M,,EM,
156,Quarter,2015 Q2,K03000001,,M,,EM,
157,Quarter,2015 Q3,K03000001,,M,,EM,
165,Quarter,2015 Q4,K03000001,,M,,EM,
166,Quarter,2016 Q1,K03000001,,M,,EM,
169,Quarter,2016 Q2,K03000001,,M,,EM,
176,Quarter,2016 Q3,K03000001,,M,,EM,
163,Quarter,2016 Q4,K03000001,,M,,EM,
164,Quarter,2017 Q1,K03000001,,M,,EM,
164,Quarter,2017 Q2,K03000001,,M,,EM,
119,Quarter,1996 Q1,K03000001,,N,,EM,
114,Quarter,1996 Q2,K03000001,,N,,EM,
118,Quarter,1996 Q3,K03000001,,N,,EM,
122,Quarter,1996 Q4,K03000001,,N,,EM,
131,Quarter,1997 Q1,K03000001,,N,,EM,
126,Quarter,1997 Q2,K03000001,,N,,EM,
132,Quarter,1997 Q3,K03000001,,N,,EM,
130,Quarter,1997 Q4,K03000001,,N,,EM,
127,Quarter,1998 Q1,K03000001,,N,,EM,
131,Quarter,1998 Q2,K03000001,,N,,EM,
130,Quarter,1998 Q3,K03000001,,N,,EM,
130,Quarter,1998 Q4,K03000001,,N,,EM,
131,Quarter,1999 Q1,K03000001,,N,,EM,
129,Quarter,1999 Q2,K03000001,,N,,EM,
131,Quarter,1999 Q3,K03000001,,N,,EM,
130,Quarter,1999 Q4,K03000001,,N,,EM,
130,Quarter,2000 Q1,K03000001,,N,,EM,
132,Quarter,2000 Q2,K03000001,,N,,EM,
137,Quarter,2000 Q3,K03000001,,N,,EM,
141,Quarter,2000 Q4,K03000001,,N,,EM,
141,Quarter,2001 Q1,K03000001,,N,,EM,
139,Quarter,2001 Q2,K03000001,,N,,EM,
139,Quarter,2001 Q3,K03000001,,N,,EM,
137,Quarter,2001 Q4,K03000001,,N,,EM,
138,Quarter,2002 Q1,K03000001,,N,,EM,
140,Quarter,2002 Q2,K03000001,,N,,EM,
138,Quarter,2002 Q3,K03000001,,N,,EM,
140,Quarter,2002 Q4,K03000001,,N,,EM,
141,Quarter,2003 Q1,K03000001,,N,,EM,
135,Quarter,2003 Q2,K03000001,,N,,EM,
133,Quarter,2003 Q3,K03000001,,N,,EM,
133,Quarter,2003 Q4,K03000001,,N,,EM,
135,Quarter,2004 Q1,K03000001,,N,,EM,
142,Quarter,2004 Q2,K03000001,,N,,EM,
149,Quarter,2004 Q3,K03000001,,N,,EM,
156,Quarter,2004 Q4,K03000001,,N,,EM,
159,Quarter,2005 Q1,K03000001,,N,,EM,
158,Quarter,2005 Q2,K03000001,,N,,EM,
161,Quarter,2005 Q3,K03000001,,N,,EM,
162,Quarter,2005 Q4,K03000001,,N,,EM,
164,Quarter,2006 Q1,K03000001,,N,,EM,
168,Quarter,2006 Q2,K03000001,,N,,EM,
168,Quarter,2006 Q3,K03000001,,N,,EM,
172,Quarter,2006 Q4,K03000001,,N,,EM,
165,Quarter,2007 Q1,K03000001,,N,,EM,
168,Quarter,2007 Q2,K03000001,,N,,EM,
174,Quarter,2007 Q3,K03000001,,N,,EM,
181,Quarter,2007 Q4,K03000001,,N,,EM,
179,Quarter,2008 Q1,K03000001,,N,,EM,
183,Quarter,2008 Q2,K03000001,,N,,EM,
179,Quarter,2008 Q3,K03000001,,N,,EM,
170,Quarter,2008 Q4,K03000001,,N,,EM,
165,Quarter,2009 Q1,K03000001,,N,,EM,
167,Quarter,2009 Q2,K03000001,,N,,EM,
168,Quarter,2009 Q3,K03000001,,N,,EM,
171,Quarter,2009 Q4,K03000001,,N,,EM,
178,Quarter,2010 Q1,K03000001,,N,,EM,
179,Quarter,2010 Q2,K03000001,,N,,EM,
175,Quarter,2010 Q3,K03000001,,N,,EM,
184,Quarter,2010 Q4,K03000001,,N,,EM,
186,Quarter,2011 Q1,K03000001,,N,,EM,
189,Quarter,2011 Q2,K03000001,,N,,EM,
192,Quarter,2011 Q3,K03000001,,N,,EM,
207,Quarter,2011 Q4,K03000001,,N,,EM,
193,Quarter,2012 Q1,K03000001,,N,,EM,
190,Quarter,2012 Q2,K03000001,,N,,EM,
195,Quarter,2012 Q3,K03000001,,N,,EM,
188,Quarter,2012 Q4,K03000001,,N,,EM,
186,Quarter,2013 Q1,K03000001,,N,,EM,
189,Quarter,2013 Q2,K03000001,,N,,EM,
197,Quarter,2013 Q3,K03000001,,N,,EM,
203,Quarter,2013 Q4,K03000001,,N,,EM,
203,Quarter,2014 Q1,K03000001,,N,,EM,
210,Quarter,2014 Q2,K03000001,,N,,EM,
208,Quarter,2014 Q3,K03000001,,N,,EM,
219,Quarter,2014 Q4,K03000001,,N,,EM,
217,Quarter,2015 Q1,K03000001,,N,,EM,
227,Quarter,2015 Q2,K03000001,,N,,EM,
231,Quarter,2015 Q3,K03000001,,N,,EM,
220,Quarter,2015 Q4,K03000001,,N,,EM,
224,Quarter,2016 Q1,K03000001,,N,,EM,
217,Quarter,2016 Q2,K03000001,,N,,EM,
234,Quarter,2016 Q3,K03000001,,N,,EM,
231,Quarter,2016 Q4,K03000001,,N,,EM,
237,Quarter,2017 Q1,K03000001,,N,,EM,
231,Quarter,2017 Q2,K03000001,,N,,EM,
94,Quarter,1996 Q1,K03000001,,O,,EM,
94,Quarter,1996 Q2,K03000001,,O,,EM,
94,Quarter,1996 Q3,K03000001,,O,,EM,
93,Quarter,1996 Q4,K03000001,,O,,EM,
92,Quarter,1997 Q1,K03000001,,O,,EM,
91,Quarter,1997 Q2,K03000001,,O,,EM,
92,Quarter,1997 Q3,K03000001,,O,,EM,
92,Quarter,1997 Q4,K03000001,,O,,EM,
92,Quarter,1998 Q1,K03000001,,O,,EM,
92,Quarter,1998 Q2,K03000001,,O,,EM,
91,Quarter,1998 Q3,K03000001,,O,,EM,
91,Quarter,1998 Q4,K03000001,,O,,EM,
93,Quarter,1999 Q1,K03000001,,O,,EM,
94,Quarter,1999 Q2,K03000001,,O,,EM,
94,Quarter,1999 Q3,K03000001,,O,,EM,
95,Quarter,1999 Q4,K03000001,,O,,EM,
95,Quarter,2000 Q1,K03000001,,O,,EM,
95,Quarter,2000 Q2,K03000001,,O,,EM,
97,Quarter,2000 Q3,K03000001,,O,,EM,
96,Quarter,2000 Q4,K03000001,,O,,EM,
96,Quarter,2001 Q1,K03000001,,O,,EM,
97,Quarter,2001 Q2,K03000001,,O,,EM,
97,Quarter,2001 Q3,K03000001,,O,,EM,
97,Quarter,2001 Q4,K03000001,,O,,EM,
90,Quarter,2002 Q1,K03000001,,O,,EM,
90,Quarter,2002 Q2,K03000001,,O,,EM,
90,Quarter,2002 Q3,K03000001,,O,,EM,
93,Quarter,2002 Q4,K03000001,,O,,EM,
95,Quarter,2003 Q1,K03000001,,O,,EM,
96,Quarter,2003 Q2,K03000001,,O,,EM,
95,Quarter,2003 Q3,K03000001,,O,,EM,
96,Quarter,2003 Q4,K03000001,,O,,EM,
107,Quarter,2004 Q1,K03000001,,O,,EM,
107,Quarter,2004 Q2,K03000001,,O,,EM,
107,Quarter,2004 Q3,K03000001,,O,,EM,
107,Quarter,2004 Q4,K03000001,,O,,EM,
105,Quarter,2005 Q1,K03000001,,O,,EM,
104,Quarter,2005 Q2,K03000001,,O,,EM,
105,Quarter,2005 Q3,K03000001,,O,,EM,
105,Quarter,2005 Q4,K03000001,,O,,EM,
111,Quarter,2006 Q1,K03000001,,O,,EM,
112,Quarter,2006 Q2,K03000001,,O,,EM,
112,Quarter,2006 Q3,K03000001,,O,,EM,
111,Quarter,2006 Q4,K03000001,,O,,EM,
118,Quarter,2007 Q1,K03000001,,O,,EM,
118,Quarter,2007 Q2,K03000001,,O,,EM,
119,Quarter,2007 Q3,K03000001,,O,,EM,
120,Quarter,2007 Q4,K03000001,,O,,EM,
118,Quarter,2008 Q1,K03000001,,O,,EM,
116,Quarter,2008 Q2,K03000001,,O,,EM,
115,Quarter,2008 Q3,K03000001,,O,,EM,
110,Quarter,2008 Q4,K03000001,,O,,EM,
107,Quarter,2009 Q1,K03000001,,O,,EM,
108,Quarter,2009 Q2,K03000001,,O,,EM,
111,Quarter,2009 Q3,K03000001,,O,,EM,
111,Quarter,2009 Q4,K03000001,,O,,EM,
110,Quarter,2010 Q1,K03000001,,O,,EM,
110,Quarter,2010 Q2,K03000001,,O,,EM,
107,Quarter,2010 Q3,K03000001,,O,,EM,
109,Quarter,2010 Q4,K03000001,,O,,EM,
105,Quarter,2011 Q1,K03000001,,O,,EM,
104,Quarter,2011 Q2,K03000001,,O,,EM,
101,Quarter,2011 Q3,K03000001,,O,,EM,
98,Quarter,2011 Q4,K03000001,,O,,EM,
99,Quarter,2012 Q1,K03000001,,O,,EM,
95,Quarter,2012 Q2,K03000001,,O,,EM,
94,Quarter,2012 Q3,K03000001,,O,,EM,
92,Quarter,2012 Q4,K03000001,,O,,EM,
90,Quarter,2013 Q1,K03000001,,O,,EM,
91,Quarter,2013 Q2,K03000001,,O,,EM,
91,Quarter,2013 Q3,K03000001,,O,,EM,
91,Quarter,2013 Q4,K03000001,,O,,EM,
91,Quarter,2014 Q1,K03000001,,O,,EM,
91,Quarter,2014 Q2,K03000001,,O,,EM,
89,Quarter,2014 Q3,K03000001,,O,,EM,
88,Quarter,2014 Q4,K03000001,,O,,EM,
87,Quarter,2015 Q1,K03000001,,O,,EM,
84,Quarter,2015 Q2,K03000001,,O,,EM,
84,Quarter,2015 Q3,K03000001,,O,,EM,
84,Quarter,2015 Q4,K03000001,,O,,EM,
85,Quarter,2016 Q1,K03000001,,O,,EM,
85,Quarter,2016 Q2,K03000001,,O,,EM,
85,Quarter,2016 Q3,K03000001,,O,,EM,
84,Quarter,2016 Q4,K03000001,,O,,EM,
86,Quarter,2017 Q1,K03000001,,O,,EM,
86,Quarter,2017 Q2,K03000001,,O,,EM,
129,Quarter,1996 Q1,K03000001,,P,,EM,
129,Quarter,1996 Q2,K03000001,,P,,EM,
146,Quarter,1996 Q3,K03000001,,P,,EM,
146,Quarter,1996 Q4,K03000001,,P,,EM,
145,Quarter,1997 Q1,K03000001,,P,,EM,
148,Quarter,1997 Q2,K03000001,,P,,EM,
144,Quarter,1997 Q3,K03000001,,P,,EM,
147,Quarter,1997 Q4,K03000001,,P,,EM,
144,Quarter,1998 Q1,K03000001,,P,,EM,
134,Quarter,1998 Q2,K03000001,,P,,EM,
132,Quarter,1998 Q3,K03000001,,P,,EM,
153,Quarter,1998 Q4,K03000001,,P,,EM,
159,Quarter,1999 Q1,K03000001,,P,,EM,
162,Quarter,1999 Q2,K03000001,,P,,EM,
172,Quarter,1999 Q3,K03000001,,P,,EM,
173,Quarter,1999 Q4,K03000001,,P,,EM,
176,Quarter,2000 Q1,K03000001,,P,,EM,
175,Quarter,2000 Q2,K03000001,,P,,EM,
174,Quarter,2000 Q3,K03000001,,P,,EM,
149,Quarter,2000 Q4,K03000001,,P,,EM,
150,Quarter,2001 Q1,K03000001,,P,,EM,
152,Quarter,2001 Q2,K03000001,,P,,EM,
154,Quarter,2001 Q3,K03000001,,P,,EM,
156,Quarter,2001 Q4,K03000001,,P,,EM,
148,Quarter,2002 Q1,K03000001,,P,,EM,
151,Quarter,2002 Q2,K03000001,,P,,EM,
154,Quarter,2002 Q3,K03000001,,P,,EM,
154,Quarter,2002 Q4,K03000001,,P,,EM,
162,Quarter,2003 Q1,K03000001,,P,,EM,
164,Quarter,2003 Q2,K03000001,,P,,EM,
165,Quarter,2003 Q3,K03000001,,P,,EM,
169,Quarter,2003 Q4,K03000001,,P,,EM,
157,Quarter,2004 Q1,K03000001,,P,,EM,
158,Quarter,2004 Q2,K03000001,,P,,EM,
159,Quarter,2004 Q3,K03000001,,P,,EM,
163,Quarter,2004 Q4,K03000001,,P,,EM,
171,Quarter,2005 Q1,K03000001,,P,,EM,
174,Quarter,2005 Q2,K03000001,,P,,EM,
176,Quarter,2005 Q3,K03000001,,P,,EM,
177,Quarter,2005 Q4,K03000001,,P,,EM,
179,Quarter,2006 Q1,K03000001,,P,,EM,
180,Quarter,2006 Q2,K03000001,,P,,EM,
180,Quarter,2006 Q3,K03000001,,P,,EM,
181,Quarter,2006 Q4,K03000001,,P,,EM,
179,Quarter,2007 Q1,K03000001,,P,,EM,
179,Quarter,2007 Q2,K03000001,,P,,EM,
181,Quarter,2007 Q3,K03000001,,P,,EM,
179,Quarter,2007 Q4,K03000001,,P,,EM,
173,Quarter,2008 Q1,K03000001,,P,,EM,
171,Quarter,2008 Q2,K03000001,,P,,EM,
166,Quarter,2008 Q3,K03000001,,P,,EM,
169,Quarter,2008 Q4,K03000001,,P,,EM,
171,Quarter,2009 Q1,K03000001,,P,,EM,
175,Quarter,2009 Q2,K03000001,,P,,EM,
178,Quarter,2009 Q3,K03000001,,P,,EM,
179,Quarter,2009 Q4,K03000001,,P,,EM,
180,Quarter,2010 Q1,K03000001,,P,,EM,
183,Quarter,2010 Q2,K03000001,,P,,EM,
181,Quarter,2010 Q3,K03000001,,P,,EM,
185,Quarter,2010 Q4,K03000001,,P,,EM,
184,Quarter,2011 Q1,K03000001,,P,,EM,
188,Quarter,2011 Q2,K03000001,,P,,EM,
187,Quarter,2011 Q3,K03000001,,P,,EM,
188,Quarter,2011 Q4,K03000001,,P,,EM,
195,Quarter,2012 Q1,K03000001,,P,,EM,
197,Quarter,2012 Q2,K03000001,,P,,EM,
192,Quarter,2012 Q3,K03000001,,P,,EM,
194,Quarter,2012 Q4,K03000001,,P,,EM,
196,Quarter,2013 Q1,K03000001,,P,,EM,
200,Quarter,2013 Q2,K03000001,,P,,EM,
206,Quarter,2013 Q3,K03000001,,P,,EM,
204,Quarter,2013 Q4,K03000001,,P,,EM,
203,Quarter,2014 Q1,K03000001,,P,,EM,
204,Quarter,2014 Q2,K03000001,,P,,EM,
204,Quarter,2014 Q3,K03000001,,P,,EM,
205,Quarter,2014 Q4,K03000001,,P,,EM,
206,Quarter,2015 Q1,K03000001,,P,,EM,
204,Quarter,2015 Q2,K03000001,,P,,EM,
205,Quarter,2015 Q3,K03000001,,P,,EM,
208,Quarter,2015 Q4,K03000001,,P,,EM,
206,Quarter,2016 Q1,K03000001,,P,,EM,
203,Quarter,2016 Q2,K03000001,,P,,EM,
201,Quarter,2016 Q3,K03000001,,P,,EM,
201,Quarter,2016 Q4,K03000001,,P,,EM,
195,Quarter,2017 Q1,K03000001,,P,,EM,
205,Quarter,2017 Q2,K03000001,,P,,EM,
203,Quarter,1996 Q1,K03000001,,Q,,EM,
200,Quarter,1996 Q2,K03000001,,Q,,EM,
198,Quarter,1996 Q3,K03000001,,Q,,EM,
202,Quarter,1996 Q4,K03000001,,Q,,EM,
201,Quarter,1997 Q1,K03000001,,Q,,EM,
203,Quarter,1997 Q2,K03000001,,Q,,EM,
202,Quarter,1997 Q3,K03000001,,Q,,EM,
203,Quarter,1997 Q4,K03000001,,Q,,EM,
202,Quarter,1998 Q1,K03000001,,Q,,EM,
199,Quarter,1998 Q2,K03000001,,Q,,EM,
197,Quarter,1998 Q3,K03000001,,Q,,EM,
206,Quarter,1998 Q4,K03000001,,Q,,EM,
208,Quarter,1999 Q1,K03000001,,Q,,EM,
207,Quarter,1999 Q2,K03000001,,Q,,EM,
208,Quarter,1999 Q3,K03000001,,Q,,EM,
205,Quarter,1999 Q4,K03000001,,Q,,EM,
203,Quarter,2000 Q1,K03000001,,Q,,EM,
214,Quarter,2000 Q2,K03000001,,Q,,EM,
217,Quarter,2000 Q3,K03000001,,Q,,EM,
212,Quarter,2000 Q4,K03000001,,Q,,EM,
203,Quarter,2001 Q1,K03000001,,Q,,EM,
207,Quarter,2001 Q2,K03000001,,Q,,EM,
209,Quarter,2001 Q3,K03000001,,Q,,EM,
211,Quarter,2001 Q4,K03000001,,Q,,EM,
209,Quarter,2002 Q1,K03000001,,Q,,EM,
211,Quarter,2002 Q2,K03000001,,Q,,EM,
216,Quarter,2002 Q3,K03000001,,Q,,EM,
211,Quarter,2002 Q4,K03000001,,Q,,EM,
223,Quarter,2003 Q1,K03000001,,Q,,EM,
227,Quarter,2003 Q2,K03000001,,Q,,EM,
230,Quarter,2003 Q3,K03000001,,Q,,EM,
234,Quarter,2003 Q4,K03000001,,Q,,EM,
229,Quarter,2004 Q1,K03000001,,Q,,EM,
229,Quarter,2004 Q2,K03000001,,Q,,EM,
233,Quarter,2004 Q3,K03000001,,Q,,EM,
237,Quarter,2004 Q4,K03000001,,Q,,EM,
242,Quarter,2005 Q1,K03000001,,Q,,EM,
242,Quarter,2005 Q2,K03000001,,Q,,EM,
248,Quarter,2005 Q3,K03000001,,Q,,EM,
246,Quarter,2005 Q4,K03000001,,Q,,EM,
241,Quarter,2006 Q1,K03000001,,Q,,EM,
244,Quarter,2006 Q2,K03000001,,Q,,EM,
242,Quarter,2006 Q3,K03000001,,Q,,EM,
239,Quarter,2006 Q4,K03000001,,Q,,EM,
244,Quarter,2007 Q1,K03000001,,Q,,EM,
241,Quarter,2007 Q2,K03000001,,Q,,EM,
245,Quarter,2007 Q3,K03000001,,Q,,EM,
251,Quarter,2007 Q4,K03000001,,Q,,EM,
250,Quarter,2008 Q1,K03000001,,Q,,EM,
250,Quarter,2008 Q2,K03000001,,Q,,EM,
251,Quarter,2008 Q3,K03000001,,Q,,EM,
256,Quarter,2008 Q4,K03000001,,Q,,EM,
239,Quarter,2009 Q1,K03000001,,Q,,EM,
246,Quarter,2009 Q2,K03000001,,Q,,EM,
251,Quarter,2009 Q3,K03000001,,Q,,EM,
252,Quarter,2009 Q4,K03000001,,Q,,EM,
258,Quarter,2010 Q1,K03000001,,Q,,EM,
259,Quarter,2010 Q2,K03000001,,Q,,EM,
268,Quarter,2010 Q3,K03000001,,Q,,EM,
270,Quarter,2010 Q4,K03000001,,Q,,EM,
268,Quarter,2011 Q1,K03000001,,Q,,EM,
264,Quarter,2011 Q2,K03000001,,Q,,EM,
269,Quarter,2011 Q3,K03000001,,Q,,EM,
280,Quarter,2011 Q4,K03000001,,Q,,EM,
278,Quarter,2012 Q1,K03000001,,Q,,EM,
266,Quarter,2012 Q2,K03000001,,Q,,EM,
268,Quarter,2012 Q3,K03000001,,Q,,EM,
262,Quarter,2012 Q4,K03000001,,Q,,EM,
266,Quarter,2013 Q1,K03000001,,Q,,EM,
264,Quarter,2013 Q2,K03000001,,Q,,EM,
270,Quarter,2013 Q3,K03000001,,Q,,EM,
263,Quarter,2013 Q4,K03000001,,Q,,EM,
264,Quarter,2014 Q1,K03000001,,Q,,EM,
276,Quarter,2014 Q2,K03000001,,Q,,EM,
279,Quarter,2014 Q3,K03000001,,Q,,EM,
270,Quarter,2014 Q4,K03000001,,Q,,EM,
270,Quarter,2015 Q1,K03000001,,Q,,EM,
275,Quarter,2015 Q2,K03000001,,Q,,EM,
275,Quarter,2015 Q3,K03000001,,Q,,EM,
268,Quarter,2015 Q4,K03000001,,Q,,EM,
264,Quarter,2016 Q1,K03000001,,Q,,EM,
272,Quarter,2016 Q2,K03000001,,Q,,EM,
268,Quarter,2016 Q3,K03000001,,Q,,EM,
275,Quarter,2016 Q4,K03000001,,Q,,EM,
276,Quarter,2017 Q1,K03000001,,Q,,EM,
279,Quarter,2017 Q2,K03000001,,Q,,EM,
36,Quarter,1996 Q1,K03000001,,R,,EM,
38,Quarter,1996 Q2,K03000001,,R,,EM,
40,Quarter,1996 Q3,K03000001,,R,,EM,
41,Quarter,1996 Q4,K03000001,,R,,EM,
39,Quarter,1997 Q1,K03000001,,R,,EM,
42,Quarter,1997 Q2,K03000001,,R,,EM,
42,Quarter,1997 Q3,K03000001,,R,,EM,
41,Quarter,1997 Q4,K03000001,,R,,EM,
39,Quarter,1998 Q1,K03000001,,R,,EM,
39,Quarter,1998 Q2,K03000001,,R,,EM,
38,Quarter,1998 Q3,K03000001,,R,,EM,
36,Quarter,1998 Q4,K03000001,,R,,EM,
39,Quarter,1999 Q1,K03000001,,R,,EM,
40,Quarter,1999 Q2,K03000001,,R,,EM,
41,Quarter,1999 Q3,K03000001,,R,,EM,
40,Quarter,1999 Q4,K03000001,,R,,EM,
41,Quarter,2000 Q1,K03000001,,R,,EM,
42,Quarter,2000 Q2,K03000001,,R,,EM,
44,Quarter,2000 Q3,K03000001,,R,,EM,
46,Quarter,2000 Q4,K03000001,,R,,EM,
44,Quarter,2001 Q1,K03000001,,R,,EM,
46,Quarter,2001 Q2,K03000001,,R,,EM,
44,Quarter,2001 Q3,K03000001,,R,,EM,
42,Quarter,2001 Q4,K03000001,,R,,EM,
42,Quarter,2002 Q1,K03000001,,R,,EM,
44,Quarter,2002 Q2,K03000001,,R,,EM,
46,Quarter,2002 Q3,K03000001,,R,,EM,
49,Quarter,2002 Q4,K03000001,,R,,EM,
48,Quarter,2003 Q1,K03000001,,R,,EM,
50,Quarter,2003 Q2,K03000001,,R,,EM,
46,Quarter,2003 Q3,K03000001,,R,,EM,
46,Quarter,2003 Q4,K03000001,,R,,EM,
47,Quarter,2004 Q1,K03000001,,R,,EM,
45,Quarter,2004 Q2,K03000001,,R,,EM,
45,Quarter,2004 Q3,K03000001,,R,,EM,
48,Quarter,2004 Q4,K03000001,,R,,EM,
53,Quarter,2005 Q1,K03000001,,R,,EM,
53,Quarter,2005 Q2,K03000001,,R,,EM,
50,Quarter,2005 Q3,K03000001,,R,,EM,
53,Quarter,2005 Q4,K03000001,,R,,EM,
51,Quarter,2006 Q1,K03000001,,R,,EM,
48,Quarter,2006 Q2,K03000001,,R,,EM,
55,Quarter,2006 Q3,K03000001,,R,,EM,
53,Quarter,2006 Q4,K03000001,,R,,EM,
57,Quarter,2007 Q1,K03000001,,R,,EM,
60,Quarter,2007 Q2,K03000001,,R,,EM,
54,Quarter,2007 Q3,K03000001,,R,,EM,
56,Quarter,2007 Q4,K03000001,,R,,EM,
56,Quarter,2008 Q1,K03000001,,R,,EM,
57,Quarter,2008 Q2,K03000001,,R,,EM,
60,Quarter,2008 Q3,K03000001,,R,,EM,
61,Quarter,2008 Q4,K03000001,,R,,EM,
60,Quarter,2009 Q1,K03000001,,R,,EM,
64,Quarter,2009 Q2,K03000001,,R,,EM,
60,Quarter,2009 Q3,K03000001,,R,,EM,
58,Quarter,2009 Q4,K03000001,,R,,EM,
58,Quarter,2010 Q1,K03000001,,R,,EM,
52,Quarter,2010 Q2,K03000001,,R,,EM,
51,Quarter,2010 Q3,K03000001,,R,,EM,
59,Quarter,2010 Q4,K03000001,,R,,EM,
60,Quarter,2011 Q1,K03000001,,R,,EM,
61,Quarter,2011 Q2,K03000001,,R,,EM,
61,Quarter,2011 Q3,K03000001,,R,,EM,
54,Quarter,2011 Q4,K03000001,,R,,EM,
57,Quarter,2012 Q1,K03000001,,R,,EM,
54,Quarter,2012 Q2,K03000001,,R,,EM,
50,Quarter,2012 Q3,K03000001,,R,,EM,
48,Quarter,2012 Q4,K03000001,,R,,EM,
53,Quarter,2013 Q1,K03000001,,R,,EM,
50,Quarter,2013 Q2,K03000001,,R,,EM,
54,Quarter,2013 Q3,K03000001,,R,,EM,
52,Quarter,2013 Q4,K03000001,,R,,EM,
52,Quarter,2014 Q1,K03000001,,R,,EM,
54,Quarter,2014 Q2,K03000001,,R,,EM,
61,Quarter,2014 Q3,K03000001,,R,,EM,
54,Quarter,2014 Q4,K03000001,,R,,EM,
55,Quarter,2015 Q1,K03000001,,R,,EM,
58,Quarter,2015 Q2,K03000001,,R,,EM,
56,Quarter,2015 Q3,K03000001,,R,,EM,
53,Quarter,2015 Q4,K03000001,,R,,EM,
52,Quarter,2016 Q1,K03000001,,R,,EM,
50,Quarter,2016 Q2,K03000001,,R,,EM,
55,Quarter,2016 Q3,K03000001,,R,,EM,
54,Quarter,2016 Q4,K03000001,,R,,EM,
56,Quarter,2017 Q1,K03000001,,R,,EM,
59,Quarter,2017 Q2,K03000001,,R,,EM,
46,Quarter,1996 Q1,K03000001,,S,,EM,
47,Quarter,1996 Q2,K03000001,,S,,EM,
47,Quarter,1996 Q3,K03000001,,S,,EM,
47,Quarter,1996 Q4,K03000001,,S,,EM,
46,Quarter,1997 Q1,K03000001,,S,,EM,
49,Quarter,1997 Q2,K03000001,,S,,EM,
47,Quarter,1997 Q3,K03000001,,S,,EM,
48,Quarter,1997 Q4,K03000001,,S,,EM,
47,Quarter,1998 Q1,K03000001,,S,,EM,
47,Quarter,1998 Q2,K03000001,,S,,EM,
46,Quarter,1998 Q3,K03000001,,S,,EM,
47,Quarter,1998 Q4,K03000001,,S,,EM,
47,Quarter,1999 Q1,K03000001,,S,,EM,
48,Quarter,1999 Q2,K03000001,,S,,EM,
49,Quarter,1999 Q3,K03000001,,S,,EM,
52,Quarter,1999 Q4,K03000001,,S,,EM,
48,Quarter,2000 Q1,K03000001,,S,,EM,
48,Quarter,2000 Q2,K03000001,,S,,EM,
47,Quarter,2000 Q3,K03000001,,S,,EM,
48,Quarter,2000 Q4,K03000001,,S,,EM,
49,Quarter,2001 Q1,K03000001,,S,,EM,
50,Quarter,2001 Q2,K03000001,,S,,EM,
52,Quarter,2001 Q3,K03000001,,S,,EM,
52,Quarter,2001 Q4,K03000001,,S,,EM,
52,Quarter,2002 Q1,K03000001,,S,,EM,
53,Quarter,2002 Q2,K03000001,,S,,EM,
51,Quarter,2002 Q3,K03000001,,S,,EM,
54,Quarter,2002 Q4,K03000001,,S,,EM,
51,Quarter,2003 Q1,K03000001,,S,,EM,
51,Quarter,2003 Q2,K03000001,,S,,EM,
53,Quarter,2003 Q3,K03000001,,S,,EM,
52,Quarter,2003 Q4,K03000001,,S,,EM,
52,Quarter,2004 Q1,K03000001,,S,,EM,
52,Quarter,2004 Q2,K03000001,,S,,EM,
52,Quarter,2004 Q3,K03000001,,S,,EM,
52,Quarter,2004 Q4,K03000001,,S,,EM,
56,Quarter,2005 Q1,K03000001,,S,,EM,
55,Quarter,2005 Q2,K03000001,,S,,EM,
55,Quarter,2005 Q3,K03000001,,S,,EM,
57,Quarter,2005 Q4,K03000001,,S,,EM,
