V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Provision_codelist,Provision,Size of Company_codelist,Size of Company
202.0,,2.9,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Defined contribution,,"1,000 employees or more"
332.0,,2.2,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Defined contribution,,"1,000 employees or more"
270.0,,2.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Defined contribution,,"1,000 employees or more"
208.0,,2.9,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Defined contribution,,"1,000 employees or more"
99.0,,4.3,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Defined contribution,,"1,000 employees or more"
175.0,,3.3,Year,2016,K02000001,,,7% and over,,Employee,,All,,Defined contribution,,"1,000 employees or more"
82.0,,4.9,Year,2016,K02000001,,,Zero,,Employee,,All,,Group personal pension,,"1,000 employees or more"
462.0,,1.9,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Group personal pension,,"1,000 employees or more"
115.0,,4.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Group personal pension,,"1,000 employees or more"
111.0,,4.1,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Group personal pension,,"1,000 employees or more"
116.0,,4.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Group personal pension,,"1,000 employees or more"
118.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Group personal pension,,"1,000 employees or more"
51.0,,6.2,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Group personal pension,,"1,000 employees or more"
118.0,,4.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Group personal pension,,"1,000 employees or more"
14.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
205.0,,2.7,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
42.0,,6.5,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
40.0,,6.5,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
41.0,,6.4,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
40.0,,6.7,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
20.0,,9.4,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
34.0,,7.2,Year,2016,K02000001,,,7% and over,,Employee,,All,,Group stakeholder pension,,"1,000 employees or more"
7.0,,16.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
13.0,,11.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
,x,32.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
6.0,,19.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
,x,22.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
,x,28.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
,x,35.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
,x,21.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Group self-invested personal pension,,"1,000 employees or more"
607.0,,1.7,Year,2016,K02000001,,,Zero,,Employee,,Male,,All,,All employees
2663.0,,0.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,All,,All employees
619.0,,1.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,All,,All employees
667.0,,1.7,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,All,,All employees
716.0,,1.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,All,,All employees
1000.0,,1.3,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,All,,All employees
648.0,,1.7,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,All,,All employees
1822.0,,0.9,Year,2016,K02000001,,,7% and over,,Employee,,Male,,All,,All employees
184.0,,2.9,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined benefit,,All employees
166.0,,3.3,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined benefit,,All employees
43.0,,6.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined benefit,,All employees
66.0,,5.4,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined benefit,,All employees
175.0,,3.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined benefit,,All employees
592.0,,1.7,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined benefit,,All employees
445.0,,2.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined benefit,,All employees
1363.0,,1.1,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined benefit,,All employees
166.0,,3.3,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined contribution,,All employees
1307.0,,1.1,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined contribution,,All employees
197.0,,3.1,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined contribution,,All employees
264.0,,2.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined contribution,,All employees
246.0,,2.7,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined contribution,,All employees
177.0,,3.3,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined contribution,,All employees
92.0,,4.6,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined contribution,,All employees
173.0,,3.4,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined contribution,,All employees
171.0,,3.5,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group personal pension,,All employees
800.0,,1.5,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group personal pension,,All employees
277.0,,2.6,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group personal pension,,All employees
245.0,,2.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group personal pension,,All employees
216.0,,3.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group personal pension,,All employees
170.0,,3.4,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group personal pension,,All employees
78.0,,5.2,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group personal pension,,All employees
201.0,,3.2,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group personal pension,,All employees
51.0,,6.3,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group stakeholder pension,,All employees
258.0,,2.6,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group stakeholder pension,,All employees
82.0,,4.9,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group stakeholder pension,,All employees
70.0,,5.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group stakeholder pension,,All employees
64.0,,5.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group stakeholder pension,,All employees
47.0,,6.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group stakeholder pension,,All employees
26.0,,8.7,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group stakeholder pension,,All employees
54.0,,6.1,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group stakeholder pension,,All employees
18.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group self-invested personal pension,,All employees
32.0,,7.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group self-invested personal pension,,All employees
8.0,,16.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group self-invested personal pension,,All employees
12.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group self-invested personal pension,,All employees
8.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group self-invested personal pension,,All employees
7.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group self-invested personal pension,,All employees
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group self-invested personal pension,,All employees
12.0,,13.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group self-invested personal pension,,All employees
47.0,,6.7,Year,2016,K02000001,,,Zero,,Employee,,Male,,All,,1 to 12 employees
68.0,,5.4,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,All,,1 to 12 employees
17.0,,11.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,All,,1 to 12 employees
14.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,All,,1 to 12 employees
14.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,All,,1 to 12 employees
8.0,,15.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,All,,1 to 12 employees
7.0,,17.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,All,,1 to 12 employees
15.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,All,,1 to 12 employees
,x,24.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,22.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,54.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,38.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,48.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,40.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,33.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined benefit,,1 to 12 employees
,x,34.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined benefit,,1 to 12 employees
16.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined contribution,,1 to 12 employees
43.0,,6.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined contribution,,1 to 12 employees
,x,29.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined contribution,,1 to 12 employees
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined contribution,,1 to 12 employees
5.0,,20.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined contribution,,1 to 12 employees
,x,34.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined contribution,,1 to 12 employees
,x,27.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined contribution,,1 to 12 employees
,x,26.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined contribution,,1 to 12 employees
14.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group personal pension,,1 to 12 employees
12.0,,13.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group personal pension,,1 to 12 employees
8.0,,16.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group personal pension,,1 to 12 employees
,x,22.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group personal pension,,1 to 12 employees
6.0,,19.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group personal pension,,1 to 12 employees
,x,27.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group personal pension,,1 to 12 employees
,x,43.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group personal pension,,1 to 12 employees
5.0,,20.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group personal pension,,1 to 12 employees
7.0,,17.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
5.0,,20.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
5.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
,x,26.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
,x,35.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
,x,41.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
,x,32.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group stakeholder pension,,1 to 12 employees
,x,24.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,77.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,61.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,75.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,60.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group self-invested personal pension,,1 to 12 employees
128.0,,4.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,All,,13 to 99 employees
588.0,,1.8,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,All,,13 to 99 employees
141.0,,3.8,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,All,,13 to 99 employees
116.0,,4.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,All,,13 to 99 employees
81.0,,5.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,All,,13 to 99 employees
63.0,,5.7,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,All,,13 to 99 employees
32.0,,8.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,All,,13 to 99 employees
102.0,,4.6,Year,2016,K02000001,,,7% and over,,Employee,,Male,,All,,13 to 99 employees
10.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined benefit,,13 to 99 employees
38.0,,7.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined benefit,,13 to 99 employees
7.0,,17.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined benefit,,13 to 99 employees
6.0,,18.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined benefit,,13 to 99 employees
6.0,,19.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined benefit,,13 to 99 employees
11.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined benefit,,13 to 99 employees
7.0,,18.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined benefit,,13 to 99 employees
33.0,,8.2,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined benefit,,13 to 99 employees
27.0,,8.7,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined contribution,,13 to 99 employees
259.0,,2.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined contribution,,13 to 99 employees
21.0,,9.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined contribution,,13 to 99 employees
21.0,,9.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined contribution,,13 to 99 employees
16.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined contribution,,13 to 99 employees
10.0,,15.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined contribution,,13 to 99 employees
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined contribution,,13 to 99 employees
17.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined contribution,,13 to 99 employees
56.0,,6.2,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group personal pension,,13 to 99 employees
204.0,,3.1,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group personal pension,,13 to 99 employees
82.0,,5.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group personal pension,,13 to 99 employees
64.0,,5.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group personal pension,,13 to 99 employees
41.0,,7.1,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group personal pension,,13 to 99 employees
33.0,,8.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group personal pension,,13 to 99 employees
13.0,,13.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group personal pension,,13 to 99 employees
38.0,,7.5,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group personal pension,,13 to 99 employees
23.0,,9.5,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
48.0,,6.3,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
25.0,,8.9,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
20.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
14.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
6.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
5.0,,20.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
9.0,,15.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group stakeholder pension,,13 to 99 employees
6.0,,20.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
7.0,,17.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,26.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,28.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,36.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,37.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,61.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,26.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group self-invested personal pension,,13 to 99 employees
90.0,,4.8,Year,2016,K02000001,,,Zero,,Employee,,Male,,All,,100 to 499 employees
599.0,,1.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,All,,100 to 499 employees
159.0,,3.5,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,All,,100 to 499 employees
154.0,,3.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,All,,100 to 499 employees
131.0,,4.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,All,,100 to 499 employees
119.0,,4.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,All,,100 to 499 employees
82.0,,5.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,All,,100 to 499 employees
257.0,,2.9,Year,2016,K02000001,,,7% and over,,Employee,,Male,,All,,100 to 499 employees
10.0,,14.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined benefit,,100 to 499 employees
29.0,,8.2,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined benefit,,100 to 499 employees
5.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined benefit,,100 to 499 employees
10.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined benefit,,100 to 499 employees
11.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined benefit,,100 to 499 employees
46.0,,6.3,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined benefit,,100 to 499 employees
46.0,,6.6,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined benefit,,100 to 499 employees
148.0,,3.9,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined benefit,,100 to 499 employees
21.0,,10.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined contribution,,100 to 499 employees
239.0,,2.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined contribution,,100 to 499 employees
38.0,,7.1,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined contribution,,100 to 499 employees
37.0,,7.4,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined contribution,,100 to 499 employees
28.0,,8.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined contribution,,100 to 499 employees
20.0,,9.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined contribution,,100 to 499 employees
10.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined contribution,,100 to 499 employees
24.0,,9.6,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined contribution,,100 to 499 employees
45.0,,6.7,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group personal pension,,100 to 499 employees
234.0,,2.8,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group personal pension,,100 to 499 employees
89.0,,4.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group personal pension,,100 to 499 employees
80.0,,5.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group personal pension,,100 to 499 employees
70.0,,5.4,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group personal pension,,100 to 499 employees
38.0,,7.3,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group personal pension,,100 to 499 employees
20.0,,10.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group personal pension,,100 to 499 employees
60.0,,5.9,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group personal pension,,100 to 499 employees
10.0,,14.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
61.0,,5.5,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
20.0,,10.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
21.0,,9.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
17.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
10.0,,14.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
17.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group stakeholder pension,,100 to 499 employees
,x,30.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
10.0,,14.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,29.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,25.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,29.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,29.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,60.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,25.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group self-invested personal pension,,100 to 499 employees
29.0,,8.4,Year,2016,K02000001,,,Zero,,Employee,,Male,,All,,500 to 999 employees
215.0,,2.9,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,All,,500 to 999 employees
62.0,,5.6,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,All,,500 to 999 employees
64.0,,5.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,All,,500 to 999 employees
60.0,,5.8,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,All,,500 to 999 employees
84.0,,4.8,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,All,,500 to 999 employees
65.0,,5.5,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,All,,500 to 999 employees
125.0,,4.1,Year,2016,K02000001,,,7% and over,,Employee,,Male,,All,,500 to 999 employees
,x,24.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined benefit,,500 to 999 employees
10.0,,14.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined benefit,,500 to 999 employees
6.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined benefit,,500 to 999 employees
,x,23.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined benefit,,500 to 999 employees
8.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined benefit,,500 to 999 employees
37.0,,7.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined benefit,,500 to 999 employees
42.0,,6.8,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined benefit,,500 to 999 employees
80.0,,5.2,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined benefit,,500 to 999 employees
9.0,,16.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined contribution,,500 to 999 employees
85.0,,4.6,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined contribution,,500 to 999 employees
19.0,,10.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined contribution,,500 to 999 employees
24.0,,9.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined contribution,,500 to 999 employees
18.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined contribution,,500 to 999 employees
16.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined contribution,,500 to 999 employees
9.0,,15.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined contribution,,500 to 999 employees
18.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined contribution,,500 to 999 employees
11.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group personal pension,,500 to 999 employees
83.0,,4.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group personal pension,,500 to 999 employees
29.0,,8.3,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group personal pension,,500 to 999 employees
29.0,,8.3,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group personal pension,,500 to 999 employees
26.0,,8.9,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group personal pension,,500 to 999 employees
23.0,,9.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group personal pension,,500 to 999 employees
10.0,,15.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group personal pension,,500 to 999 employees
19.0,,10.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group personal pension,,500 to 999 employees
,x,25.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
