V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Industry_codelist,Industry,Provision_codelist,Provision
7.0,,16.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Real estate activities,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Real estate activities,,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Real estate activities,,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Real estate activities,,Group stakeholder pension
,x,32.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Real estate activities,,Group stakeholder pension
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Real estate activities,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Real estate activities,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,x,53.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,x,48.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,x,48.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Real estate activities,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,7% and over,,Employee,,All,,Real estate activities,,Group self-invested personal pension
108.0,,4.3,Year,2016,K02000001,,,Zero,,Employee,,All,,"Professional, scientific and technical activities",,Total
308.0,,2.5,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Professional, scientific and technical activities",,Total
125.0,,4.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Professional, scientific and technical activities",,Total
112.0,,4.2,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Professional, scientific and technical activities",,Total
119.0,,4.1,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Professional, scientific and technical activities",,Total
106.0,,4.4,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Professional, scientific and technical activities",,Total
45.0,,6.7,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Professional, scientific and technical activities",,Total
119.0,,4.2,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Professional, scientific and technical activities",,Total
7.0,,17.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
14.0,,12.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
7.0,,17.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
8.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
9.0,,15.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
31.0,,8.1,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
10.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
20.0,,10.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Professional, scientific and technical activities",,Defined benefit
26.0,,8.7,Year,2016,K02000001,,,Zero,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
108.0,,4.1,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
30.0,,8.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
29.0,,8.3,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
29.0,,8.4,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
23.0,,9.4,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
7.0,,17.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
30.0,,8.4,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Professional, scientific and technical activities",,Defined contribution
51.0,,6.3,Year,2016,K02000001,,,Zero,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
147.0,,3.6,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
70.0,,5.3,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
59.0,,5.9,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
68.0,,5.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
42.0,,7.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
23.0,,9.4,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
57.0,,6.1,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Professional, scientific and technical activities",,Group personal pension
12.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
27.0,,8.5,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
14.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
11.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
10.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
8.0,,16.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
7.0,,17.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Professional, scientific and technical activities",,Group stakeholder pension
9.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,22.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,24.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,34.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,36.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,52.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Professional, scientific and technical activities",,Group self-invested personal pension
38.0,,6.9,Year,2016,K02000001,,,Zero,,Employee,,All,,Administrative and support service activities,,Total
575.0,,1.6,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Administrative and support service activities,,Total
47.0,,6.3,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Administrative and support service activities,,Total
45.0,,6.5,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Administrative and support service activities,,Total
38.0,,7.1,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Administrative and support service activities,,Total
46.0,,6.3,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Administrative and support service activities,,Total
26.0,,8.5,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Administrative and support service activities,,Total
40.0,,6.9,Year,2016,K02000001,,,7% and over,,Employee,,All,,Administrative and support service activities,,Total
,x,25.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Administrative and support service activities,,Defined benefit
47.0,,5.9,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Administrative and support service activities,,Defined benefit
,x,22.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Administrative and support service activities,,Defined benefit
5.0,,19.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Administrative and support service activities,,Defined benefit
7.0,,17.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Administrative and support service activities,,Defined benefit
15.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Administrative and support service activities,,Defined benefit
11.0,,13.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Administrative and support service activities,,Defined benefit
13.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Administrative and support service activities,,Defined benefit
12.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Administrative and support service activities,,Defined contribution
349.0,,2.1,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Administrative and support service activities,,Defined contribution
12.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Administrative and support service activities,,Defined contribution
12.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Administrative and support service activities,,Defined contribution
10.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Administrative and support service activities,,Defined contribution
11.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Administrative and support service activities,,Defined contribution
7.0,,17.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Administrative and support service activities,,Defined contribution
11.0,,14.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Administrative and support service activities,,Defined contribution
15.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Administrative and support service activities,,Group personal pension
119.0,,3.8,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Administrative and support service activities,,Group personal pension
25.0,,8.9,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Administrative and support service activities,,Group personal pension
19.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Administrative and support service activities,,Group personal pension
16.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Administrative and support service activities,,Group personal pension
12.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Administrative and support service activities,,Group personal pension
,x,24.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Administrative and support service activities,,Group personal pension
10.0,,14.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Administrative and support service activities,,Group personal pension
4.0,,20.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
29.0,,7.5,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
5.0,,19.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
7.0,,16.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
5.0,,19.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
6.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
5.0,,18.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Administrative and support service activities,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,28.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,44.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Administrative and support service activities,,Group self-invested personal pension
8.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Public administration and defence; compulsory social security,,Total
22.0,,8.5,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Public administration and defence; compulsory social security,,Total
,x,21.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Public administration and defence; compulsory social security,,Total
31.0,,6.8,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Public administration and defence; compulsory social security,,Total
127.0,,3.3,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Public administration and defence; compulsory social security,,Total
408.0,,2.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Public administration and defence; compulsory social security,,Total
170.0,,3.3,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Public administration and defence; compulsory social security,,Total
396.0,,2.2,Year,2016,K02000001,,,7% and over,,Employee,,All,,Public administration and defence; compulsory social security,,Total
,x,32.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
19.0,,9.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
,x,25.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
28.0,,7.2,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
113.0,,3.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
360.0,,2.1,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
166.0,,3.3,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
387.0,,2.2,Year,2016,K02000001,,,7% and over,,Employee,,All,,Public administration and defence; compulsory social security,,Defined benefit
,x,29.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,47.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,76.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,61.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,63.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,25.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,32.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,38.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Public administration and defence; compulsory social security,,Defined contribution
,x,52.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
,x,32.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
,x,77.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
,x,26.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
13.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
45.0,,6.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
,x,48.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
6.0,,17.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Public administration and defence; compulsory social security,,Group personal pension
,x,23.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,62.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,75.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,x,,Year,2016,K02000001,,,7% and over,,Employee,,All,,Public administration and defence; compulsory social security,,Group stakeholder pension
,:,,Year,2016,K02000001,,,Zero,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
,:,,Year,2016,K02000001,,,7% and over,,Employee,,All,,Public administration and defence; compulsory social security,,Group self-invested personal pension
29.0,,8.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Education,,Total
81.0,,4.7,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Education,,Total
35.0,,7.2,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Education,,Total
35.0,,7.1,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Education,,Total
43.0,,6.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Education,,Total
952.0,,1.2,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Education,,Total
502.0,,1.9,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Education,,Total
1378.0,,1.1,Year,2016,K02000001,,,7% and over,,Employee,,All,,Education,,Total
12.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Education,,Defined benefit
8.0,,15.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Education,,Defined benefit
9.0,,14.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Education,,Defined benefit
8.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Education,,Defined benefit
17.0,,9.6,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Education,,Defined benefit
911.0,,1.2,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Education,,Defined benefit
481.0,,1.9,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Education,,Defined benefit
1300.0,,1.1,Year,2016,K02000001,,,7% and over,,Employee,,All,,Education,,Defined benefit
,x,21.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Education,,Defined contribution
39.0,,6.8,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Education,,Defined contribution
11.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Education,,Defined contribution
8.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Education,,Defined contribution
9.0,,15.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Education,,Defined contribution
15.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Education,,Defined contribution
11.0,,13.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Education,,Defined contribution
20.0,,10.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Education,,Defined contribution
9.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Education,,Group personal pension
25.0,,8.6,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Education,,Group personal pension
11.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Education,,Group personal pension
15.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Education,,Group personal pension
12.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Education,,Group personal pension
16.0,,10.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Education,,Group personal pension
7.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Education,,Group personal pension
35.0,,7.6,Year,2016,K02000001,,,7% and over,,Employee,,All,,Education,,Group personal pension
,x,27.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Education,,Group stakeholder pension
5.0,,20.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Education,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Education,,Group stakeholder pension
,x,22.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Education,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Education,,Group stakeholder pension
,x,23.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Education,,Group stakeholder pension
,x,48.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Education,,Group stakeholder pension
9.0,,15.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Education,,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Education,,Group self-invested personal pension
,x,61.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Education,,Group self-invested personal pension
,x,61.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Education,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Education,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Education,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Education,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Education,,Group self-invested personal pension
,x,62.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Education,,Group self-invested personal pension
62.0,,5.4,Year,2016,K02000001,,,Zero,,Employee,,All,,Human health and social work activities,,Total
555.0,,1.7,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Human health and social work activities,,Total
59.0,,5.6,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Human health and social work activities,,Total
51.0,,6.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Human health and social work activities,,Total
79.0,,4.7,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Human health and social work activities,,Total
500.0,,1.7,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Human health and social work activities,,Total
49.0,,6.1,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Human health and social work activities,,Total
1462.0,,1.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Human health and social work activities,,Total
13.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Human health and social work activities,,Defined benefit
30.0,,7.6,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Human health and social work activities,,Defined benefit
5.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Human health and social work activities,,Defined benefit
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Human health and social work activities,,Defined benefit
33.0,,7.1,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Human health and social work activities,,Defined benefit
460.0,,1.8,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Human health and social work activities,,Defined benefit
36.0,,7.1,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Human health and social work activities,,Defined benefit
1404.0,,1.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Human health and social work activities,,Defined benefit
11.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Human health and social work activities,,Defined contribution
339.0,,2.1,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Human health and social work activities,,Defined contribution
17.0,,11.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Human health and social work activities,,Defined contribution
16.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Human health and social work activities,,Defined contribution
17.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Human health and social work activities,,Defined contribution
15.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Human health and social work activities,,Defined contribution
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Human health and social work activities,,Defined contribution
20.0,,9.7,Year,2016,K02000001,,,7% and over,,Employee,,All,,Human health and social work activities,,Defined contribution
25.0,,8.7,Year,2016,K02000001,,,Zero,,Employee,,All,,Human health and social work activities,,Group personal pension
127.0,,3.6,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Human health and social work activities,,Group personal pension
28.0,,8.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Human health and social work activities,,Group personal pension
24.0,,8.7,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Human health and social work activities,,Group personal pension
21.0,,9.4,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Human health and social work activities,,Group personal pension
13.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Human health and social work activities,,Group personal pension
7.0,,17.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Human health and social work activities,,Group personal pension
16.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Human health and social work activities,,Group personal pension
9.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
27.0,,8.1,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
8.0,,15.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
5.0,,19.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
7.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
6.0,,17.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
,x,32.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
7.0,,17.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Human health and social work activities,,Group stakeholder pension
,x,53.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Human health and social work activities,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Human health and social work activities,,Group self-invested personal pension
,x,53.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Human health and social work activities,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Human health and social work activities,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Human health and social work activities,,Group self-invested personal pension
