V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Highest qualification_codelist,Highest qualification,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
1.500566255,1.50071659,581,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Domestic violence,,45-54,,Male
7.784146006,3.734285954,1244,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,380,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,45-54,,Male
7.198279518,6.07408211,628,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Domestic violence,,45-54,,Male
9.116658357,9.092218402,94,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,611,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Domestic violence,,55-64,,Male
0.578648872,0.578105168,1083,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,496,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,414,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Domestic violence,,55-64,,Male
2.051779565,2.051743207,574,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,899,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,290,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,151,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,355,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Domestic violence,,75+,,Male
0,0,510,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Domestic violence,,75+,,Male
0,0,766,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,75+,,Male
0,0,150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Domestic violence,,75+,,Male
0,0,117,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Domestic violence,,75+,,Male
7.872166204,2.902700434,832,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,16-24,,All adults
8.830898674,3.650584884,705,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,16-24,,All adults
13.69050541,7.288667724,244,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16-24,,All adults
4.123131535,2.161744288,726,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,16-24,,All adults
0,0,69,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,16-24,,All adults
3.804972466,0.992560544,6091,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,16+,,All adults
3.762768872,0.692537624,14072,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,16+,,All adults
2.981754951,0.830982351,7262,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16+,,All adults
3.156644292,0.855102737,6413,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,16+,,All adults
7.484235966,7.083961027,1467,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,16+,,All adults
6.607575269,3.139742129,943,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,25-34,,All adults
2.688451489,0.910786759,2736,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,25-34,,All adults
5.571454542,3.442836247,540,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,25-34,,All adults
1.340349641,1.03392512,873,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,25-34,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,25-34,,All adults
1.912267782,1.547826797,919,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,35-44,,All adults
5.066716898,2.193412685,3134,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,35-44,,All adults
5.173611205,3.712476189,550,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,35-44,,All adults
4.586366222,2.228177081,972,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,35-44,,All adults
0,0,217,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,35-44,,All adults
2.530994944,2.531626985,1054,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,45-54,,All adults
3.828746057,1.315736794,2682,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,45-54,,All adults
4.853145662,3.428299786,762,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,45-54,,All adults
5.060187927,2.706427647,1496,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,45-54,,All adults
50.74925264,50.41862384,192,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,45-54,,All adults
0.618016197,0.617844418,998,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,55-64,,All adults
2.908267132,1.685142077,2160,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,55-64,,All adults
0.541707231,0.542141835,1122,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,55-64,,All adults
2.349586516,1.410600492,1150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,55-64,,All adults
0,0,212,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,55-64,,All adults
0,0,852,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,65-74,,All adults
1.606833762,0.807799403,1700,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,65-74,,All adults
1.427139331,1.216927659,1897,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,65-74,,All adults
0,0,821,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,65-74,,All adults
0,0,300,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,65-74,,All adults
1.082198051,1.082625119,493,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,75+,,All adults
0.830226981,0.831220019,955,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,75+,,All adults
0.536790162,0.407751795,2147,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,75+,,All adults
0,0,375,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,75+,,All adults
2.672496292,2.671526362,277,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,75+,,All adults
6.23745082,3.212227474,431,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,16-24,,Female
12.52725472,6.297811361,387,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,16-24,,Female
0,0,104,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16-24,,Female
0.927199216,0.924158153,393,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,16-24,,Female
0,0,39,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,16-24,,Female
2.347803181,0.981650638,2629,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,16+,,Female
4.874874749,1.162185757,7495,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,16+,,Female
1.53111833,0.867530069,4190,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16+,,Female
1.37447687,0.53932531,3825,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,16+,,Female
0,0,775,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,16+,,Female
1.299769079,0.923958362,486,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,25-34,,Female
3.372257162,1.35790209,1577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,25-34,,Female
7.635841733,6.649819262,300,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,25-34,,Female
1.797677719,1.797706158,543,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,25-34,,Female
0,0,129,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,25-34,,Female
0,0,436,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,35-44,,Female
8.683345957,4.039846224,1770,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,35-44,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,35-44,,Female
3.594915386,2.689877949,529,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,35-44,,Female
0,0,97,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,35-44,,Female
0,0,473,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,45-54,,Female
3.063965474,1.514502408,1438,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,45-54,,Female
6.580491911,6.549737438,382,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,45-54,,Female
0.739174769,0.739304522,868,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,45-54,,Female
0,0,98,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,45-54,,Female
1.606130839,1.60716968,387,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,55-64,,Female
1.795392301,1.282194105,1077,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,55-64,,Female
0,0,626,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,55-64,,Female
2.000502444,1.426054505,736,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,55-64,,Female
0,0,103,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,55-64,,Female
0,0,278,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,65-74,,Female
1.742386902,1.240293234,801,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,65-74,,Female
0.387931581,0.388251498,1112,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,65-74,,Female
0,0,531,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,65-74,,Female
0,0,149,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,65-74,,Female
3.44861912,3.453906452,138,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,75+,,Female
1.777585595,1.779529359,445,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,75+,,Female
0.571068532,0.571040187,1381,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,75+,,Female
0,0,225,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,75+,,Female
0,0,160,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,75+,,Female
9.463177695,4.778985731,401,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,16-24,,Male
4.984811275,3.514546972,318,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,16-24,,Male
21.69999885,11.53807293,140,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16-24,,Male
7.242185208,4.176320522,333,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,16-24,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,16-24,,Male
4.90066265,1.574530062,3462,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,16+,,Male
2.642856511,0.753696251,6577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,16+,,Male
4.792374609,1.522428857,3072,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16+,,Male
5.461956202,1.831737217,2588,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,16+,,Male
15.21332334,14.38527464,692,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,16+,,Male
10.91758334,5.6566862,457,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,25-34,,Male
1.967603648,1.207392741,1159,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,25-34,,Male
3.850402934,3.000641735,240,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,25-34,,Male
0.815246825,0.816459627,330,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,25-34,,Male
0,0,71,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,25-34,,Male
3.385324311,2.740078001,483,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,35-44,,Male
0.977282804,0.976866584,1364,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,35-44,,Male
10.12372946,7.251438853,265,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,35-44,,Male
5.666148133,3.612501234,443,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,35-44,,Male
0,0,120,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,35-44,,Male
4.574576916,4.571735984,581,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,45-54,,Male
4.595747027,2.174674894,1244,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,45-54,,Male
3.180698083,2.274544797,380,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,45-54,,Male
10.80055595,6.201349192,628,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,45-54,,Male
100.31241,99.00597124,94,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,45-54,,Male
0,0,611,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,55-64,,Male
3.929006098,3.009057496,1083,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,55-64,,Male
1.206169997,1.207547119,496,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,55-64,,Male
2.945170235,2.941137798,414,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,55-64,,Male
0,0,574,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,65-74,,Male
1.492682774,1.057799404,899,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,65-74,,Male
2.964158344,2.957983987,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,65-74,,Male
0,0,290,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,65-74,,Male
0,0,151,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,65-74,,Male
0,0,355,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Mugging,,75+,,Male
0,0,510,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Mugging,,75+,,Male
0.471635391,0.471358605,766,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,75+,,Male
0,0,150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Mugging,,75+,,Male
6.434559884,6.426023323,117,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Mugging,,75+,,Male
18.85537445,5.46465228,832,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,16-24,,All adults
43.31379498,10.64426219,705,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,16-24,,All adults
14.43116185,8.226275708,244,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16-24,,All adults
25.24500381,7.11815477,726,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,16-24,,All adults
35.77690929,20.60113307,69,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,16-24,,All adults
13.45535052,1.861092147,6091,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,16+,,All adults
18.49891678,1.560414036,14072,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,16+,,All adults
7.089699317,1.247634619,7262,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16+,,All adults
11.5510301,1.921093511,6413,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,16+,,All adults
11.05231136,3.156689082,1467,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,16+,,All adults
10.65461934,3.819962951,943,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,25-34,,All adults
21.39201311,3.171005597,2736,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,25-34,,All adults
18.05799838,8.078581615,540,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,25-34,,All adults
12.5805569,4.06997839,873,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,25-34,,All adults
4.259790685,3.102877239,200,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,25-34,,All adults
14.26604629,4.924629851,919,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,35-44,,All adults
17.52976197,2.723927017,3134,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,35-44,,All adults
6.00766278,3.373196443,550,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,35-44,,All adults
9.047303198,3.330382124,972,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,35-44,,All adults
12.43503156,6.80906878,217,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,35-44,,All adults
16.94276,4.148855918,1054,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,45-54,,All adults
14.92594395,3.225390737,2682,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,45-54,,All adults
4.823424719,2.204051719,762,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,45-54,,All adults
6.952681347,2.720718328,1496,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,45-54,,All adults
13.30336214,10.53925678,192,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,45-54,,All adults
9.675706153,3.378300349,998,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,55-64,,All adults
13.61609403,3.611774612,2160,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,55-64,,All adults
5.707143421,2.382146846,1122,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,55-64,,All adults
8.745003158,3.449461363,1150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,55-64,,All adults
12.70939263,7.84271788,212,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,55-64,,All adults
8.966948987,3.784700843,852,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,65-74,,All adults
11.02229508,3.226498593,1700,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,65-74,,All adults
4.99019722,1.881220119,1897,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,65-74,,All adults
3.260707246,1.941281634,821,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,65-74,,All adults
1.65555359,1.65708734,300,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,65-74,,All adults
3.549095327,2.553301419,493,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,75+,,All adults
8.936520892,3.181766659,955,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,75+,,All adults
5.200115379,1.821371552,2147,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,75+,,All adults
8.496280684,5.754176665,375,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,75+,,All adults
8.469986432,8.454159535,277,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,75+,,All adults
22.74767319,8.555669206,431,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,16-24,,Female
35.22215069,11.69043714,387,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,16-24,,Female
4.803612625,4.812046819,104,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16-24,,Female
25.81157459,9.868189393,393,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,16-24,,Female
41.91986077,29.44400096,39,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,16-24,,Female
13.37624543,3.01757164,2629,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,16+,,Female
17.90412653,1.938013199,7495,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,16+,,Female
6.230254728,1.454161506,4190,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16+,,Female
10.19747907,2.190317291,3825,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,16+,,Female
9.203361526,3.535060183,775,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,16+,,Female
4.530229721,2.792558155,486,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,25-34,,Female
18.68696995,3.93075228,1577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,25-34,,Female
18.79618722,12.24101126,300,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,25-34,,Female
12.03525475,4.841016329,543,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,25-34,,Female
7.682772715,5.596589769,129,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,25-34,,Female
15.18446245,8.069502964,436,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,35-44,,Female
23.48022684,4.368421498,1770,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,35-44,,Female
6.472724848,4.924367177,285,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,35-44,,Female
8.00310772,3.989364275,529,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,35-44,,Female
10.40715487,7.61061782,97,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,35-44,,Female
9.892459809,4.625366182,473,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,45-54,,Female
14.6467975,3.469317168,1438,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,45-54,,Female
7.049604312,4.012346161,382,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,45-54,,Female
7.578452589,3.93345683,868,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,45-54,,Female
0,0,98,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,45-54,,Female
12.52309295,6.96099982,387,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,55-64,,Female
10.76248238,3.76448688,1077,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,55-64,,Female
2.935638543,1.756919564,626,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,55-64,,Female
2.216355569,1.336822777,736,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,55-64,,Female
15.28711061,12.05697388,103,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,55-64,,Female
6.951582534,5.512732168,278,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,65-74,,Female
8.473007626,3.376943744,801,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,65-74,,Female
3.265871546,1.748693632,1112,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,65-74,,Female
3.989902236,2.802586954,531,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,65-74,,Female
3.307450451,3.309732676,149,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,65-74,,Female
6.806027475,6.793608353,138,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,75+,,Female
6.400955743,3.537544102,445,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,75+,,Female
6.823998817,2.549257656,1381,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,75+,,Female
11.91291702,8.987189548,225,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Other personal theft,,75+,,Female
0,0,160,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Other personal theft,,75+,,Female
15.06713578,6.805391082,401,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Other personal theft,,16-24,,Male
51.73321421,18.10834634,318,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Other personal theft,,16-24,,Male
