V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
7.372694706,1.683018035,2418,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,16-24,,All adults
2.678510613,2.677393901,324,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,16-24,,All adults
3.566858865,2.545729352,170,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,16-24,,All adults
15.31028069,7.402929087,276,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,16-24,,All adults
4.424783316,3.144237394,329,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,16-24,,All adults
2.377161028,2.37961474,229,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,16-24,,All adults
7.030667601,6.611305549,170,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,16-24,,All adults
10.31989915,6.035171455,295,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,16-24,,All adults
6.701713657,5.539358714,262,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,16-24,,All adults
5.400166259,2.115367251,3227,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,16+,,All adults
4.311275118,1.599909519,4091,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,16+,,All adults
3.693099498,0.526015739,32742,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,16+,,All adults
4.493850994,1.115678716,4139,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,16+,,All adults
1.432142431,0.870650884,2059,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,16+,,All adults
2.9573142,1.105223651,4278,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,16+,,All adults
2.785582686,1.057841683,4683,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,16+,,All adults
0.95969593,0.530174229,3769,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,16+,,All adults
2.864728092,1.338075634,2678,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,16+,,All adults
6.926178427,3.17550972,3232,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,16+,,All adults
3.210591229,1.292147477,3264,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,16+,,All adults
5.224433131,3.301043863,493,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,25-34,,All adults
3.595520764,2.265311364,627,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,25-34,,All adults
3.017029859,0.806368621,4958,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,25-34,,All adults
4.095809895,1.918451794,841,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,25-34,,All adults
3.770522056,2.181092618,306,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,25-34,,All adults
2.636224067,2.633310939,616,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,25-34,,All adults
2.635633529,2.629022679,657,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,25-34,,All adults
2.637709967,2.612701419,481,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,25-34,,All adults
9.750878247,6.052319354,351,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,25-34,,All adults
0.621137557,0.623546563,488,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,25-34,,All adults
1.469728349,1.471236479,449,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,25-34,,All adults
8.706982701,8.707126252,487,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,35-44,,All adults
12.71077908,8.131981491,718,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,35-44,,All adults
4.485837192,1.366479311,5449,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,35-44,,All adults
7.562449695,3.008573928,928,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,35-44,,All adults
0,0,292,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,35-44,,All adults
0,0,655,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,35-44,,All adults
1.478244854,1.473615119,794,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,35-44,,All adults
0,0,556,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,35-44,,All adults
0,0,367,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,35-44,,All adults
3.96391172,2.61366231,506,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,35-44,,All adults
2.023938894,2.023486441,513,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,35-44,,All adults
5.282090276,3.122920341,591,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,45-54,,All adults
0.929143245,0.932786947,696,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,45-54,,All adults
5.640082341,2.028040487,5752,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,45-54,,All adults
5.615658114,3.576720287,725,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,45-54,,All adults
0,0,326,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,45-54,,All adults
3.440809741,2.853706985,781,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,45-54,,All adults
7.031143826,3.802132367,875,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,45-54,,All adults
1.110196166,1.108257767,685,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,45-54,,All adults
3.468470838,3.464605587,444,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,45-54,,All adults
24.74761183,18.85466268,520,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,45-54,,All adults
0.914522271,0.912273809,553,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,45-54,,All adults
1.86352238,1.863423117,499,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,55-64,,All adults
1.752680014,1.257145887,643,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,55-64,,All adults
1.930377535,0.773649569,5181,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,55-64,,All adults
2.816377509,2.066690719,550,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,55-64,,All adults
0,0,323,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,55-64,,All adults
0,0,742,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,55-64,,All adults
0,0,757,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,55-64,,All adults
0,0,633,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,55-64,,All adults
0,0,483,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,55-64,,All adults
3.297790976,2.399471905,489,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,55-64,,All adults
8.534976216,6.269017546,545,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,55-64,,All adults
0,0,530,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,65-74,,All adults
1.673255795,1.208267331,665,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,65-74,,All adults
1.035069751,0.509839018,5108,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,65-74,,All adults
4.734647555,4.720656479,420,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,65-74,,All adults
2.36037578,2.37139272,366,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,65-74,,All adults
0.877386429,0.877694901,704,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,65-74,,All adults
0,0,684,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,65-74,,All adults
0,0,684,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,65-74,,All adults
0,0,484,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,65-74,,All adults
1.280812628,1.285990517,524,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,65-74,,All adults
0,0,531,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,65-74,,All adults
0,0,351,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,75+,,All adults
0,0,485,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,75+,,All adults
0.806056292,0.374170864,3876,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,75+,,All adults
0,0,351,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,75+,,All adults
0,0,276,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,75+,,All adults
0,0,504,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,75+,,All adults
2.359910569,1.671989813,587,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,75+,,All adults
0.746268297,0.742624396,501,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,75+,,All adults
0,0,379,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,75+,,All adults
0,0,410,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,75+,,All adults
3.014229547,2.177602038,411,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,75+,,All adults
12.24237838,9.076921071,145,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,16-24,,Female
8.749127619,8.749640612,136,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,16-24,,Female
6.09039233,2.154711312,1267,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,16-24,,Female
0,0,173,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,16-24,,Female
6.683275373,4.779826585,97,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,16-24,,Female
15.78293109,11.26813777,142,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,16-24,,Female
4.506799088,4.528752,162,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,16-24,,Female
0,0,124,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,16-24,,Female
0,0,96,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,16-24,,Female
8.217769141,8.189159135,148,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,16-24,,Female
2.792582995,2.775477612,140,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,16-24,,Female
6.565387654,2.920992734,1769,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,16+,,Female
5.061099302,2.77628576,2250,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,16+,,Female
3.00751104,0.556175787,17487,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,16+,,Female
4.11279789,1.448992056,2152,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,16+,,Female
2.274615243,1.573802525,1144,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,16+,,Female
2.73415297,1.472019004,2260,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,16+,,Female
1.840985871,0.892468439,2437,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,16+,,Female
0,0,1992,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,16+,,Female
0.60624222,0.605857527,1496,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,16+,,Female
2.521593733,1.483021614,1694,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,16+,,Female
2.038847812,0.942579182,1789,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,16+,,Female
6.255313852,5.057476083,291,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,25-34,,Female
3.538685837,2.836412078,374,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,25-34,,Female
2.988572323,1.054178902,2840,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,25-34,,Female
4.596457059,2.753247401,464,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,25-34,,Female
4.475480858,3.175217875,190,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,25-34,,Female
5.21761777,5.202228962,347,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,25-34,,Female
0,0,343,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,25-34,,Female
0,0,282,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,25-34,,Female
4.410068927,4.413085797,204,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,25-34,,Female
0,0,263,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,25-34,,Female
2.589456221,2.591094501,286,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,25-34,,Female
16.71618567,16.66314155,265,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,35-44,,Female
17.0785935,15.29498827,383,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,35-44,,Female
5.741736039,2.419994157,2925,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,35-44,,Female
9.135872409,4.281760951,501,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,35-44,,Female
0,0,157,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,35-44,,Female
0,0,347,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,35-44,,Female
0,0,408,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,35-44,,Female
0,0,287,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,35-44,,Female
0,0,203,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,35-44,,Female
2.121068642,2.123689981,279,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,35-44,,Female
3.689804801,3.685074516,298,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,35-44,,Female
5.270156908,3.706093138,314,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,45-54,,Female
0,0,383,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,45-54,,Female
2.403068647,1.075722849,3018,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,45-54,,Female
6.767528354,5.595271646,377,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,45-54,,Female
0,0,166,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,45-54,,Female
1.392811321,1.39366954,389,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,45-54,,Female
4.041614771,3.103923816,481,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,45-54,,Female
0,0,360,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,45-54,,Female
0,0,246,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,45-54,,Female
0,0,258,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,45-54,,Female
0,0,290,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,45-54,,Female
3.323986012,3.313466297,279,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,55-64,,Female
1.905473148,1.904702423,352,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,55-64,,Female
1.465398961,0.669935093,2677,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,55-64,,Female
0,0,243,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,55-64,,Female
0,0,181,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,55-64,,Female
0,0,379,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,55-64,,Female
0,0,395,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,55-64,,Female
0,0,330,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,55-64,,Female
0,0,267,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,55-64,,Female
6.923775209,5.038810183,250,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,55-64,,Female
3.075866813,3.069750553,268,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,55-64,,Female
0,0,289,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,65-74,,Female
3.287252288,2.373414357,346,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,65-74,,Female
0.663925337,0.392694524,2620,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,65-74,,Female
0,0,203,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,65-74,,Female
4.795123193,4.832034299,183,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,65-74,,Female
0,0,375,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,65-74,,Female
0,0,352,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,65-74,,Female
0,0,339,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,65-74,,Female
0,0,264,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,65-74,,Female
0,0,273,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,65-74,,Female
0,0,260,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,65-74,,Female
0,0,186,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,75+,,Female
0,0,276,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,75+,,Female
0.947227097,0.555416881,2140,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,75+,,Female
0,0,191,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,75+,,Female
0,0,170,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,75+,,Female
0,0,281,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,75+,,Female
4.707641464,3.325196552,296,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,75+,,Female
0,0,270,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,75+,,Female
0,0,216,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,75+,,Female
0,0,223,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,75+,,Female
2.003838233,2.010814242,247,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,75+,,Female
15.1384532,9.084347312,131,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,16-24,,Male
6.825946956,6.829624667,121,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,16-24,,Male
8.590419059,2.558720704,1151,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,16-24,,Male
5.601657506,5.594963742,151,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,16-24,,Male
0,0,73,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,16-24,,Male
14.91512334,9.795741066,134,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,16-24,,Male
4.353130051,4.352266827,167,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,16-24,,Male
4.889696234,4.902537772,105,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,16-24,,Male
14.95310735,13.361789,74,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,16-24,,Male
12.15035854,8.792687137,147,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,16-24,,Male
10.17832025,10.10070368,122,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,16-24,,Male
4.118470849,1.917390285,1458,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,16+,,Male
3.497746575,1.451056411,1841,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,16+,,Male
4.405629472,0.88355462,15255,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,16+,,Male
4.870628432,1.701019861,1987,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,16+,,Male
0.457185567,0.457351569,915,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,16+,,Male
3.186146658,1.655275914,2018,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,16+,,Male
3.71367164,1.922664689,2246,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,16+,,Male
1.998557614,1.103539427,1777,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,16+,,Male
5.377615065,2.728256467,1182,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,16+,,Male
11.23435141,6.122109222,1538,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,16+,,Male
4.5067065,2.527452635,1475,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,16+,,Male
4.162219276,4.182810668,202,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,25-34,,Male
3.657009523,3.650597688,253,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,25-34,,Male
3.04563268,1.226936909,2118,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,25-34,,Male
3.635758673,2.68816158,377,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,25-34,,Male
2.946688796,2.956149569,116,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,25-34,,Male
0,0,269,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,25-34,,Male
4.899787227,4.89188198,314,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,25-34,,Male
5.634770206,5.622154851,199,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,25-34,,Male
14.88687603,11.03808928,147,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,25-34,,Male
1.187503627,1.195143861,225,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,25-34,,Male
0,0,163,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,25-34,,Male
0,0,222,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,35-44,,Male
8.278712646,5.131882999,335,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,35-44,,Male
3.207385087,1.235768283,2524,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,35-44,,Male
5.929207954,4.222468684,427,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,35-44,,Male
0,0,135,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,35-44,,Male
0,0,308,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,35-44,,Male
2.827647916,2.811858481,386,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,35-44,,Male
0,0,269,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,35-44,,Male
0,0,164,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,35-44,,Male
5.999054431,4.949354919,227,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,35-44,,Male
0,0,215,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,35-44,,Male
5.29474582,5.307460933,277,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,45-54,,Male
1.964079622,1.962526485,313,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,45-54,,Male
8.983494498,3.965705084,2734,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,45-54,,Male
4.449306984,4.439003018,348,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,45-54,,Male
0,0,160,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,45-54,,Male
5.269854344,5.239326217,392,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,45-54,,Male
10.45291219,7.257444921,394,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,45-54,,Male
2.286317712,2.275381844,325,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,45-54,,Male
6.909114081,6.864860222,198,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,45-54,,Male
47.72427237,36.20805594,262,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,45-54,,Male
1.844721597,1.85199515,263,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,45-54,,Male
0,0,220,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,55-64,,Male
1.576974059,1.578985012,291,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,55-64,,Male
2.40700024,1.408106226,2504,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,55-64,,Male
5.13650701,3.767120933,307,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,55-64,,Male
0,0,142,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,55-64,,Male
0,0,363,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,55-64,,Male
0,0,362,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,55-64,,Male
0,0,303,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,55-64,,Male
0,0,216,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,55-64,,Male
0,0,239,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,55-64,,Male
13.57800174,11.71748661,277,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,55-64,,Male
0,0,241,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,65-74,,Male
0,0,319,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,65-74,,Male
1.430147125,0.964904842,2488,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,65-74,,Male
9.201209085,9.145277958,217,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,65-74,,Male
0,0,183,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,65-74,,Male
2.004736672,2.005307175,329,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,65-74,,Male
0,0,332,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,65-74,,Male
0,0,345,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,65-74,,Male
0,0,220,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,65-74,,Male
2.621165928,2.614207694,251,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,65-74,,Male
0,0,271,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,65-74,,Male
0,0,165,Quarter,2017 Q1,E12000004,,,Incidence rate,,Mugging,,75+,,Male
0,0,209,Quarter,2017 Q1,E12000006,,,Incidence rate,,Mugging,,75+,,Male
0.621999321,0.46603366,1736,Quarter,2017 Q1,E92000001,,,Incidence rate,,Mugging,,75+,,Male
0,0,160,Quarter,2017 Q1,E12000007,,,Incidence rate,,Mugging,,75+,,Male
0,0,106,Quarter,2017 Q1,E12000001,,,Incidence rate,,Mugging,,75+,,Male
0,0,223,Quarter,2017 Q1,E12000002,,,Incidence rate,,Mugging,,75+,,Male
0,0,291,Quarter,2017 Q1,E12000008,,,Incidence rate,,Mugging,,75+,,Male
1.758165551,1.751307187,231,Quarter,2017 Q1,E12000009,,,Incidence rate,,Mugging,,75+,,Male
0,0,163,Quarter,2017 Q1,W92000004,,,Incidence rate,,Mugging,,75+,,Male
0,0,187,Quarter,2017 Q1,E12000005,,,Incidence rate,,Mugging,,75+,,Male
4.787757321,4.796168844,164,Quarter,2017 Q1,E12000003,,,Incidence rate,,Mugging,,75+,,Male
39.4537033,17.6935592,276,Quarter,2017 Q1,E12000004,,,Incidence rate,,Other personal theft,,16-24,,All adults
32.90293591,11.20760548,257,Quarter,2017 Q1,E12000006,,,Incidence rate,,Other personal theft,,16-24,,All adults
