V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Marital status_codelist,Marital status,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
10.7121236,3.991227109,1513,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Common assault with no injury,,35-44,,Male
19.08763358,6.759650632,752,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Common assault with no injury,,35-44,,Male
18.50425224,12.87843529,58,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Common assault with no injury,,35-44,,Male
21.64205972,8.090200444,598,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Common assault with no injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Common assault with no injury,,35-44,,Male
17.11157947,7.958112175,362,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Common assault with no injury,,45-54,,Male
8.173578047,4.861228976,264,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Common assault with no injury,,45-54,,Male
23.90606555,5.337959192,1912,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Common assault with no injury,,45-54,,Male
25.41883909,6.288639136,1550,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Common assault with no injury,,45-54,,Male
14.70712147,7.104396005,1009,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Common assault with no injury,,45-54,,Male
0,0,122,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Common assault with no injury,,45-54,,Male
20.60481028,11.47491571,608,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Common assault with no injury,,45-54,,Male
0,0,15,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Common assault with no injury,,45-54,,Male
6.451889034,6.430847123,178,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Common assault with no injury,,55-64,,Male
10.86770748,5.672753315,384,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Common assault with no injury,,55-64,,Male
10.13347387,4.622062519,1718,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Common assault with no injury,,55-64,,Male
10.56450797,5.107480332,1540,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Common assault with no injury,,55-64,,Male
11.4775435,5.892150199,990,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Common assault with no injury,,55-64,,Male
15.14038947,11.57706317,104,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Common assault with no injury,,55-64,,Male
14.29358098,13.16871133,393,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Common assault with no injury,,55-64,,Male
10.06652243,10.04371882,101,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Common assault with no injury,,65-74,,Male
16.78420264,7.990820286,332,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Common assault with no injury,,65-74,,Male
6.765508365,3.069799032,1759,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Common assault with no injury,,65-74,,Male
6.570965469,3.196275225,1658,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Common assault with no injury,,65-74,,Male
8.009047817,3.19441603,943,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Common assault with no injury,,65-74,,Male
16.71295751,16.56412786,76,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Common assault with no injury,,65-74,,Male
2.664296084,2.663600295,282,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Common assault with no injury,,65-74,,Male
0,0,253,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Common assault with no injury,,65-74,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Common assault with no injury,,75+,,Male
0,0,123,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Common assault with no injury,,75+,,Male
1.139708144,1.139762394,1047,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Common assault with no injury,,75+,,Male
1.175553062,1.175611449,1017,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Common assault with no injury,,75+,,Male
5.032951228,2.523911969,850,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Common assault with no injury,,75+,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Common assault with no injury,,75+,,Male
0,0,136,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Common assault with no injury,,75+,,Male
7.516424266,3.760658858,561,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Common assault with no injury,,75+,,Male
3.432904467,3.426900943,355,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,16-24,,All adults
2.83933822,2.835324916,420,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,16-24,,All adults
0,0,65,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,16-24,,All adults
11.19474651,3.751530617,2166,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,16-24,,All adults
10.68970565,3.723237642,2154,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,16-24,,All adults
2.393278352,0.824783835,3738,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,16+,,All adults
8.748711286,2.872224768,3221,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,16+,,All adults
2.593019274,0.588356162,19594,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,16+,,All adults
2.642798486,0.707909127,15856,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,16+,,All adults
9.769802849,1.588049679,15708,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,16+,,All adults
24.44616349,7.796753515,1074,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,16+,,All adults
10.51545554,2.248813861,8005,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,16+,,All adults
2.948182647,1.470390112,3408,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,16+,,All adults
2.879690359,1.475357498,1336,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,25-34,,All adults
74.55690949,61.89468763,67,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,25-34,,All adults
2.514364026,1.207497942,3129,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,25-34,,All adults
2.242383553,1.796712823,1793,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,25-34,,All adults
14.78454797,3.444352329,2166,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,25-34,,All adults
16.97969439,16.94785776,110,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,25-34,,All adults
12.83019029,3.283461576,1984,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,25-34,,All adults
1.37709674,1.377603265,791,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,35-44,,All adults
18.39782039,16.68292698,320,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,35-44,,All adults
1.667076194,0.939267566,3909,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,35-44,,All adults
1.739339205,1.122038857,3118,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,35-44,,All adults
13.17743681,4.25716551,1879,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,35-44,,All adults
48.36056229,24.60203739,230,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,35-44,,All adults
6.419103332,2.487116029,1311,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,35-44,,All adults
0,0,18,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,35-44,,All adults
0,0,675,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,45-54,,All adults
11.76873347,5.097985203,752,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,45-54,,All adults
6.132812979,2.222228305,3820,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,45-54,,All adults
7.363702814,2.666526669,3145,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,45-54,,All adults
18.16730003,7.137016877,2350,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,45-54,,All adults
23.25627935,11.51000448,320,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,45-54,,All adults
18.40440667,12.84298596,1191,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,45-54,,All adults
49.19139422,34.97657998,87,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,45-54,,All adults
2.83624762,2.83793056,355,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,55-64,,All adults
2.787516857,2.050694,949,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,55-64,,All adults
1.339624977,0.952094885,3415,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,55-64,,All adults
1.171602788,1.00992709,3060,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,55-64,,All adults
3.141147827,1.842161593,2231,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,55-64,,All adults
20.57431996,16.82165125,222,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,692,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,368,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,55-64,,All adults
10.96727958,7.741851093,172,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,65-74,,All adults
0.666558201,0.666336829,813,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,65-74,,All adults
1.65222469,0.995631214,3209,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,65-74,,All adults
1.143829941,0.96025006,3037,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,65-74,,All adults
2.067181288,1.503617237,2362,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,140,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,65-74,,All adults
2.142475291,2.143893209,452,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,65-74,,All adults
3.48293904,3.481808083,957,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,54,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,315,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,1692,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,1638,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,2554,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,46,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,221,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,1972,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,230,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,16-24,,Female
0,0,275,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,16-24,,Female
0,0,45,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,16-24,,Female
16.71853753,7.117114928,1088,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,16-24,,Female
15.62656817,7.049524582,1082,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,16-24,,Female
2.127734481,1.080673329,1928,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,16+,,Female
9.840278233,3.532193555,2012,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,16+,,Female
3.174129119,1.003980265,9756,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,16+,,Female
3.431995209,1.224136346,7828,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,16+,,Female
14.29964444,2.675214216,9163,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,16+,,Female
37.5103775,12.13477395,659,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,16+,,Female
17.29653824,4.446144069,4028,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,16+,,Female
3.886112084,1.936901024,2464,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,16+,,Female
3.240437663,2.285384404,734,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,25-34,,Female
94.40556546,78.25389798,57,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,25-34,,Female
3.755687852,2.169497952,1797,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,25-34,,Female
4.100563797,3.286040418,1063,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,25-34,,Female
27.80678446,7.154931544,1243,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,25-34,,Female
25.77776498,25.6375397,86,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,25-34,,Female
24.09797149,6.982876659,1096,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,25-34,,Female
0,0,379,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,35-44,,Female
0,0,228,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,35-44,,Female
2.097890316,1.683144107,1984,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,35-44,,Female
2.573495578,2.064181142,1605,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,35-44,,Female
15.18881149,5.796801182,1127,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,35-44,,Female
59.86012463,31.51921482,172,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,35-44,,Female
8.138125305,3.761372946,713,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,35-44,,Female
0,0,14,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,35-44,,Female
0,0,313,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,45-54,,Female
14.56552715,7.037855083,488,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,45-54,,Female
6.07198642,3.584300757,1908,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,45-54,,Female
7.154091533,4.221877395,1595,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,45-54,,Female
29.19271752,12.24181217,1341,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,45-54,,Female
35.68638689,17.64745219,198,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,45-54,,Female
34.71257789,26.04478081,583,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,45-54,,Female
62.77222958,44.44452685,72,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,45-54,,Female
6.10115852,6.106611634,177,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,55-64,,Female
4.569965235,3.364229846,565,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,55-64,,Female
2.435362921,1.93738078,1697,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,55-64,,Female
2.042400507,2.042672825,1520,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,55-64,,Female
5.45826498,3.199369167,1241,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,55-64,,Female
37.21981733,30.28480586,118,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,299,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,259,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,55-64,,Female
12.16197408,12.121552,71,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,65-74,,Female
1.07571376,1.076172518,481,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,65-74,,Female
2.884458752,2.02143741,1450,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,65-74,,Female
2.42332439,2.034618241,1379,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,65-74,,Female
3.278560398,2.384318833,1419,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,65-74,,Female
5.150557153,5.157008621,170,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,65-74,,Female
4.579987432,4.577225986,704,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,75+,,Female
0,0,192,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,75+,,Female
0,0,645,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,75+,,Female
0,0,621,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,75+,,Female
0,0,1704,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,75+,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,75+,,Female
0,0,85,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,75+,,Female
0,0,1411,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,75+,,Female
9.108432322,9.06628007,125,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,16-24,,Male
7.794655494,7.764428878,145,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,16-24,,Male
0,0,20,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,16-24,,Male
6.344810986,3.236385833,1078,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,16-24,,Male
6.359330559,3.243785856,1072,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,16-24,,Male
2.64270479,1.234647067,1810,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,16+,,Male
6.822208756,4.914276301,1209,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,16+,,Male
2.03751865,0.640171178,9838,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,16+,,Male
1.885076038,0.738385357,8028,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,16+,,Male
4.318830174,1.357238135,6545,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,16+,,Male
1.177681134,1.17566799,415,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,16+,,Male
4.582854998,1.61962513,3977,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,16+,,Male
0,0,944,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,16+,,Male
2.530796819,1.8775302,602,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,10,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,25-34,,Male
1.151746765,0.857058685,1332,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,730,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,25-34,,Male
3.562894153,1.687649705,923,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,24,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,25-34,,Male
3.672186658,1.739533111,888,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,25-34,,Male
2.499795407,2.500344168,412,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,35-44,,Male
59.50653267,53.9101453,92,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,35-44,,Male
1.261701629,0.902952821,1925,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,35-44,,Male
0.926013894,0.925889351,1513,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,35-44,,Male
10.55357657,6.243776767,752,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,35-44,,Male
8.071149003,7.961120767,58,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,35-44,,Male
4.675768638,3.241453046,598,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,35-44,,Male
0,0,362,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,45-54,,Male
6.693774,6.620443332,264,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,45-54,,Male
6.189992412,2.690808745,1912,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,45-54,,Male
7.568177107,3.289520248,1550,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,45-54,,Male
3.408440181,2.19327819,1009,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,122,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,45-54,,Male
2.69676001,2.153741272,608,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,15,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,178,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,384,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,55-64,,Male
0.309203703,0.309085748,1718,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,55-64,,Male
0.345404781,0.34525116,1540,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,990,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,104,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,393,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Domestic violence,,55-64,,Male
10.06652243,10.04371882,101,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,332,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Domestic violence,,65-74,,Male
0.560245608,0.560561531,1759,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,1658,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,943,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,76,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Domestic violence,,65-74,,Male
