V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Employment status_codelist,Employment status,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
68.09847883,37.8426796,124,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,16-24,,All adults
11.53101661,11.64791319,46,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,16-24,,All adults
51.26783354,14.16319318,626,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,16-24,,All adults
35.64876578,7.35026863,1575,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,16-24,,All adults
65.31993199,31.97400183,178,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,16-24,,All adults
13.8124432,1.851675651,14222,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,16+,,All adults
28.87544316,6.500766231,1577,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,16+,,All adults
23.11457276,5.560853691,1530,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,16+,,All adults
6.201839043,3.149985964,430,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,16+,,All adults
3.932705367,0.883049947,9914,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,16+,,All adults
46.44562043,12.64642438,771,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,16+,,All adults
23.37966452,1.838184524,20450,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,16+,,All adults
42.28895702,14.07548977,696,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,16+,,All adults
27.61659587,8.245132774,839,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,25-34,,All adults
47.81338867,31.29655307,145,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,25-34,,All adults
29.82453093,11.09183454,518,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,25-34,,All adults
11.64931706,8.338000419,82,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,25-34,,All adults
9.986359963,7.117863337,92,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,25-34,,All adults
23.74515371,3.622377373,4314,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,25-34,,All adults
30.66725338,16.79759393,149,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,25-34,,All adults
17.21628584,5.205430858,804,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,35-44,,All adults
40.7994505,15.59686513,272,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,35-44,,All adults
9.493740509,4.475210111,437,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,35-44,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,35-44,,All adults
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,35-44,,All adults
20.65828983,3.206464185,4876,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,35-44,,All adults
33.99646383,18.19841496,124,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,35-44,,All adults
24.8515997,7.112050377,912,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,45-54,,All adults
31.34009297,11.46152243,474,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,45-54,,All adults
30.22471892,13.77534295,256,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,45-54,,All adults
0,0,108,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,45-54,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,45-54,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,45-54,,All adults
26.38152114,3.958058714,5141,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,45-54,,All adults
19.30749088,19.2097739,137,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,45-54,,All adults
5.166998846,1.908021935,2043,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,55-64,,All adults
12.63448015,5.767208297,534,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,55-64,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,55-64,,All adults
6.822581133,6.816524296,110,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,55-64,,All adults
3.03660518,2.207550674,1247,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,55-64,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,55-64,,All adults
16.19941169,3.593132849,3511,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,55-64,,All adults
0,0,101,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,55-64,,All adults
6.331082481,1.734776962,4687,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,65-74,,All adults
0,0,84,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,65-74,,All adults
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,65-74,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,65-74,,All adults
6.503632284,1.781932568,4564,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,65-74,,All adults
5.077522001,2.526963523,887,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,65-74,,All adults
1.616333595,0.599710636,4106,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,75+,,All adults
20.32038457,20.3148617,33,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,75+,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,75+,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,75+,,All adults
1.478830721,0.587307088,4036,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,75+,,All adults
0,0,146,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,75+,,All adults
23.60112207,12.60828896,440,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,16-24,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,16-24,,Female
44.87207547,30.13950878,119,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,16-24,,Female
21.02071686,14.97346478,283,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,16-24,,Female
15.40051095,4.555939359,831,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,16-24,,Female
39.09036062,20.21381255,88,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,16-24,,Female
10.3378243,1.909197726,8341,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,16+,,Female
26.65369169,8.941975703,850,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,16+,,Female
22.93359733,5.633096173,1419,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,16+,,Female
2.74754897,2.753999194,219,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,16+,,Female
2.815711049,0.98999174,5489,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,16+,,Female
19.57768495,13.34748266,364,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,16+,,Female
17.44796033,2.160251217,10252,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,16+,,Female
26.88613251,9.477140083,360,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,16+,,Female
35.15185115,10.96898799,676,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,25-34,,Female
86.40560572,56.47506286,88,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,25-34,,Female
31.51504489,11.7166361,498,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,25-34,,Female
11.01944072,11.08699421,43,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,25-34,,Female
14.31088285,14.34116203,45,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,25-34,,Female
15.68008161,4.178805621,2269,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,25-34,,Female
31.28173715,16.18067,96,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,25-34,,Female
15.59376086,6.010145283,592,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,35-44,,Female
47.3311123,28.25203429,131,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,35-44,,Female
10.29060296,4.849847909,405,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,35-44,,Female
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,35-44,,Female
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,35-44,,Female
17.52718401,3.709393932,2467,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,35-44,,Female
32.7319864,24.56071594,65,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,35-44,,Female
22.46846674,8.833982022,597,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,45-54,,Female
17.53619195,13.31685324,270,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,45-54,,Female
34.14529914,15.53394382,226,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,45-54,,Female
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,45-54,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,45-54,,Female
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,45-54,,Female
21.80095018,5.640918676,2602,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,45-54,,Female
0,0,61,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,45-54,,Female
5.206938946,2.605438293,1206,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,55-64,,Female
12.31989143,7.138639214,273,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,55-64,,Female
0,0,126,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,55-64,,Female
0,0,53,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,55-64,,Female
4.549431137,3.585494685,751,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,55-64,,Female
17.1928046,4.606694201,1685,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,55-64,,Female
0,0,48,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,55-64,,Female
4.166242481,1.831861603,2529,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,65-74,,Female
0,0,46,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,65-74,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,65-74,,Female
4.299666438,1.890419056,2453,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,65-74,,Female
6.091650848,3.862269128,346,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,65-74,,Female
0.991383876,0.58563477,2301,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,75+,,Female
29.75940192,29.73417474,22,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,75+,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,75+,,Female
0.723545656,0.524231854,2245,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,75+,,Female
0,0,52,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,75+,,Female
77.86298066,21.22427126,391,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,16-24,,Male
169.0793736,161.8513328,15,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,16-24,,Male
16.60824963,16.84925377,28,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,16-24,,Male
75.54691458,22.55531431,343,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,16-24,,Male
55.20815148,13.78747636,744,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,16-24,,Male
89.53602519,58.40380426,90,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,16-24,,Male
18.74366851,3.562576946,5881,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,16+,,Male
31.36359225,9.459462696,727,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,16+,,Male
25.09905058,24.9277811,111,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,16+,,Male
9.399513577,5.495278007,211,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,16+,,Male
5.369066776,1.585079428,4425,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,16+,,Male
68.09957342,20.17391815,407,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,16+,,Male
28.59791473,2.853607634,10198,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,16+,,Male
56.48444532,25.52671734,336,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,16+,,Male
5.78697446,4.141346518,163,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,25-34,,Male
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,25-34,,Male
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,25-34,,Male
12.23964351,12.30181652,39,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,25-34,,Male
7.531877937,7.591529588,47,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,25-34,,Male
30.63351915,5.69445174,2045,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,25-34,,Male
30.04849197,29.51552787,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,25-34,,Male
21.70101591,10.31005727,212,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,35-44,,Male
35.74077574,16.85051854,141,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,35-44,,Male
0,0,32,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,35-44,,Male
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,35-44,,Male
23.42045347,5.018001109,2409,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,35-44,,Male
35.2802744,26.89436057,59,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,35-44,,Male
29.9345853,11.80271626,315,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,45-54,,Male
49.82232395,19.94059725,204,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,45-54,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,45-54,,Male
0,0,51,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,45-54,,Male
0,0,24,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,45-54,,Male
30.6439033,5.666806179,2539,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,45-54,,Male
34.30979159,34.00955885,76,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,45-54,,Male
5.104811223,2.843836619,837,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,55-64,,Male
12.96934788,9.13050866,261,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,55-64,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,55-64,,Male
14.26110599,14.22118506,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,55-64,,Male
0.657620858,0.658312954,496,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault,,55-64,,Male
15.364549,5.320727364,1826,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,55-64,,Male
0,0,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,55-64,,Male
8.917940276,3.138309205,2158,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,65-74,,Male
0,0,38,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,65-74,,Male
9.110668592,3.206569558,2111,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,65-74,,Male
4.442439319,3.316727154,541,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault,,65-74,,Male
2.456048846,1.163489456,1805,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault,,75+,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault,,75+,,Male
2.477250116,1.173493508,1791,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault,,75+,,Male
0,0,94,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault,,75+,,Male
33.82191358,11.13657243,831,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with no injury,,16-24,,All adults
0,0,35,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with no injury,,16-24,,All adults
25.2890593,25.25954469,124,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with no injury,,16-24,,All adults
0,0,46,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with no injury,,16-24,,All adults
37.84957798,13.02045183,626,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with no injury,,16-24,,All adults
22.88466528,5.609563121,1575,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with no injury,,16-24,,All adults
22.84234973,11.32364646,178,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with no injury,,16-24,,All adults
9.020663261,1.562428963,14222,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with no injury,,16+,,All adults
10.8915515,2.811501431,1577,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with no injury,,16+,,All adults
14.41023627,4.070747098,1530,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with no injury,,16+,,All adults
2.721393075,1.931801478,430,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with no injury,,16+,,All adults
3.285683872,0.826663208,9914,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with no injury,,16+,,All adults
34.48979529,11.62623509,771,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with no injury,,16+,,All adults
16.9534374,1.547905568,20450,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with no injury,,16+,,All adults
17.13421848,5.703943825,696,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with no injury,,16+,,All adults
15.41320458,4.732011875,839,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with no injury,,25-34,,All adults
18.96377812,11.53271712,145,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with no injury,,25-34,,All adults
18.07086781,7.320802221,518,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with no injury,,25-34,,All adults
5.331136188,5.365881339,82,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with no injury,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with no injury,,25-34,,All adults
9.986359963,7.117863337,92,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with no injury,,25-34,,All adults
18.03488974,3.175708094,4314,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with no injury,,25-34,,All adults
5.969528698,4.418639286,149,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with no injury,,25-34,,All adults
8.305579854,3.338811733,804,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with no injury,,35-44,,All adults
14.86195658,8.904114272,272,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with no injury,,35-44,,All adults
6.94568173,3.672377411,437,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with no injury,,35-44,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with no injury,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with no injury,,35-44,,All adults
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with no injury,,35-44,,All adults
15.50100492,2.840073598,4876,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with no injury,,35-44,,All adults
21.64785658,13.39857419,124,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with no injury,,35-44,,All adults
14.26365385,5.204214454,912,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with no injury,,45-54,,All adults
11.3670371,5.106609222,474,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with no injury,,45-54,,All adults
25.663465,13.04437529,256,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with no injury,,45-54,,All adults
0,0,108,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with no injury,,45-54,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with no injury,,45-54,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with no injury,,45-54,,All adults
