V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Output area classification_codelist,Output area classification,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.754767798,0.755198228,993,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
2.621374892,1.417816024,1452,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,988,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
2.940447016,2.940656827,295,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,89,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,114,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
1.270239557,1.269951886,795,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,351,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,693,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,1178,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,740,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,116,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,110,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
3.522145192,3.481390562,107,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
3.054401142,3.044828137,309,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
14.78214661,10.64329003,207,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,117,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
10.95185892,8.367842357,182,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
9.877751413,9.809042607,215,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0.9248263,0.670611928,1291,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.795144343,0.795669927,630,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
9.297431997,3.434943267,995,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
2.583446977,0.984576888,3848,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
6.056004174,2.393962453,2202,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.276725571,0.276942409,2393,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
1.762287368,0.856416874,4043,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
2.10344794,1.182147391,3581,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0,0,235,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,147,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
8.711471723,5.490802051,249,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.03794223,2.487530362,698,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.028400411,2.244898235,538,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,194,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.398084491,3.39252568,349,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
2.546431892,1.849887715,634,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,173,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,132,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
15.78122868,11.05081445,224,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,542,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
12.55172158,7.709726053,469,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
1.469791113,1.46628927,642,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0.969437965,0.969331343,661,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
2.213811393,2.217403625,205,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,79,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
12.42700752,10.55692731,176,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
3.390362879,2.109380016,694,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
3.425521576,3.400399843,308,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,455,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,720,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0.455623546,0.455986997,627,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,196,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
10.46379933,10.49641665,55,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
13.08744995,13.00740364,100,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
5.969985377,4.894939156,558,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,276,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,464,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,750,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
2.056383228,1.641262794,545,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,202,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,54,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,79,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,592,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,213,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
1.481447525,1.482087277,500,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
1.675959763,1.309969949,745,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,499,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
5.003761095,5.001934311,164,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,53,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,60,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
2.169919738,2.16872084,455,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,191,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,378,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,655,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,400,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,85,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,117,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,85,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
5.551742709,5.537310471,219,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
16.01116819,11.23966401,203,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
8.116401357,8.014042165,110,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,190,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
20.05666519,10.0779694,216,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
1.30771609,0.984116711,1158,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
1.777002681,1.380302646,721,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
4.309429884,2.958887483,880,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
1.391817896,0.827486797,2965,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
7.469885159,2.954771379,2004,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
1.185475417,0.949219616,2113,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.090856057,0.939761692,3558,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.655590488,1.456754633,3038,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0,0,170,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,198,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
10.18799463,10.12333174,190,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
1.321188773,1.321059095,440,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
4.909132469,3.167500166,393,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,147,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
3.820303227,3.814220816,306,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
2.715238362,2.714553347,421,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
2.634952829,2.637644468,172,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.83861442,2.819403635,143,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.642888498,2.644766154,206,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,468,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
10.6190946,9.915113642,388,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,231,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,533,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
1.010062092,1.009979609,547,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,211,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
9.500468446,9.470598926,118,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
4.996100453,4.995299505,130,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.14903342,1.152532059,543,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
9.309860072,6.043860079,368,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.373638705,1.372326456,390,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.688949467,1.686156908,616,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
2.414066532,2.412678219,556,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
7.033232535,7.030977072,187,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,60,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
2.369416534,2.376842793,138,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.433115791,1.426669692,468,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,288,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,427,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
4.378577053,3.694076631,683,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,469,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,202,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,49,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,77,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,487,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,204,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,493,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
3.626055102,2.568700115,707,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,489,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,131,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,36,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,340,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,160,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,315,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,523,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,340,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
10.82504996,9.148463902,201,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,16-24,,All adults
9.438891028,5.547123717,227,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,16-24,,All adults
35.70557878,16.05838451,192,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,16-24,,All adults
11.31716343,5.402004237,528,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,16-24,,All adults
7.979562031,4.899385861,410,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,16-24,,All adults
4.333113017,4.314122662,227,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,16-24,,All adults
4.459631046,3.26631651,372,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,16-24,,All adults
7.011988384,4.075736964,431,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,16-24,,All adults
3.435460159,1.554306444,2449,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,16+,,All adults
5.261813496,1.962096045,1351,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,16+,,All adults
15.71186862,4.071697121,1875,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,16+,,All adults
4.520769567,1.007167211,6813,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,16+,,All adults
6.205995557,1.435380138,4206,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,16+,,All adults
0.864810967,0.499364917,4506,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,16+,,All adults
1.315669799,0.464481198,7601,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,16+,,All adults
3.236397327,0.784590802,6619,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,16+,,All adults
3.19666955,2.350843034,405,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,25-34,,All adults
1.541580062,1.542794596,345,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,25-34,,All adults
10.14581811,5.588120743,439,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,25-34,,All adults
3.64054432,1.622278733,1138,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,25-34,,All adults
9.678338491,3.446007837,931,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,341,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,655,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,25-34,,All adults
5.032512904,2.319875376,1055,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,25-34,,All adults
4.330567559,4.328808253,345,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,35-44,,All adults
6.671842034,4.978634828,275,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,35-44,,All adults
16.69734882,10.90261882,430,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,35-44,,All adults
4.453898591,2.297988007,1010,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,35-44,,All adults
3.198418793,2.100267464,857,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,516,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,35-44,,All adults
0.945030316,0.941752955,1175,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,35-44,,All adults
0.927182552,0.926904223,1208,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,35-44,,All adults
3.12825745,2.19465259,416,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,197,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,45-54,,All adults
9.775237104,5.268885531,306,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,45-54,,All adults
4.4481685,2.324432193,1237,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,45-54,,All adults
6.103268595,3.689984287,676,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,845,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,45-54,,All adults
0.732994926,0.518359951,1336,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,45-54,,All adults
0.499477714,0.499667428,1183,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,383,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,55-64,,All adults
17.47135658,13.09905852,115,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,55-64,,All adults
10.90415795,7.706902259,238,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,55-64,,All adults
0.781596572,0.781144319,1026,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,564,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,891,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,55-64,,All adults
2.328251736,1.461636719,1433,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,1014,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,55-64,,All adults
2.099575599,2.098746709,404,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,103,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,65-74,,All adults
15.41206396,8.903246686,156,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,65-74,,All adults
3.710360073,1.801636679,1079,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,65-74,,All adults
6.437072412,5.013102728,417,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,65-74,,All adults
0.393450185,0.394250368,993,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,65-74,,All adults
0.801569706,0.802326929,1452,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,65-74,,All adults
8.608676102,3.251996736,988,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,295,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,89,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,114,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Stealth theft,,75+,,All adults
3.581293937,2.795691875,795,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Stealth theft,,75+,,All adults
8.255717315,4.237507025,351,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Stealth theft,,75+,,All adults
2.598998323,1.519868396,693,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Stealth theft,,75+,,All adults
0.492895821,0.493328603,1178,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Stealth theft,,75+,,All adults
2.92577843,2.112748316,740,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Stealth theft,,75+,,All adults
