V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Ethnic group_codelist,Ethnic group,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,171,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,16+,,Female
8.359215825,1.4217152,17013,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,16+,,Female
0,0,288,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,25-34,,Female
0,0,121,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,25-34,,Female
37.64931997,37.63765807,58,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,25-34,,Female
0,0,45,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,25-34,,Female
13.79586273,3.344524991,2531,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,25-34,,Female
9.633153753,7.877562071,269,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,35-44,,Female
7.326997111,7.33049062,164,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,35-44,,Female
0,0,44,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,35-44,,Female
0,0,48,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,35-44,,Female
5.124169033,2.153364659,2600,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,35-44,,Female
0,0,139,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,135,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,34,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,45-54,,Female
14.5003059,4.955065805,2925,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,102,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,55-64,,Female
3.67102274,1.809198056,2743,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,49,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,13,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,65-74,,Female
3.144214273,1.612138476,2775,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,75+,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,75+,,Female
0,0,2295,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,75+,,Female
0,0,100,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,16-24,,Male
19.4628781,19.37517341,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,16-24,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,16-24,,Male
15.93347062,16.10435577,25,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,16-24,,Male
6.700979912,3.609327631,1022,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,16-24,,Male
0.872373734,0.872188686,972,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,16+,,Male
5.733489378,4.091662355,435,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,16+,,Male
6.991894928,5.525332311,164,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,16+,,Male
3.765784101,3.766953566,178,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,16+,,Male
2.84547399,0.706671839,14660,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,16+,,Male
3.527780224,3.527616952,210,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,25-34,,Male
6.305307198,6.364959091,46,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,25-34,,Male
1.891225079,0.879105022,1908,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,294,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,35-44,,Male
0,0,98,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,35-44,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,35-44,,Male
0,0,40,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,35-44,,Male
3.973268183,1.843453798,2209,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,35-44,,Male
0,0,156,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,45-54,,Male
11.98695185,11.91843839,99,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,45-54,,Male
48.03801554,48.4217416,21,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,45-54,,Male
5.393238745,2.340359354,2620,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,95,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,83,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,18,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,55-64,,Male
0.262768994,0.262685194,2491,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,67,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,23,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,14,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,65-74,,Male
0.454106831,0.454369898,2599,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Domestic violence,,75+,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Domestic violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Domestic violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1811,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Domestic violence,,75+,,Male
5.093946636,5.085080665,204,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,16-24,,All adults
21.62832141,15.26060064,93,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,16-24,,All adults
10.97978984,10.94650382,77,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,16-24,,All adults
0,0,43,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,16-24,,All adults
7.003628775,1.719226182,2166,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,16-24,,All adults
3.245076729,1.382646832,1956,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,16+,,All adults
6.128356799,2.765333553,1026,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,16+,,All adults
8.7180971,5.372245026,370,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,16+,,All adults
3.116254593,3.113429065,349,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,16+,,All adults
3.529237303,0.552403274,31673,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,16+,,All adults
0.85606519,0.856733754,498,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,25-34,,All adults
3.408903796,3.411438615,185,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,25-34,,All adults
0,0,104,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,25-34,,All adults
13.60345779,13.54072399,76,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,25-34,,All adults
3.586739651,0.960933981,4439,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,25-34,,All adults
2.119044843,2.117362409,563,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,35-44,,All adults
3.564867344,2.581927515,262,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,35-44,,All adults
20.35912835,20.42079324,79,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,35-44,,All adults
0,0,88,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,35-44,,All adults
4.439127665,1.543213304,4809,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,35-44,,All adults
6.532081378,5.238281453,295,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,45-54,,All adults
2.682751583,2.681000172,234,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,45-54,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,45-54,,All adults
5.696341576,2.156152815,5545,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,45-54,,All adults
7.116187212,5.160600078,197,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,55-64,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,55-64,,All adults
0,0,33,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,55-64,,All adults
0,0,44,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,55-64,,All adults
1.602797566,0.74784166,5234,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,55-64,,All adults
0,0,116,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,65-74,,All adults
0,0,63,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,65-74,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,65-74,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,65-74,,All adults
1.013146116,0.499018234,5374,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,65-74,,All adults
0,0,83,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,75+,,All adults
15.8616992,15.83659382,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,75+,,All adults
58.25100592,57.61724473,12,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,75+,,All adults
0.394895222,0.237373651,4106,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,75+,,All adults
0,0,104,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,16-24,,Female
41.65233745,29.1107133,51,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,16-24,,Female
0,0,42,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,16-24,,Female
4.974663823,2.004880363,1144,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,16-24,,Female
2.546493778,1.37497843,984,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,16+,,Female
10.75209151,5.06961837,591,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,16+,,Female
2.870438632,2.872756603,206,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,16+,,Female
6.727762594,6.711470977,171,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,16+,,Female
2.54813288,0.552735258,17013,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,16+,,Female
1.671491018,1.673163254,288,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,25-34,,Female
5.970005073,5.970439815,121,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,25-34,,Female
0,0,58,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,25-34,,Female
26.28089192,25.98331358,45,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,25-34,,Female
2.715666751,1.094905817,2531,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,25-34,,Female
4.731912131,4.720571624,269,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,35-44,,Female
3.677360036,3.679062425,164,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,35-44,,Female
0,0,44,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,35-44,,Female
0,0,48,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,35-44,,Female
5.940366143,2.787365586,2600,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,35-44,,Female
3.288762456,3.294690972,139,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,45-54,,Female
4.809670894,4.812981084,135,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,45-54,,Female
0,0,34,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,45-54,,Female
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,45-54,,Female
2.136876821,1.109972827,2925,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,45-54,,Female
5.030438358,5.038920837,102,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,55-64,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,55-64,,Female
1.203361535,0.618569522,2743,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,55-64,,Female
0,0,49,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,65-74,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,65-74,,Female
0,0,13,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,65-74,,Female
0.644422736,0.381139553,2775,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,65-74,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,75+,,Female
49.22472646,48.57039624,16,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,75+,,Female
0.227933371,0.22801469,2295,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,75+,,Female
9.731240648,9.69473434,100,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,16-24,,Male
0,0,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,16-24,,Male
20.81367282,20.73087858,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,16-24,,Male
0,0,25,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,16-24,,Male
8.953983093,2.757101308,1022,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,16-24,,Male
3.883829124,2.331689658,972,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,16+,,Male
0.697763453,0.698427364,435,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,16+,,Male
14.29068278,10.12343774,164,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,16+,,Male
0,0,178,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,16+,,Male
4.564221518,0.950197705,14660,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,16+,,Male
0,0,210,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,25-34,,Male
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,25-34,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,25-34,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,25-34,,Male
4.446689991,1.578216735,1908,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,25-34,,Male
0,0,294,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,35-44,,Male
3.403774681,3.413888335,98,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,35-44,,Male
41.18180054,41.35080134,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,35-44,,Male
0,0,40,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,35-44,,Male
2.890260278,1.243725469,2209,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,35-44,,Male
9.23463678,9.186955135,156,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,45-54,,Male
0,0,99,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,45-54,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,45-54,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,45-54,,Male
9.392878848,4.237586581,2620,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,45-54,,Male
9.624226841,9.598714052,95,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,55-64,,Male
0,0,83,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,55-64,,Male
0,0,18,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,55-64,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,55-64,,Male
2.020620198,1.386748466,2491,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,55-64,,Male
0,0,67,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,65-74,,Male
0,0,23,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,65-74,,Male
0,0,14,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,65-74,,Male
1.412548876,0.953012766,2599,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Mugging,,75+,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Mugging,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Mugging,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Mugging,,75+,,Male
0.620210086,0.464682398,1811,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Mugging,,75+,,Male
11.10930164,8.198714703,204,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Other personal theft,,16-24,,All adults
30.7291471,17.92914602,93,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Other personal theft,,16-24,,All adults
10.7242075,10.69379605,77,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Other personal theft,,16-24,,All adults
36.19981725,25.52002526,43,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Other personal theft,,16-24,,All adults
29.11512416,4.611781497,2166,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Other personal theft,,16-24,,All adults
9.171046437,2.380502221,1956,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Other personal theft,,16+,,All adults
19.68635578,5.038276487,1026,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Other personal theft,,16+,,All adults
30.30019993,13.37111578,370,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Other personal theft,,16+,,All adults
14.65412818,8.016778157,349,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Other personal theft,,16+,,All adults
13.77899966,0.912680557,31673,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Other personal theft,,16+,,All adults
10.37231953,4.05752142,498,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Other personal theft,,25-34,,All adults
25.37880064,12.84152056,185,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Other personal theft,,25-34,,All adults
48.42156091,37.43183769,104,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Other personal theft,,25-34,,All adults
0,0,76,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Other personal theft,,25-34,,All adults
17.3888854,2.244852043,4439,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Other personal theft,,25-34,,All adults
7.06817806,4.110766811,563,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Other personal theft,,35-44,,All adults
27.01380612,11.66628738,262,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Other personal theft,,35-44,,All adults
38.30391833,35.41782026,79,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Other personal theft,,35-44,,All adults
23.40799807,23.02286391,88,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Other personal theft,,35-44,,All adults
13.82230115,1.804442636,4809,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Other personal theft,,35-44,,All adults
12.31489675,7.284536433,295,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Other personal theft,,45-54,,All adults
0,0,234,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Other personal theft,,45-54,,All adults
25.63331676,18.27377265,55,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Other personal theft,,45-54,,All adults
7.466884491,7.488310763,62,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Other personal theft,,45-54,,All adults
12.43722276,1.883076831,5545,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Other personal theft,,45-54,,All adults
2.27556233,2.279023268,197,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Other personal theft,,55-64,,All adults
8.791910532,8.756866414,147,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Other personal theft,,55-64,,All adults
