V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Accommodation type_codelist,Accommodation type,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.556018288,0.556801214,1412,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,75+,,All adults
0,0,549,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,75+,,All adults
0.86264675,0.400489347,3674,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,75+,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,75+,,All adults
0.901444384,0.645806852,1395,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,75+,,All adults
1.295983726,0.985407966,867,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,75+,,All adults
4.569063321,4.568337639,211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,16-24,,Female
4.839457378,4.006782886,273,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,16-24,,Female
5.984537918,2.323811072,1086,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,16-24,,Female
0,0,393,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,16-24,,Female
11.71078824,4.921867861,482,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,16-24,,Female
2.021756349,1.219063543,4622,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,16+,,Female
2.53231002,0.988035882,2634,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,16+,,Female
2.938608179,0.587885081,16260,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,16+,,Female
0,0,37,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,16+,,Female
1.898794131,0.772968166,5985,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,16+,,Female
4.766195368,1.092947907,5653,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,16+,,Female
0,0,302,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,25-34,,Female
4.049734617,2.099336588,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,25-34,,Female
2.798196154,1.175038129,2399,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,25-34,,Female
3.114584562,1.993686137,897,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,25-34,,Female
3.335000262,1.850060981,1200,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,25-34,,Female
7.815480725,7.802733049,660,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,35-44,,Female
4.166509245,3.061261227,444,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,35-44,,Female
5.716543737,2.640814873,2667,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,35-44,,Female
3.864417262,3.866391775,1003,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,35-44,,Female
6.116973805,2.641374673,1004,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,35-44,,Female
0.68877576,0.688837583,842,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,45-54,,Female
0,0,337,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,45-54,,Female
2.504582158,1.121373471,2916,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,45-54,,Female
2.782244182,1.727371594,1077,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,45-54,,Female
3.791840508,2.699516825,997,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,45-54,,Female
0,0,906,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,55-64,,Female
0,0,303,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,55-64,,Female
1.509784512,0.690146182,2624,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,55-64,,Female
1.495632546,1.068329648,946,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,55-64,,Female
3.370915571,1.995632898,772,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,55-64,,Female
1.186447862,0.868472069,964,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,65-74,,Female
0,0,308,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,65-74,,Female
0.685856763,0.405667685,2557,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,65-74,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,65-74,,Female
0,0,871,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,65-74,,Female
0.846842701,0.847512479,722,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,65-74,,Female
1.054609128,1.055585535,737,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,75+,,Female
0,0,331,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,75+,,Female
1.02754726,0.602822464,2011,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,75+,,Female
0.645205794,0.645438775,798,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,75+,,Female
1.624774101,1.624618415,476,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,75+,,Female
7.053627539,4.988333319,209,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,16-24,,Male
7.619780964,5.369590759,226,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,16-24,,Male
9.147393402,2.836184556,993,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,16-24,,Male
3.922902113,2.815898038,345,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,16-24,,Male
14.09256725,5.454089507,439,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,16-24,,Male
2.970706546,1.049934982,4211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,16+,,Male
8.566607355,2.296513082,2660,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,16+,,Male
3.746101139,0.902000664,13693,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,16+,,Male
0,0,44,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,16+,,Male
4.263546996,2.085403027,4919,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,16+,,Male
3.855364991,1.15956534,4563,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,16+,,Male
7.501529264,5.32762744,241,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,25-34,,Male
5.975103249,3.070070102,589,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,25-34,,Male
2.83804889,1.375396868,1669,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,25-34,,Male
2.087410466,1.490792236,608,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,25-34,,Male
2.026700589,2.025726423,820,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,25-34,,Male
2.48929375,2.486049559,536,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,35-44,,Male
7.756902464,4.652700128,486,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,35-44,,Male
2.094645406,1.049860088,2195,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,35-44,,Male
1.370397853,1.369886754,829,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,35-44,,Male
2.548656715,1.802245425,830,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,35-44,,Male
6.297361518,3.844425762,748,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,45-54,,Male
12.27735315,7.844533734,430,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,45-54,,Male
8.447451957,4.159896929,2487,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,45-54,,Male
15.65825753,10.5265091,928,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,45-54,,Male
2.199736962,2.196901794,811,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,45-54,,Male
0,0,856,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,55-64,,Male
17.13461796,12.19795773,381,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,55-64,,Male
0.52349074,0.371753805,2330,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,55-64,,Male
0.671845669,0.671727159,802,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,55-64,,Male
1.006269496,1.006342584,672,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,55-64,,Male
0.744041941,0.743856208,946,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,65-74,,Male
10.41477317,8.331782937,330,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,65-74,,Male
0.301796203,0.301690897,2356,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,65-74,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,65-74,,Male
0,0,810,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,65-74,,Male
0,0,600,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,65-74,,Male
0,0,675,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Mugging,,75+,,Male
0,0,218,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Mugging,,75+,,Male
0.654197383,0.490143226,1663,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Mugging,,75+,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Mugging,,75+,,Male
1.272794407,1.273275061,597,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Mugging,,75+,,Male
0.884190073,0.885184316,391,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Mugging,,75+,,Male
33.85839981,10.00535813,420,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,16-24,,All adults
20.25558114,6.416117563,499,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,16-24,,All adults
28.09262382,4.543750027,2079,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,16-24,,All adults
31.86897499,8.566009483,738,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,16-24,,All adults
22.28827331,6.281229712,921,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,16-24,,All adults
10.94174304,1.512159304,8833,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,16+,,All adults
19.01842378,2.25757764,5294,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,16+,,All adults
13.03111156,0.923685572,29953,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,16+,,All adults
22.92159511,22.63464201,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,16+,,All adults
13.86867683,1.644302619,10904,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,16+,,All adults
13.84916311,1.526120059,10216,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,16+,,All adults
19.85832231,6.736657983,543,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,25-34,,All adults
22.38766316,4.724544237,1227,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,25-34,,All adults
15.68804164,2.325035801,4068,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,25-34,,All adults
9.936823723,2.984964355,1505,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,25-34,,All adults
18.69031519,3.698978756,2020,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,25-34,,All adults
10.981063,3.489582145,1196,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,35-44,,All adults
25.27472506,6.525305319,930,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,35-44,,All adults
12.20730688,1.726089165,4862,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,35-44,,All adults
11.72653879,2.562208406,1832,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,35-44,,All adults
13.47095772,3.11011019,1834,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,35-44,,All adults
7.653065839,2.221240641,1590,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,45-54,,All adults
12.89463851,4.421680816,767,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,45-54,,All adults
11.95758163,1.862790062,5403,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,45-54,,All adults
16.85517409,4.133103531,2005,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,45-54,,All adults
10.19438301,2.585603251,1808,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,45-54,,All adults
10.69833022,3.713838162,1762,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,55-64,,All adults
13.40665004,4.248876233,684,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,55-64,,All adults
10.30148959,1.895157769,4954,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,55-64,,All adults
0,0,11,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,55-64,,All adults
10.59121535,2.977708394,1748,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,55-64,,All adults
9.436055347,2.662625218,1444,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,55-64,,All adults
2.696155978,1.180928126,1910,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,65-74,,All adults
23.77029229,8.931568832,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,65-74,,All adults
5.197571883,1.131832258,4913,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,65-74,,All adults
0,0,31,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,65-74,,All adults
7.122472674,2.233711951,1681,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,65-74,,All adults
6.42322907,2.60114808,1322,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,65-74,,All adults
5.20343135,1.901154005,1412,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,75+,,All adults
3.430803342,2.781603213,549,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,75+,,All adults
6.799645458,1.572122941,3674,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,75+,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,75+,,All adults
8.467116003,3.092487992,1395,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,75+,,All adults
6.755342806,3.201577346,867,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,75+,,All adults
45.44237858,16.4917962,211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,16-24,,Female
18.02121723,8.566475969,273,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,16-24,,Female
27.46760073,5.983639681,1086,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,16-24,,Female
28.68657843,9.926008282,393,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,16-24,,Female
17.73426991,7.743444545,482,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,16-24,,Female
12.22713173,2.127630383,4622,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,16+,,Female
16.03367036,3.17115322,2634,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,16+,,Female
12.42679336,1.145994244,16260,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,16+,,Female
45.85254842,44.66962951,37,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,16+,,Female
12.8016058,1.971320345,5985,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,16+,,Female
12.19080659,1.781563678,5653,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,16+,,Female
24.97854168,10.59683094,302,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,25-34,,Female
20.13064697,6.950159916,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,25-34,,Female
13.64120415,2.745923651,2399,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,25-34,,Female
9.15382933,4.329264515,897,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,25-34,,Female
13.82313812,3.414930451,1200,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,25-34,,Female
16.27898961,6.021287951,660,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,35-44,,Female
38.27243467,12.80718893,444,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,35-44,,Female
14.39654495,2.545729943,2667,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,35-44,,Female
12.22518441,3.616669825,1003,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,35-44,,Female
15.25766075,4.196749382,1004,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,35-44,,Female
7.442771937,3.035297357,842,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,45-54,,Female
5.746402291,3.417895674,337,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,45-54,,Female
11.14471763,2.167029631,2916,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,45-54,,Female
12.63584263,3.875275116,1077,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,45-54,,Female
12.69102816,4.121721041,997,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,45-54,,Female
6.353590781,2.699307941,906,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,55-64,,Female
3.774781448,2.838909433,303,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,55-64,,Female
7.979026469,1.971120719,2624,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,55-64,,Female
9.155303119,3.884483966,946,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,55-64,,Female
8.4400239,3.422867453,772,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,55-64,,Female
2.673318285,1.6224915,964,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,65-74,,Female
6.218883618,3.70317527,308,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,65-74,,Female
5.080423083,1.478819171,2557,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,65-74,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,65-74,,Female
10.72854269,3.743346985,871,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,65-74,,Female
1.361556823,1.359400424,722,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,65-74,,Female
6.037009887,2.815604484,737,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,75+,,Female
0,0,331,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,75+,,Female
7.898546931,2.213064372,2011,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,75+,,Female
8.951181278,3.98972917,798,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,75+,,Female
8.985430936,4.814719741,476,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,75+,,Female
23.32263737,11.76933282,209,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,16-24,,Male
22.47236649,9.53440835,226,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,16-24,,Male
28.68769928,6.948166502,993,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,16-24,,Male
35.13904116,14.35512841,345,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,16-24,,Male
26.46059181,9.722007418,439,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,16-24,,Male
9.611206275,2.094605928,4211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,16+,,Male
21.73269106,3.207629175,2660,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,16+,,Male
13.67596643,1.431250705,13693,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,16+,,Male
0,0,44,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,16+,,Male
15.04767746,2.653283184,4919,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,16+,,Male
15.59869169,2.510244859,4563,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,16+,,Male
14.7121667,8.203588472,241,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,25-34,,Male
24.27913133,6.484040168,589,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,25-34,,Male
17.85722543,3.815512434,1669,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,25-34,,Male
10.78596827,4.079513704,608,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,25-34,,Male
23.83922498,6.706351345,820,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,25-34,,Male
5.015558336,3.06449734,536,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,35-44,,Male
14.91059089,5.58667251,486,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,35-44,,Male
9.886428423,2.373213021,2195,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,35-44,,Male
11.20295522,3.744304247,829,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,35-44,,Male
11.63224698,4.618465066,830,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Other personal theft,,35-44,,Male
7.869856676,3.258938177,748,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Other personal theft,,45-54,,Male
18.40673076,7.353700716,430,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Other personal theft,,45-54,,Male
12.82389917,3.17611266,2487,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Other personal theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Other personal theft,,45-54,,Male
21.46103844,7.658069734,928,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Other personal theft,,45-54,,Male
