V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Occupation_codelist,Occupation,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
1.118209481,0.648655677,1782,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,65-74,,All adults
0,0,163,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,65-74,,All adults
0,0,53,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,65-74,,All adults
1.247123948,1.063499294,2175,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,75+,,All adults
0.737197956,0.737018199,1078,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,75+,,All adults
0,0,1231,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,75+,,All adults
0,0,196,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,75+,,All adults
0,0,44,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,75+,,All adults
1.427196327,0.74372856,1705,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,75+,,All adults
3.718615825,2.637545092,444,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,16-24,,Female
9.203400565,6.937950478,202,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,16-24,,Female
16.51355603,9.602266152,206,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,16-24,,Female
3.601803252,3.597237314,116,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,16-24,,Female
1.587813135,1.589530512,386,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,16-24,,Female
3.257273637,2.310236606,578,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,16+,,Female
1.845543193,0.715078456,4848,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,16+,,Female
4.12961433,1.29658443,6210,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,16+,,Female
3.440074762,1.431294798,945,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,16+,,Female
6.258388448,6.254393073,157,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,16+,,Female
2.142537473,0.679823832,6245,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,16+,,Female
0,0,75,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,25-34,,Female
1.323467334,1.323595463,656,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,25-34,,Female
2.529921744,1.355411159,1131,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,25-34,,Female
4.32665874,3.250622756,201,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,25-34,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,25-34,,Female
5.117347348,2.756685607,956,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,25-34,,Female
0,0,39,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,35-44,,Female
0,0,762,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,35-44,,Female
10.86866693,5.212797391,1364,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,35-44,,Female
0,0,138,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,35-44,,Female
34.33577848,33.76627787,34,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,35-44,,Female
1.64248513,1.162634423,791,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,35-44,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,45-54,,Female
2.365862276,1.866435658,926,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,45-54,,Female
0.706195643,0.704921142,1217,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,45-54,,Female
16.5927433,9.612444284,113,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,45-54,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,45-54,,Female
2.519251159,2.514791706,969,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,55-64,,Female
2.37681705,1.692681699,821,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,55-64,,Female
0,0,950,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,55-64,,Female
0,0,99,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,55-64,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,55-64,,Female
2.027710552,1.175536676,1048,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,65-74,,Female
0,0,786,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,65-74,,Female
1.722455572,1.225977994,807,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,65-74,,Female
0,0,113,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,65-74,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,65-74,,Female
0.370149518,0.370456194,1153,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,65-74,,Female
1.102701806,1.101624531,695,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,75+,,Female
0,0,535,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,75+,,Female
0,0,165,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,75+,,Female
0,0,19,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,75+,,Female
1.396284155,1.007573785,942,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,75+,,Female
10.26297459,4.231614187,469,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,16-24,,Male
15.24409345,10.76101945,109,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,16-24,,Male
5.749573592,5.735457214,191,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,16-24,,Male
7.799004019,7.804938723,74,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,16-24,,Male
6.925171021,4.237248427,377,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,16-24,,Male
9.105705201,3.760767037,562,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,16+,,Male
4.001125048,1.372756188,3445,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,16+,,Male
4.741729583,1.848976949,6230,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,16+,,Male
5.21328736,2.948486391,395,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,16+,,Male
0,0,167,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,16+,,Male
3.578854499,0.95105117,5638,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,16+,,Male
0,0,64,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,25-34,,Male
2.103241496,2.101817216,450,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,25-34,,Male
3.86395183,1.98773716,919,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,25-34,,Male
8.473125476,6.083765194,58,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,25-34,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,25-34,,Male
4.30971064,2.703534315,757,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,25-34,,Male
0,0,12,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,35-44,,Male
3.91217387,2.763439254,555,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,35-44,,Male
1.065580714,1.065075752,1243,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,35-44,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,35-44,,Male
6.0534904,3.123421597,779,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,35-44,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,45-54,,Male
7.911365912,4.98615534,690,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,45-54,,Male
14.51850233,8.590485857,1171,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,45-54,,Male
0,0,59,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,45-54,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,45-54,,Male
3.306922254,1.745577395,975,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,55-64,,Male
1.950654319,1.948953502,627,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,55-64,,Male
3.667779919,3.09283515,1035,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,55-64,,Male
11.52215035,11.52037389,61,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,55-64,,Male
0,0,28,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,55-64,,Male
0.464159954,0.464210527,965,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,65-74,,Male
1.15157497,1.152600247,631,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,65-74,,Male
0.648521716,0.648526979,975,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,65-74,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,65-74,,Male
2.303544983,2.299693401,1022,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Mugging,,75+,,Male
0,0,383,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Mugging,,75+,,Male
0,0,696,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Mugging,,75+,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Mugging,,75+,,Male
0,0,25,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Mugging,,75+,,Male
1.46760642,1.09945285,763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Mugging,,75+,,Male
30.48318686,6.808374776,913,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,16-24,,All adults
37.12819868,15.6616788,311,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,16-24,,All adults
43.01952032,12.89726558,397,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,16-24,,All adults
21.29808057,10.56250867,190,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,16-24,,All adults
0,0,14,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,16-24,,All adults
11.39485803,4.375638352,763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,16-24,,All adults
33.53902559,6.460001615,1140,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,16+,,All adults
10.19088646,1.457275192,8293,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,16+,,All adults
15.41132819,1.445410342,12440,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,16+,,All adults
9.221222465,2.908713556,1340,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,16+,,All adults
2.134548239,2.134520429,324,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,16+,,All adults
11.98610336,1.357383766,11883,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,16+,,All adults
65.29575173,27.59017382,139,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,25-34,,All adults
9.722265447,2.887341311,1106,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,25-34,,All adults
20.77911424,3.462154568,2050,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,25-34,,All adults
11.26958265,6.71062338,259,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,25-34,,All adults
0,0,42,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,25-34,,All adults
14.97857668,3.87552891,1713,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,25-34,,All adults
66.33549274,41.66362144,51,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,35-44,,All adults
13.31857166,3.537084681,1317,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,35-44,,All adults
14.70263161,2.74578208,2607,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,35-44,,All adults
9.100994669,7.002062647,200,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,35-44,,All adults
0,0,71,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,35-44,,All adults
13.69300102,3.412482921,1570,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,35-44,,All adults
0,0,26,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,45-54,,All adults
6.318246816,2.233201776,1616,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,45-54,,All adults
14.30071036,2.818425847,2388,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,45-54,,All adults
4.818752422,3.596138234,172,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,45-54,,All adults
0,0,50,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,45-54,,All adults
14.83846021,3.915926187,1944,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,55-64,,All adults
6.657873325,1.96269626,1448,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,55-64,,All adults
12.17621941,3.114440528,1985,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,55-64,,All adults
4.31445079,4.31673881,160,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,55-64,,All adults
0,0,50,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,55-64,,All adults
12.61598182,3.65730566,2013,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,55-64,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,65-74,,All adults
7.078611967,2.457329355,1417,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,65-74,,All adults
8.300140832,2.881364876,1782,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,65-74,,All adults
0,0,163,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,65-74,,All adults
0,0,53,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,65-74,,All adults
6.536984077,1.903875063,2175,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,75+,,All adults
6.298741385,3.168356392,1078,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,75+,,All adults
4.509702429,1.949149983,1231,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,75+,,All adults
0,0,196,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,75+,,All adults
19.46730647,19.37899381,44,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,75+,,All adults
8.162146179,2.520075328,1705,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,75+,,All adults
19.86600788,6.784478549,444,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,16-24,,Female
29.72825883,16.75154266,202,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,16-24,,Female
59.20227749,21.24051821,206,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,16-24,,Female
9.467979327,6.714344814,116,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,16-24,,Female
21.39560402,8.847283188,386,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,16-24,,Female
23.14370605,6.664039673,578,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,16+,,Female
9.433662767,1.848670108,4848,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,16+,,Female
17.83346301,2.304516066,6210,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,16+,,Female
5.422682163,2.005138117,945,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,16+,,Female
4.318895556,4.312583858,157,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,16+,,Female
10.39610021,1.624817215,6245,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,16+,,Female
49.14799456,34.64886287,75,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,25-34,,Female
9.266315321,4.027051673,656,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,25-34,,Female
18.96658745,4.687742676,1131,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,25-34,,Female
8.316071998,5.930813401,201,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,25-34,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,25-34,,Female
13.23272326,4.632222744,956,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,25-34,,Female
63.29523469,49.47423964,39,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,35-44,,Female
14.21137033,5.375062063,762,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,35-44,,Female
22.17403874,4.986474235,1364,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,35-44,,Female
3.609557432,3.621765418,138,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,35-44,,Female
0,0,34,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,35-44,,Female
13.97756584,4.109526892,791,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,35-44,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,45-54,,Female
6.950714644,3.297821298,926,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,45-54,,Female
16.43633351,3.95692136,1217,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,45-54,,Female
7.069663654,5.28378329,113,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,45-54,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,45-54,,Female
7.879232728,3.391664772,969,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,55-64,,Female
6.889507696,2.99240026,821,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,55-64,,Female
9.965426561,3.803510689,950,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,55-64,,Female
6.142272599,6.150538638,99,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,55-64,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,55-64,,Female
6.241912893,2.833391683,1048,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,65-74,,Female
3.209201013,1.943458606,786,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,65-74,,Female
8.365289821,3.37068917,807,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,65-74,,Female
0,0,113,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,65-74,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,65-74,,Female
4.948348575,2.13046596,1153,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,65-74,,Female
6.241059711,3.515619685,695,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,75+,,Female
2.303080204,1.688361603,535,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,75+,,Female
0,0,165,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,75+,,Female
40.05384534,39.82759614,19,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,75+,,Female
10.1980233,3.78887405,942,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,75+,,Female
39.96269601,11.45647665,469,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,16-24,,Male
48.84314858,30.50244188,109,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,16-24,,Male
26.97389052,15.04560644,191,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,16-24,,Male
35.19280995,21.47144103,74,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,16-24,,Male
3.439793506,3.433677219,377,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,16-24,,Male
42.94019667,10.80509187,562,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,16+,,Male
11.17248838,2.355062411,3445,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,16+,,Male
13.21625633,1.828410388,6230,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,16+,,Male
17.53073089,8.166740139,395,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,16+,,Male
0,0,167,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,16+,,Male
13.54966183,2.171978902,5638,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,16+,,Male
77.17905896,40.46722394,64,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,25-34,,Male
10.19716762,4.163443956,450,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,25-34,,Male
22.63095775,5.116579774,919,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Other personal theft,,25-34,,Male
18.78220322,18.66136975,58,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Other personal theft,,25-34,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Other personal theft,,25-34,,Male
16.46765247,6.01342766,757,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Other personal theft,,25-34,,Male
76.22300694,74.02821468,12,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Other personal theft,,35-44,,Male
12.25284852,4.398085546,555,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Other personal theft,,35-44,,Male
