V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Total household income_codelist,Total household income,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
4.039071644,4.048297389,153,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,16-24,,Male
11.96611328,11.909568,108,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,16-24,,Male
20.06677208,14.35660762,93,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,16-24,,Male
4.399508585,4.393411514,199,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,16-24,,Male
2.833240826,2.028867952,421,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,16-24,,Male
16.66443769,11.04791848,86,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,16-24,,Male
4.577592935,1.629494068,2920,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,16+,,Male
9.013706184,4.528351725,2504,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,16+,,Male
1.885851229,1.303934524,2016,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,16+,,Male
4.205013372,2.253050863,1554,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,16+,,Male
2.6371826,1.063678621,3557,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,16+,,Male
3.261814458,1.209169066,2649,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,16+,,Male
11.08984685,4.235558705,1234,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,16+,,Male
2.670443538,2.671072438,295,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,25-34,,Male
9.382227009,5.452205844,376,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,25-34,,Male
0,0,344,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,25-34,,Male
2.371362425,2.371390162,274,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,25-34,,Male
2.497239621,1.843126182,568,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,25-34,,Male
4.208380005,4.201452489,319,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,25-34,,Male
7.07413432,5.042431448,88,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,25-34,,Male
4.452492281,4.442353284,292,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,35-44,,Male
7.074271222,5.027474214,345,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,35-44,,Male
0.999682696,1.000362137,365,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,35-44,,Male
0,0,314,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,35-44,,Male
0,0,896,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,35-44,,Male
6.416382752,4.526812284,338,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,35-44,,Male
18.48425573,16.09166915,136,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,35-44,,Male
0,0,330,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,45-54,,Male
35.48349472,29.5417361,366,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,45-54,,Male
2.75547356,2.755375232,393,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,45-54,,Male
7.108177102,7.098618226,346,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,45-54,,Male
7.023286184,3.669203427,904,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,45-54,,Male
4.3159187,4.305384025,394,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,45-54,,Male
12.31714813,7.156948019,199,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,45-54,,Male
4.302463183,3.361222156,456,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,55-64,,Male
0,0,398,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,55-64,,Male
0,0,314,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,55-64,,Male
0,0,282,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,55-64,,Male
0,0,622,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,55-64,,Male
1.351068664,1.350366331,390,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,55-64,,Male
21.29238703,17.92842335,258,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,55-64,,Male
1.022473888,1.020771764,764,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,65-74,,Male
4.139205786,4.126703907,538,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,65-74,,Male
0,0,317,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,65-74,,Male
0,0,160,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,65-74,,Male
0,0,262,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,65-74,,Male
1.459326087,1.459566235,429,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,65-74,,Male
0,0,238,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,65-74,,Male
0.616401389,0.617060578,618,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Mugging,,75+,,Male
0,0,328,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Mugging,,75+,,Male
0,0,175,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Mugging,,75+,,Male
0,0,85,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Mugging,,75+,,Male
0,0,106,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Mugging,,75+,,Male
1.92600142,1.926644153,358,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Mugging,,75+,,Male
0,0,229,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Mugging,,75+,,Male
25.33186526,10.42337644,406,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,16-24,,All adults
17.72591106,9.194862354,322,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,16-24,,All adults
37.67171549,15.31518016,227,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,16-24,,All adults
37.08670292,22.0870411,168,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,16-24,,All adults
30.07489671,10.77692255,377,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,16-24,,All adults
24.13690311,5.969168296,826,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,16-24,,All adults
30.4204712,13.57534823,260,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,16-24,,All adults
12.77574106,1.928888368,6899,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,16+,,All adults
13.70927458,1.935314388,5286,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,16+,,All adults
13.93142364,2.363502661,4045,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,16+,,All adults
13.59967163,2.91729024,2960,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,16+,,All adults
16.50582406,2.036726168,6816,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,16+,,All adults
11.29874783,1.843518085,6045,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,16+,,All adults
15.64556918,2.954375491,3363,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,16+,,All adults
12.02403308,5.126926663,893,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,25-34,,All adults
20.19316823,5.699679347,862,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,25-34,,All adults
13.07410023,4.964058641,761,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,25-34,,All adults
12.09774571,4.454359363,592,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,25-34,,All adults
20.64108504,4.057918323,1180,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,25-34,,All adults
16.59364618,6.323844565,673,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,25-34,,All adults
31.08502311,13.23818232,346,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,25-34,,All adults
13.59828985,5.184485277,756,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,35-44,,All adults
21.25243306,5.996344317,785,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,35-44,,All adults
6.82129089,3.036947164,761,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,35-44,,All adults
15.82382574,5.529030631,623,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,35-44,,All adults
15.36909109,3.381127557,1811,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,35-44,,All adults
6.792872114,3.065059462,735,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,35-44,,All adults
25.94671995,10.90377545,343,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,35-44,,All adults
15.79427481,5.167276767,855,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,45-54,,All adults
14.83618596,4.743424667,857,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,45-54,,All adults
14.29420904,5.037323868,770,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,45-54,,All adults
12.40999609,4.397757574,650,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,45-54,,All adults
12.53873319,3.873359123,1765,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,45-54,,All adults
4.792562194,2.153560312,859,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,45-54,,All adults
8.181950431,4.579763777,440,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,45-54,,All adults
14.38726081,4.344746131,1052,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,55-64,,All adults
5.633714189,2.029045799,848,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,55-64,,All adults
10.55692419,5.5845024,663,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,55-64,,All adults
9.756688455,4.197130787,513,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,55-64,,All adults
14.78451707,5.417643938,1090,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,55-64,,All adults
6.038635909,3.032601638,911,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,55-64,,All adults
10.58232125,3.83219376,587,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,55-64,,All adults
11.01184327,3.841645644,1559,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,65-74,,All adults
8.616866451,2.852296312,1020,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,65-74,,All adults
10.2655622,4.335173479,579,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,65-74,,All adults
0,0,283,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,65-74,,All adults
6.029546709,4.252091776,435,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,65-74,,All adults
2.172258226,1.407889118,1032,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,65-74,,All adults
4.054002022,2.063523599,684,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,65-74,,All adults
4.423563844,1.993553405,1378,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,75+,,All adults
4.921499174,3.093147752,592,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,75+,,All adults
14.58000331,6.658755466,284,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,75+,,All adults
0,0,131,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,75+,,All adults
10.58093929,10.52200347,158,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,75+,,All adults
5.631887645,2.976556239,1009,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,75+,,All adults
9.479559948,4.562641909,703,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,75+,,All adults
39.16531928,17.46449539,241,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,16-24,,Female
28.15574379,16.86847486,169,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,16-24,,Female
16.45881166,12.56727706,119,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,16-24,,Female
23.16049046,22.8387294,75,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,16-24,,Female
34.48197933,16.50188479,178,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,16-24,,Female
21.97972285,7.151662388,405,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,16-24,,Female
18.11810705,9.814015396,174,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,16-24,,Female
13.80583709,2.759259544,3979,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,16+,,Female
16.59783256,3.125888092,2782,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,16+,,Female
14.59311169,3.13875564,2029,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,16+,,Female
9.00255423,3.0268072,1406,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,16+,,Female
14.81733615,2.724424356,3259,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,16+,,Female
8.838854762,1.895058308,3396,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,16+,,Female
12.01465869,2.789453746,2129,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,16+,,Female
11.41396072,7.087032652,598,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,25-34,,Female
24.22075395,9.098544815,486,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,25-34,,Female
20.43666256,8.252648536,417,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,25-34,,Female
5.007092057,3.539768959,318,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,25-34,,Female
14.5781257,4.730819115,612,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,25-34,,Female
11.06727521,6.120833381,354,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,25-34,,Female
18.28657929,7.744102142,258,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,25-34,,Female
10.93327225,4.266794099,464,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,35-44,,Female
32.09166111,10.32743271,440,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,35-44,,Female
9.903863763,4.764042843,396,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,35-44,,Female
12.15747411,6.82831757,309,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,35-44,,Female
20.62861257,6.022458731,915,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,35-44,,Female
5.859845963,3.704736222,397,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,35-44,,Female
39.16604951,18.74980323,207,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,35-44,,Female
17.41703588,6.799241064,525,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,45-54,,Female
14.19146213,6.272063695,491,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,45-54,,Female
19.95340456,8.965918643,377,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,45-54,,Female
13.3255882,6.406504082,304,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,45-54,,Female
7.26370355,3.118187179,861,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,45-54,,Female
2.608031648,1.56131969,465,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,45-54,,Female
2.168948476,2.170947136,241,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,45-54,,Female
14.47611231,5.788780219,596,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,55-64,,Female
3.096059672,2.140513876,450,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,55-64,,Female
8.518951165,6.796341678,349,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,55-64,,Female
2.454104869,2.456022774,231,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,55-64,,Female
5.370528988,3.838651998,468,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,55-64,,Female
7.101343714,4.013172733,521,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,55-64,,Female
11.6548589,5.421663246,329,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,55-64,,Female
8.075380224,3.799723115,795,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,65-74,,Female
7.848774048,3.389415507,482,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,65-74,,Female
6.589881806,4.666498531,262,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,65-74,,Female
0,0,123,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,65-74,,Female
7.02914475,7.003681867,173,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,65-74,,Female
1.650453237,1.25676415,603,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,65-74,,Female
1.402523269,1.402685475,446,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,65-74,,Female
5.85365205,2.945059268,760,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,75+,,Female
5.5294609,4.397614783,264,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,75+,,Female
20.98864858,12.47091028,109,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,75+,,Female
0,0,46,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,75+,,Female
31.62625839,31.03004054,52,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,75+,,Female
3.663514133,2.700694228,651,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,75+,,Female
7.181620171,4.986115099,474,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,75+,,Female
7.618479709,7.589723099,165,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,16-24,,Male
7.745496827,7.726611221,153,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,16-24,,Male
57.58634484,26.95219102,108,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,16-24,,Male
47.04063251,34.55879875,93,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,16-24,,Male
26.31293835,14.03422276,199,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,16-24,,Male
26.1011405,9.480652025,421,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,16-24,,Male
45.923813,27.87646125,86,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,16-24,,Male
11.49991251,2.639155153,2920,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,16+,,Male
10.68499428,2.238566642,2504,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,16+,,Male
13.28097976,3.53411341,2016,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,16+,,Male
17.5157516,4.799637872,1554,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,16+,,Male
17.95218849,2.971865775,3557,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,16+,,Male
14.06843569,3.292853979,2649,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,16+,,Male
21.22823231,6.160417726,1234,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,16+,,Male
12.84042888,7.309460259,295,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,25-34,,Male
16.14656914,6.833516127,376,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,25-34,,Male
5.295508708,5.285061262,344,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,25-34,,Male
19.05625895,8.100086825,274,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,25-34,,Male
25.90939646,6.40746692,568,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,25-34,,Male
21.00818266,10.23436044,319,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,25-34,,Male
54.96260411,34.5430082,88,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,25-34,,Male
16.8401873,10.23656387,292,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,35-44,,Male
9.468164577,5.448802441,345,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,35-44,,Male
3.810115915,3.803961387,365,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,35-44,,Male
19.33215941,8.604536965,314,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,35-44,,Male
10.4866643,3.437660828,896,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,35-44,,Male
7.775114469,4.960972889,338,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,35-44,,Male
9.247572632,6.595050928,136,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,35-44,,Male
13.57955728,7.911893362,330,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,45-54,,Male
15.6494795,7.277756879,366,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,45-54,,Male
8.998754805,4.896992423,393,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,45-54,,Male
11.63308202,6.158575236,346,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,45-54,,Male
17.41601888,6.909278623,904,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,45-54,,Male
7.185020211,4.172860308,394,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,45-54,,Male
14.76502501,9.288926793,199,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,45-54,,Male
14.27854983,6.573103108,456,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,55-64,,Male
8.527544816,3.596244425,398,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Other personal theft,,55-64,,Male
12.9213188,9.122238124,314,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Other personal theft,,55-64,,Male
15.2892561,7.122696322,282,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Other personal theft,,55-64,,Male
21.74858236,8.963728913,622,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Other personal theft,,55-64,,Male
4.626619215,4.61349818,390,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Other personal theft,,55-64,,Male
9.302757739,5.391357891,258,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Other personal theft,,55-64,,Male
14.05164945,6.810502291,764,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Other personal theft,,65-74,,Male
