V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Long-standing illness or disability _codelist,Long-standing illness or disability ,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
4.749062113,1.222766614,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,25-34,,All adults
6.9435568,6.948995694,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,25-34,,All adults
21.84322196,8.315836793,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,35-44,,All adults
26.48546891,10.85338502,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,35-44,,All adults
1.68622289,0.614733327,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,35-44,,All adults
7.828624718,6.272695524,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,35-44,,All adults
16.76315659,6.133375167,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,45-54,,All adults
15.8234806,6.639849413,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,45-54,,All adults
7.456319373,2.680023507,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,45-54,,All adults
19.94528451,14.75874492,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,45-54,,All adults
5.847731539,3.167918432,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,55-64,,All adults
7.474554905,4.046883454,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,55-64,,All adults
0.429544198,0.318714387,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,55-64,,All adults
2.372897374,1.533280685,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,65-74,,All adults
3.024211061,1.956293677,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,65-74,,All adults
1.498126202,0.98498764,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,65-74,,All adults
0,0,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,75+,,All adults
82.98413929,44.28812424,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,16-24,,Female
111.3620587,59.11279194,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,16-24,,Female
3.736562653,1.618968293,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,16-24,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,16-24,,Female
18.09171867,4.334137791,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,16+,,Female
21.4094501,5.287028248,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,16+,,Female
4.713994708,1.051509964,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,16+,,Female
3.996956264,2.355483137,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,16+,,Female
42.84465777,16.26372714,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,25-34,,Female
53.09751417,21.35683361,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,25-34,,Female
7.726442339,2.326931385,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,25-34,,Female
13.71793589,13.71554405,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,25-34,,Female
27.9792537,12.81636395,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,35-44,,Female
32.25045344,15.97566613,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,35-44,,Female
1.824764511,0.826203597,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,35-44,,Female
12.65295875,12.68302153,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,35-44,,Female
19.47144217,8.908850919,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,45-54,,Female
23.09572322,11.09582343,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,45-54,,Female
11.06542903,5.037299269,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,45-54,,Female
5.297423154,5.311169013,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,45-54,,Female
10.26749363,5.961532375,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,55-64,,Female
12.72341892,7.384714823,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,55-64,,Female
0.854340121,0.63406488,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,55-64,,Female
3.326663853,2.688747497,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,65-74,,Female
4.106077836,3.319369948,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,65-74,,Female
2.890589897,1.899510212,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,65-74,,Female
0,0,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,75+,,Female
0,0,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,75+,,Female
0,0,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,75+,,Female
0,0,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,75+,,Female
24.02585232,17.24771772,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,16-24,,Male
38.46090621,27.34517296,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,16-24,,Male
4.486539793,2.722169811,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,16-24,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,16-24,,Male
6.220228921,2.143998222,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,16+,,Male
6.391356836,2.416962937,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,16+,,Male
2.040231134,0.594083386,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,16+,,Male
5.776960998,4.537379276,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,16+,,Male
4.456591232,3.274501185,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,25-34,,Male
6.796761753,4.996129231,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,25-34,,Male
1.866764707,0.860807433,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,25-34,,Male
14.6730289,9.941223239,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,35-44,,Male
19.11808742,13.80836283,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,35-44,,Male
1.547983781,0.910377882,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,35-44,,Male
3.516089126,3.528966131,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,35-44,,Male
13.33923266,8.12767492,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,45-54,,Male
5.875304039,4.199663866,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,45-54,,Male
3.920792092,1.938918721,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,45-54,,Male
34.28729611,28.67063196,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,45-54,,Male
0.956057576,0.956267713,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,55-64,,Male
1.266136375,1.266226626,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,55-64,,Male
1.355818394,1.355664857,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,65-74,,Male
1.790117367,1.789434918,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Domestic violence,,75+,,Male
0,0,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Domestic violence,,75+,,Male
0,0,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Domestic violence,,75+,,Male
26.80543908,9.213420351,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,16-24,,All adults
38.81181919,13.23023132,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,16-24,,All adults
4.855431036,1.405003594,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,16-24,,All adults
0,0,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,16-24,,All adults
6.755935254,1.771355783,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,16+,,All adults
7.511711769,2.17596636,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,16+,,All adults
2.787054271,0.431663872,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,16+,,All adults
4.182845115,1.868341264,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,16+,,All adults
2.936580191,1.581407842,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,25-34,,All adults
4.16454238,2.242395871,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,25-34,,All adults
3.381838054,0.894008724,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,25-34,,All adults
0,0,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,25-34,,All adults
4.539408792,2.532013648,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,35-44,,All adults
3.875867401,2.59119315,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,35-44,,All adults
4.257039604,1.458187303,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,35-44,,All adults
6.542590752,6.523009628,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,35-44,,All adults
17.12163314,9.125850077,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,45-54,,All adults
18.80983873,11.54559056,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,45-54,,All adults
2.438398522,0.911344668,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,45-54,,All adults
11.50332927,8.927357985,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,45-54,,All adults
5.466339843,2.655299471,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,55-64,,All adults
5.365535412,3.172199433,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,55-64,,All adults
0.554607368,0.338466591,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,55-64,,All adults
5.913488702,4.419632736,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,55-64,,All adults
0.829745796,0.587055029,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,65-74,,All adults
0.518894589,0.518634849,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,65-74,,All adults
1.037856094,0.646058739,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,65-74,,All adults
1.972990468,1.973226292,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,65-74,,All adults
0.805715021,0.484640071,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,75+,,All adults
0.761774425,0.545738246,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,75+,,All adults
0.709709874,0.502144775,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,75+,,All adults
1.020173185,1.021233139,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,75+,,All adults
19.44861382,10.32514711,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,16-24,,Female
26.09941721,13.80927952,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,16-24,,Female
3.792522012,1.79178484,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,16-24,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,16-24,,Female
3.463057689,1.099938082,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,16+,,Female
3.84812956,1.293854409,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,16+,,Female
2.60284371,0.591984012,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,16+,,Female
1.835816287,1.316103129,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,16+,,Female
3.049474017,2.321328662,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,25-34,,Female
4.11578075,3.132280308,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,25-34,,Female
3.059145255,1.120816298,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,25-34,,Female
0,0,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,25-34,,Female
1.456496076,1.457488577,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,35-44,,Female
1.862398852,1.863562216,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,35-44,,Female
6.162811163,2.688272857,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,35-44,,Female
0,0,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,35-44,,Female
5.590928994,3.853053705,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,45-54,,Female
5.487649807,4.591017804,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,45-54,,Female
0.748281364,0.432693949,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,45-54,,Female
5.994838388,5.968330037,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,45-54,,Female
2.708941071,1.575445915,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,55-64,,Female
3.35690416,1.954093993,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,55-64,,Female
0.891403948,0.638532286,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,55-64,,Female
0,0,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,55-64,,Female
0.818900611,0.819161663,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,65-74,,Female
0,0,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,65-74,,Female
0.528622491,0.379185867,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,65-74,,Female
4.366338606,4.36442715,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,65-74,,Female
0.45701805,0.457225326,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,75+,,Female
0.519680889,0.519950316,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,75+,,Female
1.288400393,0.910858517,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,75+,,Female
0,0,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,75+,,Female
35.7067143,16.1203966,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,16-24,,Male
57.15978655,25.4985011,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,16-24,,Male
5.83620685,2.135779417,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,16-24,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,16-24,,Male
10.76753189,3.696744811,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,16+,,Male
12.45353846,4.803164152,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,16+,,Male
2.971261218,0.584169221,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,16+,,Male
6.202667211,3.300109779,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,16+,,Male
2.780584686,1.973937826,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,25-34,,Male
4.24067873,3.013224941,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,25-34,,Male
3.694225638,1.389447967,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,25-34,,Male
0,0,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,25-34,,Male
8.141912869,5.205772171,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,35-44,,Male
6.44898635,5.401355458,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,35-44,,Male
2.355429377,1.132574654,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,35-44,,Male
12.3910986,12.32576226,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,35-44,,Male
31.69921464,20.05023219,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,45-54,,Male
37.03413274,26.54126351,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,45-54,,Male
4.094057646,1.751646416,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,45-54,,Male
16.89680195,16.8454068,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,45-54,,Male
8.518154737,5.317827597,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,55-64,,Male
7.741368246,6.526378302,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,55-64,,Male
0.21404615,0.214051312,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,55-64,,Male
11.12644245,8.281153436,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,55-64,,Male
0.841310901,0.840493478,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,65-74,,Male
1.11080161,1.108698419,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,65-74,,Male
1.585731207,1.276763699,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,65-74,,Male
0,0,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,65-74,,Male
1.296205102,0.971861626,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Mugging,,75+,,Male
1.158126821,1.158153194,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Mugging,,75+,,Male
0,0,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Mugging,,75+,,Male
1.723048663,1.725668175,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Mugging,,75+,,Male
27.15669143,9.22702635,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,16-24,,All adults
23.1634168,9.581800095,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,16-24,,All adults
26.88982903,4.29668877,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,16-24,,All adults
36.07207464,20.69320928,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Other personal theft,,16-24,,All adults
17.09817265,1.859244278,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,16+,,All adults
16.80307769,1.983832615,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,16+,,All adults
13.02877456,0.945128824,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,16+,,All adults
18.20236472,4.654920726,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Other personal theft,,16+,,All adults
31.38550802,9.298762316,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,25-34,,All adults
37.31188335,12.42466804,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,25-34,,All adults
15.64010699,2.076728025,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,25-34,,All adults
17.33857857,10.97125434,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Other personal theft,,25-34,,All adults
34.27562816,7.97566018,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,35-44,,All adults
34.61138872,9.047549691,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,35-44,,All adults
11.12352086,1.632859406,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,35-44,,All adults
33.26199205,17.60402333,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Other personal theft,,35-44,,All adults
15.23471866,4.060201922,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,45-54,,All adults
16.84457455,4.973011991,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,45-54,,All adults
11.27880647,1.916246522,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,45-54,,All adults
9.874879366,5.889034155,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Other personal theft,,45-54,,All adults
17.08440681,4.758069246,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,55-64,,All adults
14.86950538,3.551443018,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,55-64,,All adults
8.359831725,1.717734973,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,55-64,,All adults
25.41041522,18.01028042,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Other personal theft,,55-64,,All adults
9.196569497,2.985957227,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Other personal theft,,65-74,,All adults
10.18654898,3.630815336,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Other personal theft,,65-74,,All adults
5.980694163,1.382160909,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Other personal theft,,65-74,,All adults
