V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,HRP occupation_codelist,HRP occupation,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
7.8534469289999995,0.32337782,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,All household theft,, ,, 
7.6236145529999995,0.244361553,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,All household theft,, ,, 
8.102673839,0.84236405,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,All household theft,, ,, 
4.45257738,1.06681164,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,All household theft,, ,, 
7.15770715,0.256565737,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,All household theft,, ,, 
0.6493602310000001,0.33553434,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.867607429,0.16833864199999998,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.85506868,0.123436819,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.529793105,0.356532988,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Theft from outside dwelling,, ,, 
0.439887167,0.31053741,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.7534797919999998,0.123517209,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Theft from outside dwelling,, ,, 
9.782949395,1.520545689,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,All household crime,, ,, 
10.78354809,0.379786014,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,All household crime,, ,, 
10.68322844,0.288046731,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,All household crime,, ,, 
10.28453959,0.945857525,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,All household crime,, ,, 
5.172548605,1.143532567,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,All household crime,, ,, 
9.991848621,0.301682761,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,All household crime,, ,, 
2.478850374,0.879250361,462,Quarter,2017 Q1,K04000001,,,Full-time students,,Prevalence rate,,Criminal damage  ,, ,, 
3.551858769,0.22096043899999998,7909,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Prevalence rate,,Criminal damage  ,, ,, 
3.624020078,0.169568081,13579,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Prevalence rate,,Criminal damage  ,, ,, 
3.062935778,0.514137921,1103,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Prevalence rate,,Criminal damage  ,, ,, 
0.719971225,0.42029373,417,Quarter,2017 Q1,K04000001,,,Not classified,,Prevalence rate,,Criminal damage  ,, ,, 
3.4127104569999998,0.175298258,11864,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Prevalence rate,,Criminal damage  ,, ,, 
