V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Employment deprivation index_codelist,Employment deprivation index,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,1607,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Domestic violence,,65-74,,Male
0,0,394,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Domestic violence,,75+,,Male
0,0,253,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1089,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Domestic violence,,75+,,Male
5.933475247,3.553189131,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,16-24,,All adults
11.55196931,4.059427975,581,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,16-24,,All adults
6.233947858,2.112083794,1438,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,16-24,,All adults
2.91087208,0.865296851,6427,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,16+,,All adults
6.084223053,1.855321352,6191,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,16+,,All adults
3.198500189,0.557679236,20124,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,16+,,All adults
1.607221953,1.036498326,773,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,25-34,,All adults
4.297881698,1.950089083,1155,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,25-34,,All adults
2.900584343,1.061247736,3030,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,25-34,,All adults
0,0,1110,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,35-44,,All adults
5.303823573,2.557166519,1003,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,35-44,,All adults
5.722894106,2.09180182,3336,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,35-44,,All adults
8.830291742,3.835797597,1203,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,45-54,,All adults
10.47770224,9.01047308,1080,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,45-54,,All adults
3.038079199,1.242167451,3469,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,45-54,,All adults
1.61911671,1.156037266,1097,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,55-64,,All adults
4.521563016,3.759589913,921,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,55-64,,All adults
1.314465481,0.56970021,3163,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,55-64,,All adults
0,0,1014,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,65-74,,All adults
0.731470938,0.73187925,823,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,65-74,,All adults
1.430300893,0.77231015,3271,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,65-74,,All adults
0.627883736,0.628331913,831,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,75+,,All adults
1.108876078,1.110488532,628,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,75+,,All adults
0.787131982,0.477890575,2417,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,75+,,All adults
4.18940777,4.195373238,183,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,16-24,,Female
11.5345772,5.635500402,334,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,16-24,,Female
4.430934969,2.564214363,750,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,16-24,,Female
1.972408619,0.806747728,3342,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,16+,,Female
4.664563745,1.259041502,3458,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,16+,,Female
2.78844598,0.769552637,10687,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,16+,,Female
1.511460998,1.075505708,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,25-34,,Female
7.493557696,3.584643913,722,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,25-34,,Female
1.551816553,0.928946184,1719,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,25-34,,Female
0,0,597,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,35-44,,Female
4.556375656,2.712460358,539,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,35-44,,Female
7.996480614,3.861206013,1789,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,35-44,,Female
3.407900716,2.647331306,642,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,45-54,,Female
2.045442437,1.453392986,561,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,45-54,,Female
2.161476752,1.461710655,1815,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,45-54,,Female
3.265681357,2.326981099,571,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,55-64,,Female
1.614554047,1.613073409,484,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,55-64,,Female
0.770327238,0.544216416,1622,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,55-64,,Female
0,0,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,65-74,,Female
1.320571361,1.321389463,443,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,65-74,,Female
0.690556205,0.505711034,1664,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,65-74,,Female
1.160236754,1.161101329,437,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,75+,,Female
0,0,375,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,75+,,Female
1.153415329,0.814721734,1328,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,75+,,Female
7.296031489,5.44526793,216,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,16-24,,Male
11.57074772,5.879725444,247,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,16-24,,Male
7.964758885,3.315957029,688,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,16-24,,Male
3.832036574,1.524792579,3085,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,16+,,Male
7.699696913,3.701721493,2733,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,16+,,Male
3.620445517,0.742159667,9437,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,16+,,Male
1.68756422,1.688152949,374,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,25-34,,Male
0.57530608,0.576013988,433,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,25-34,,Male
4.244273352,1.906925462,1311,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,25-34,,Male
0,0,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,35-44,,Male
6.065727036,4.357765851,464,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,35-44,,Male
3.409581639,1.533905501,1547,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,35-44,,Male
14.78235692,7.443241302,561,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,45-54,,Male
19.12719532,18.17349516,519,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,45-54,,Male
3.92692262,2.012552586,1654,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,45-54,,Male
0,0,526,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,55-64,,Male
7.869665173,7.871963047,437,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,55-64,,Male
1.862517991,1.005240508,1541,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,55-64,,Male
0,0,501,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,65-74,,Male
0,0,380,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,65-74,,Male
2.201156071,1.4848439,1607,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,65-74,,Male
0,0,394,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Mugging,,75+,,Male
2.915296237,2.916362404,253,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Mugging,,75+,,Male
0.320508641,0.320470859,1089,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Mugging,,75+,,Male
19.05885836,7.918442728,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,16-24,,All adults
19.37881285,7.190282242,581,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,16-24,,All adults
30.56323617,5.675762805,1438,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,16-24,,All adults
12.55926698,1.723012729,6427,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,16+,,All adults
13.32277721,1.927685636,6191,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,16+,,All adults
14.21702196,1.160349268,20124,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,16+,,All adults
18.89850684,5.386743019,773,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,25-34,,All adults
17.40304514,4.407132398,1155,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,25-34,,All adults
15.10106836,2.598231259,3030,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,25-34,,All adults
18.18192447,4.46143042,1110,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,35-44,,All adults
12.9444944,4.012761704,1003,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,35-44,,All adults
13.7840383,2.341636259,3336,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,35-44,,All adults
9.882435664,3.225590423,1203,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,45-54,,All adults
7.98419038,3.007056487,1080,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,45-54,,All adults
14.29597408,2.629008759,3469,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,45-54,,All adults
8.333917693,3.644504152,1097,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,55-64,,All adults
14.21890069,4.040338799,921,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,55-64,,All adults
10.74556056,2.489043742,3163,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,55-64,,All adults
8.851564994,3.280553369,1014,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,65-74,,All adults
6.5789567,3.465724617,823,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,65-74,,All adults
6.357127537,1.704784375,3271,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,65-74,,All adults
3.139463369,1.862921567,831,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,75+,,All adults
10.58168965,4.651350032,628,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,75+,,All adults
6.641423182,1.953849083,2417,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,75+,,All adults
24.69762307,14.31915328,183,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,16-24,,Female
18.08661314,9.52273812,334,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,16-24,,Female
29.20815672,7.187181292,750,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,16-24,,Female
13.41086201,2.694184931,3342,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,16+,,Female
11.11233195,2.408891095,3458,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,16+,,Female
12.91082437,1.38316334,10687,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,16+,,Female
21.17377387,8.643759164,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,25-34,,Female
13.1136269,5.034036562,722,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,25-34,,Female
11.51491014,2.738040972,1719,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,25-34,,Female
22.48376116,7.175886473,597,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,35-44,,Female
15.31122589,6.351282449,539,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,35-44,,Female
17.28257446,3.675148622,1789,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,35-44,,Female
10.5157069,4.666973467,642,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,45-54,,Female
1.848267788,1.845295801,561,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,45-54,,Female
13.61223267,3.000559182,1815,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,45-54,,Female
7.053474531,4.642563565,571,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,55-64,,Female
11.46045367,5.015875543,484,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,55-64,,Female
6.45407566,2.191534904,1622,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,55-64,,Female
6.671832783,3.917720751,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,65-74,,Female
3.14088923,3.136319748,443,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,65-74,,Female
4.082478916,1.498341856,1664,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,65-74,,Female
1.707173929,1.705149593,437,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,75+,,Female
13.54743404,6.697251234,375,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,75+,,Female
7.295669182,2.616211525,1328,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,75+,,Female
14.65356203,8.66644774,216,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,16-24,,Male
20.77401229,10.89733971,247,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,16-24,,Male
31.8640513,8.978511273,688,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,16-24,,Male
11.72336965,2.237153729,3085,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,16+,,Male
15.83811066,2.940194287,2733,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,16+,,Male
15.56109784,1.870358489,9437,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,16+,,Male
16.98958572,6.725119263,374,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,25-34,,Male
22.39969804,7.551926968,433,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,25-34,,Male
18.67372292,4.424181634,1311,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,25-34,,Male
13.80191928,5.337080129,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,35-44,,Male
10.53199063,4.865175648,464,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,35-44,,Male
10.22437286,2.936893055,1547,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,35-44,,Male
9.187304739,4.504103433,561,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,45-54,,Male
14.27818762,5.762224001,519,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,45-54,,Male
14.98926333,4.462405833,1654,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,45-54,,Male
9.593016097,5.570122772,526,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,55-64,,Male
17.39589894,6.480389929,437,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,55-64,,Male
15.06791631,4.504999111,1541,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,55-64,,Male
11.05161128,5.264680098,501,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,65-74,,Male
10.8479172,6.725456598,380,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,65-74,,Male
8.727438128,3.134329915,1607,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,65-74,,Male
4.828777063,3.544045795,394,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Other personal theft,,75+,,Male
5.750328815,5.653662381,253,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Other personal theft,,75+,,Male
5.807952438,2.934208894,1089,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Other personal theft,,75+,,Male
5.933475247,3.553189131,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,16-24,,All adults
9.544565991,3.773124363,581,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,16-24,,All adults
5.555811069,2.001003671,1438,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,16-24,,All adults
2.549854265,0.839531879,6427,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,16+,,All adults
4.889526913,1.774230053,6191,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,16+,,All adults
2.29724833,0.461677416,20124,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,16+,,All adults
0.68956264,0.488248038,773,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,25-34,,All adults
1.734577255,0.947691708,1155,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,25-34,,All adults
1.79588667,0.844786873,3030,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,25-34,,All adults
0,0,1110,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,35-44,,All adults
3.596130937,2.239828232,1003,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,35-44,,All adults
3.388280441,1.399020913,3336,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,35-44,,All adults
8.354991845,3.80710121,1203,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,45-54,,All adults
10.47770224,9.01047308,1080,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,45-54,,All adults
2.264181228,1.09381333,3469,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,45-54,,All adults
0.694783555,0.69532066,1097,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,55-64,,All adults
3.790091208,3.052080825,921,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,55-64,,All adults
0.735452984,0.372003995,3163,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,55-64,,All adults
0,0,1014,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,65-74,,All adults
0.731470938,0.73187925,823,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,65-74,,All adults
1.430300893,0.77231015,3271,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,65-74,,All adults
0.627883736,0.628331913,831,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,75+,,All adults
1.108876078,1.110488532,628,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,75+,,All adults
0.462741224,0.351068869,2417,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,75+,,All adults
4.18940777,4.195373238,183,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,16-24,,Female
10.40060299,5.529363669,334,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,16-24,,Female
3.046372492,2.160362456,750,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,16-24,,Female
1.494143146,0.728488237,3342,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,16+,,Female
3.014229733,0.9944413,3458,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,16+,,Female
1.585793901,0.539308034,10687,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,16+,,Female
1.511460998,1.075505708,399,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,25-34,,Female
2.729763236,1.690966404,722,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,25-34,,Female
0.833580426,0.589921312,1719,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,25-34,,Female
0,0,597,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,35-44,,Female
1.173390331,1.175086715,539,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,35-44,,Female
3.539053446,2.333125399,1789,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,35-44,,Female
2.49959785,2.489748698,642,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,45-54,,Female
2.045442437,1.453392986,561,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,45-54,,Female
1.704270545,1.389243682,1815,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,45-54,,Female
1.401345368,1.401491411,571,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,55-64,,Female
1.614554047,1.613073409,484,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,55-64,,Female
0.388097385,0.387846406,1622,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,55-64,,Female
0,0,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,65-74,,Female
1.320571361,1.321389463,443,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,65-74,,Female
0.690556205,0.505711034,1664,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,65-74,,Female
1.160236754,1.161101329,437,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,75+,,Female
0,0,375,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,75+,,Female
0.574388933,0.573780497,1328,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,75+,,Female
7.296031489,5.44526793,216,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,16-24,,Male
8.620295277,5.088689232,247,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,16-24,,Male
7.964758885,3.315957029,688,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,16-24,,Male
3.586105157,1.505462786,3085,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,16+,,Male
7.023485081,3.621865627,2733,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,16+,,Male
3.02933415,0.683522805,9437,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,16+,,Male
0,0,374,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,25-34,,Male
0.57530608,0.576013988,433,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,25-34,,Male
2.754569353,1.582217175,1311,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,25-34,,Male
0,0,513,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,35-44,,Male
6.065727036,4.357765851,464,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,35-44,,Male
3.234873007,1.524226212,1547,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,35-44,,Male
14.78235692,7.443241302,561,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,45-54,,Male
19.12719532,18.17349516,519,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,45-54,,Male
2.831910566,1.691224372,1654,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,45-54,,Male
0,0,526,Quarter,2017 Q1,K04000001,,,20% least deprived,,Incidence rate,,Robbery,,55-64,,Male
6.295732139,6.297570438,437,Quarter,2017 Q1,K04000001,,,20% most deprived,,Incidence rate,,Robbery,,55-64,,Male
1.08530729,0.63786936,1541,Quarter,2017 Q1,K04000001,,,Deciles 3 - 8,,Incidence rate,,Robbery,,55-64,,Male
