V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Total_codelist,Total,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
2.581243861,0.728155839,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.058105659,0.7678488609999999,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0.848435692,0.411165463,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0.417307378,0.296682782,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
6.674038972999999,2.812285519,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
2.8167437910000004,0.533501942,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.033772561,1.035964657,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.968931436,1.659806568,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
2.049042159,0.887779577,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
2.188161256,1.075976924,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0.700054974,0.432716073,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.736015089,0.523359285,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
8.022717169,2.964535439,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
3.029660787,0.6131369560000001,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.267471487,1.442752538,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
2.4673379580000003,1.64018887,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
3.129736818,1.161249296,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.923521155,1.095906465,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.008052358,0.7150658329999999,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0.0,0.0,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
10.22643663,2.234012997,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,16-24,,All adults
4.162450467,0.443209757,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,16+,,All adults
5.00489466,1.075715371,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,25-34,,All adults
3.681111154,1.172919227,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,35-44,,All adults
2.58757604,0.726825396,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,45-54,,All adults
1.637810576,0.617011969,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,55-64,,All adults
3.592742582,0.862113735,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,65-74,,All adults
2.448952591,0.787123957,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,75+,,All adults
14.42286456,3.72860657,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,16-24,,Female
5.444875515,0.69782535,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,16+,,Female
6.070384822,1.534548699,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,25-34,,Female
6.184142432000001,2.222766344,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,35-44,,Female
2.351043207,0.746419211,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,45-54,,Female
1.564924266,0.743298975,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,55-64,,Female
4.48942312,1.24035005,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,65-74,,Female
4.020165306,1.355861674,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,75+,,Female
6.209001979,2.540362842,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,16-24,,Male
2.824705309,0.542877497,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,16+,,Male
3.936189349,1.507865243,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,25-34,,Male
1.13575769,0.68236166,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,35-44,,Male
2.831349394,1.260442311,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,45-54,,Male
1.713234995,0.992233126,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,55-64,,Male
2.628162012,1.18868999,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,65-74,,Male
0.391648559,0.3916357170000001,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stealth theft,,75+,,Male
30.2301625,5.681640946,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,16-24,,All adults
11.48648801,1.005125896,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,16+,,All adults
14.70451209,2.507279644,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,25-34,,All adults
11.13207924,1.878523688,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,35-44,,All adults
11.95149887,2.085733399,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,45-54,,All adults
4.616222651,1.519922714,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,55-64,,All adults
2.888826227,1.135277282,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,65-74,,All adults
0.8167092690000001,0.367255239,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,75+,,All adults
7.100868995,2.287405999,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,16-24,,Female
4.155610523,0.568450398,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,16+,,Female
6.156099106,1.790602331,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,25-34,,Female
6.1103206939999986,1.764632599,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,35-44,,Female
4.446564849,1.339066373,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,45-54,,Female
2.187461502,0.8907528570000001,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,55-64,,Female
1.153165137,0.594934685,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,65-74,,Female
0.278663268,0.278661311,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,75+,,Female
52.37290549,10.94964069,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,16-24,,Male
19.13359835,1.982791477,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,16+,,Male
23.27872017,4.718040596,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,25-34,,Male
16.23874754,3.34310944,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,35-44,,Male
19.68616682,3.998153201,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,45-54,,Male
7.129560205,2.955095419,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,55-64,,Male
4.7559181210000006,2.269845177,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,65-74,,Male
1.521212356,0.765812568,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Stranger violence,,75+,,Male
18.73476098,3.091812098,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,16-24,,All adults
7.950473922,0.635027244,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,16+,,All adults
9.59663326,1.4916020490000002,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,25-34,,All adults
8.572317348,1.903897999,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,35-44,,All adults
5.703803746,1.080299996,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,45-54,,All adults
4.335997311,1.033760946,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,55-64,,All adults
4.441178273999999,0.954906103,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,65-74,,All adults
3.054690779,0.85892046,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,75+,,All adults
22.13898734,4.794516628,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,16-24,,Female
9.385386681,0.95360225,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,16+,,Female
10.83310496,2.031053836,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,25-34,,Female
13.35837563,3.33425949,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,35-44,,Female
4.841370134,1.197753853,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,45-54,,Female
4.346813546,1.3624116469999998,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,55-64,,Female
5.189478094,1.312851772,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,65-74,,Female
5.08852036,1.4868377030000002,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,75+,,Female
15.47573756,3.976616128,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,16-24,,Male
6.453663176,0.8472682429999999,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,16+,,Male
8.356430471,2.1943801,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,25-34,,Male
3.705334607,1.779291035,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,35-44,,Male
6.59263736,1.824031363,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,45-54,,Male
4.324804423,1.5605310730000002,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,55-64,,Male
3.636214371,1.386160552,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,65-74,,Male
0.391648559,0.3916357170000001,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Theft from the person,,75+,,Male
45.74992409,5.162382341,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,16-24,,All adults
21.81013572,1.07634476,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,16+,,All adults
26.7823555,2.531468929,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,25-34,,All adults
22.73534478,2.6096001,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,35-44,,All adults
17.71671998,2.08685809,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,45-54,,All adults
14.89963966,2.045419146,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,55-64,,All adults
11.42023038,1.643117725,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,65-74,,All adults
9.399063867,1.65106153,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,75+,,All adults
48.56475616,7.314071064,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,16-24,,Female
22.3122387,1.464521949,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,16+,,Female
25.80283108,3.285914282,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,25-34,,Female
30.9029135,4.344280257,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,35-44,,Female
15.47300903,2.496256658,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,45-54,,Female
11.91715842,2.31495929,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,55-64,,Female
10.34264416,1.911884372,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,65-74,,Female
11.87166106,2.412132769,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,75+,,Female
43.0551551,7.293966771,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,16-24,,Male
21.28637347,1.564484845,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,16+,,Male
27.76483567,3.928879222,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,25-34,,Male
14.42967575,2.892096355,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,35-44,,Male
20.02911328,3.430057714,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,45-54,,Male
17.98597943,3.428405034,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,55-64,,Male
12.5794155,2.730601609,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,65-74,,Male
6.16151103,2.143191437,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal theft,,75+,,Male
114.6644499,10.34716704,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,16-24,,All adults
51.42692683,2.128647384,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,16+,,All adults
60.81771642,4.839547533999999,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,25-34,,All adults
50.19531507,4.193250676,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,35-44,,All adults
57.18386039999999,5.403798247,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,45-54,,All adults
30.07076262,3.3972342010000003,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,55-64,,All adults
19.30944887,2.340423276,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,65-74,,All adults
11.68450575,1.775309703,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,75+,,All adults
89.48365827,11.10321019,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,16-24,,Female
44.54335781,2.477121898,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,16+,,Female
54.78336879,5.683394178,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,25-34,,Female
51.67561267,5.6826053010000015,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,35-44,,Female
49.17854310000001,6.954814185,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,45-54,,Female
27.46587301,4.1765289710000015,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,55-64,,Female
15.588984,2.598151425,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,65-74,,Female
13.38893713,2.5091572,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,75+,,Female
138.771187,16.988157100000002,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,16-24,,Male
58.60743311,3.379497022,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,16+,,Male
66.87027287,7.807929799,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,25-34,,Male
48.68998805,6.148189425,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,35-44,,Male
65.4342289,8.28892281,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,45-54,,Male
32.76636193,5.298037227,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,55-64,,Male
23.31164138,3.957563885,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,65-74,,Male
9.452768763,2.47255515,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All personal crime,,75+,,Male
26.41489629,5.001187676,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,16-24,,All adults
14.11400141,1.119078706,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,16+,,All adults
17.3286674,2.7321768580000003,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,25-34,,All adults
14.6276481,2.453972992,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,35-44,,All adults
18.21328425,2.9540429930000003,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,45-54,,All adults
9.262809677,2.233720192,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,55-64,,All adults
5.284666189,1.458858486,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,65-74,,All adults
1.559444957,0.578677012,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,75+,,All adults
12.72827352,4.575538075,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,16-24,,Female
9.698327568,1.176126605,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,16+,,Female
12.79225322,3.0051432780000003,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,25-34,,Female
10.61463569,2.35583849,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,35-44,,Female
14.76875276,3.962703403,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,45-54,,Female
7.96027389,2.458947643,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,55-64,,Female
3.654772821,1.597048786,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,65-74,,Female
0.967175535,0.571359823,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,75+,,Female
39.51773364,8.798752179,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,16-24,,Male
18.72015465,1.902935916,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,16+,,Male
21.87877035,4.605321307,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,25-34,,Male
18.70851402,4.26499931,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,35-44,,Male
21.76325648,4.411493934,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,45-54,,Male
10.61070348,3.751250971,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,55-64,,Male
7.03798123,2.479169062,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,65-74,,Male
2.334946745,1.106358797,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence without injury,,75+,,Male
62.70324692,8.101747738,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,16-24,,All adults
26.83560742,1.61585687,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,16+,,All adults
32.14276997,3.922740929,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,25-34,,All adults
24.8444593,3.065916837,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,35-44,,All adults
34.47968714,4.151772586,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,45-54,,All adults
13.99872452,2.530461531,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,55-64,,All adults
6.921295327999999,1.574555587,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,65-74,,All adults
1.721554805,0.600918114,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,75+,,All adults
36.18239083,7.944883233,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,16-24,,Female
20.48147721,1.892347549,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,16+,,Female
27.65543226,4.612745256,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,25-34,,Female
18.49399805,3.22519521,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,35-44,,Female
31.87148449,6.297175717999999,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,45-54,,Female
14.77296477,3.2412981380000003,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,55-64,,Female
4.628626519,1.677745558,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,65-74,,Female
0.967175535,0.571359823,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,75+,,Female
88.09288972,13.84760108,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,16-24,,Male
33.46383644,2.641183542,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,16+,,Male
36.64364836,6.400009301,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,25-34,,Male
31.30229652,5.2200971130000005,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,35-44,,Male
37.16772963,5.55059532,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,45-54,,Male
13.19752302,3.897232364,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,55-64,,Male
9.387573666,2.715476933,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,65-74,,Male
2.709318904,1.167677149,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,All violence,,75+,,Male
36.28835063,6.188376627,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,16-24,,All adults
12.72160601,1.111655144,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,16+,,All adults
14.81410257,2.641030355,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,25-34,,All adults
10.2168112,1.846882485,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,35-44,,All adults
16.26640289,2.9134784860000003,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,45-54,,All adults
4.735914845,1.166749103,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,55-64,,All adults
1.636629139,0.509531318,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,65-74,,All adults
0.162109848,0.162116061,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,75+,,All adults
23.45411732,6.527808309,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,16-24,,Female
10.78314964,1.382894486,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,16+,,Female
14.86317904,3.124407134,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,25-34,,Female
7.879362361,2.211109394,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,35-44,,Female
17.10273173,4.8361103960000005,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,45-54,,Female
6.81269088,2.080017354,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,55-64,,Female
0.973853698,0.514845604,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,65-74,,Female
0.0,0.0,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,75+,,Female
48.57515609,10.22003477,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,16-24,,Male
14.74368179,1.775565951,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,16+,,Male
14.76487801,4.2713914210000015,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,25-34,,Male
12.5937825,2.992507305,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,35-44,,Male
15.40447314,3.31649051,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,45-54,,Male
2.586819531,1.003706493,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,55-64,,Male
2.349592435,0.901199041,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,65-74,,Male
0.374372159,0.374370487,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Violence with injury,,75+,,Male
19.89688426,4.878688369,2588,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,16-24,,All adults
6.4717734710000006,0.860390949,35420,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,16+,,All adults
7.720855945,2.145187456,5309,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,25-34,,All adults
4.437356756000001,1.240722318,5816,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,35-44,,All adults
8.463234759,2.24948969,6196,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,45-54,,All adults
1.789886774,0.782867683,5664,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,55-64,,All adults
0.404051425,0.238950293,5592,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,65-74,,All adults
0.162109848,0.162116061,4255,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,75+,,All adults
16.65436038,6.116556064,1363,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,16-24,,Female
5.769849617,1.127027705,18983,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,16+,,Female
