V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,Legal status_codelist,Legal status,SIC07_codelist,SIC07,Size Band_codelist,Size Band
5.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,100-249
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,250-499
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,500-999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,50000+
10.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,41-43,41-43 : Construction,,Total
235.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,0-49
115.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,50-99
150.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,100-249
70.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,250-499
55.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,500-999
30.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,1000-1999
25.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,2000-4999
10.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,5000-9999
10.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,50000+
700.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,41-43,41-43 : Construction,,Total
39200.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,0-49
74930.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,50-99
103720.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,100-249
46755.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,250-499
25180.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,500-999
14570.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,1000-1999
9530.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,2000-4999
3290.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,5000-9999
2210.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,10000-49999
475.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,50000+
319860.0,Year,2017,K02000001,,,Enterprise,Total,Total,41-43,41-43 : Construction,,Total
3290.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,0-49
8035.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,50-99
14455.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,100-249
8255.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,250-499
5135.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,500-999
3320.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,1000-1999
2450.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,2000-4999
1000.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,5000-9999
1000.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,10000-49999
355.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,50000+
47295.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),45,45 : Motor trades,,Total
3060.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,0-49
4320.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,50-99
8765.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,100-249
2520.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,250-499
1030.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,500-999
430.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,1000-1999
130.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,2000-4999
15.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,5000-9999
5.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,50000+
20275.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,45,45 : Motor trades,,Total
550.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,0-49
1110.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,50-99
2815.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,100-249
1570.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,250-499
760.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,500-999
380.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,1000-1999
220.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,2000-4999
45.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,5000-9999
25.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,50000+
7475.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,45,45 : Motor trades,,Total
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,0-49
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,50-99
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,100-249
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,250-499
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,500-999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,50000+
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,45,45 : Motor trades,,Total
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,0-49
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,50-99
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,100-249
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,250-499
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,500-999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,50000+
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,45,45 : Motor trades,,Total
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,0-49
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,50-99
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,100-249
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,250-499
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,500-999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,50000+
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,45,45 : Motor trades,,Total
5.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,0-49
5.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,50-99
15.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,100-249
5.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,250-499
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,500-999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,50000+
30.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,45,45 : Motor trades,,Total
6905.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,0-49
13470.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,50-99
26050.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,100-249
12350.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,250-499
6925.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,500-999
4130.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,1000-1999
2800.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,2000-4999
1060.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,5000-9999
1030.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,10000-49999
355.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,50000+
75075.0,Year,2017,K02000001,,,Enterprise,Total,Total,45,45 : Motor trades,,Total
9360.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,0-49
7850.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,50-99
17480.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,100-249
11520.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,250-499
11320.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,500-999
9485.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,1000-1999
9155.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,2000-4999
4220.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,5000-9999
4005.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,10000-49999
1135.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,50000+
85530.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),46,46 : Wholesale,,Total
3785.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,0-49
2555.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,50-99
2905.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,100-249
1305.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,250-499
700.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,500-999
285.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,1000-1999
115.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,2000-4999
15.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,5000-9999
5.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,50000+
11670.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,46,46 : Wholesale,,Total
1045.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,0-49
910.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,50-99
1465.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,100-249
955.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,250-499
790.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,500-999
460.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,1000-1999
265.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,2000-4999
85.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,5000-9999
45.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,10000-49999
5.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,50000+
6025.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,46,46 : Wholesale,,Total
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,0-49
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,50-99
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,100-249
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,250-499
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,500-999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,10000-49999
5.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,50000+
5.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,46,46 : Wholesale,,Total
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,0-49
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,50-99
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,100-249
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,250-499
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,500-999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,50000+
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,46,46 : Wholesale,,Total
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,0-49
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,50-99
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,100-249
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,250-499
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,500-999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,50000+
0.0,Year,2017,K02000001,,,Enterprise,6,6 - Local Authority,46,46 : Wholesale,,Total
35.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,0-49
20.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,50-99
40.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,100-249
30.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,250-499
20.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,500-999
10.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,1000-1999
10.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,2000-4999
10.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,5000-9999
10.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,50000+
185.0,Year,2017,K02000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,46,46 : Wholesale,,Total
14225.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,0-49
11335.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,50-99
21890.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,100-249
13810.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,250-499
12830.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,500-999
10240.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,1000-1999
9545.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,2000-4999
4330.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,5000-9999
4065.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,10000-49999
1145.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,50000+
103415.0,Year,2017,K02000001,,,Enterprise,Total,Total,46,46 : Wholesale,,Total
11015.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,0-49
19245.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,50-99
39405.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,100-249
22305.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,250-499
15470.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,500-999
8400.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,1000-1999
4830.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,2000-4999
1350.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,5000-9999
1005.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,10000-49999
375.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,50000+
123400.0,Year,2017,K02000001,,,Enterprise,1,1 - Company (incl. Building Society),47,47 : Retail,,Total
6170.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,0-49
9060.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,50-99
20480.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,100-249
7595.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,250-499
2520.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,500-999
565.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,1000-1999
215.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,2000-4999
35.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,5000-9999
10.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,50000+
46650.0,Year,2017,K02000001,,,Enterprise,2,2 - Sole Proprietor,47,47 : Retail,,Total
1650.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,0-49
3045.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,50-99
9470.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,100-249
6935.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,250-499
3235.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,500-999
935.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,1000-1999
355.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,2000-4999
75.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,5000-9999
30.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,50000+
25730.0,Year,2017,K02000001,,,Enterprise,3,3 - Partnership,47,47 : Retail,,Total
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,0-49
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,50-99
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,100-249
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,250-499
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,500-999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,50000+
0.0,Year,2017,K02000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,47,47 : Retail,,Total
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,0-49
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,50-99
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,100-249
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,250-499
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,500-999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,1000-1999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,2000-4999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,5000-9999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,10000-49999
0.0,Year,2017,K02000001,,,Enterprise,5,5 - Central Government,47,47 : Retail,,50000+
